,Multi_Class,Search Date,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
520,550-1698,2020-09-11,58.49,59.34,-0.85,4821900.0,147.05,147.78,-0.73,3934700.0,61.45,65.13,-3.68,2515200.0,"27,613.86","27,665.64",-51.78,"435,330,000",33.91,34.22,-0.31,24109301.0,0.0,0.0,27129.29,162215.0
521,0-549,2020-09-10,57.04,57.56,-0.52,7985300.0,149.25,146.91,2.34,6191800.0,62.0,61.2,0.8,1751800.0,"28,022.51","27,534.58",487.93,"442,850,000",34.35,33.82,0.52,21650741.0,0.0,0.0,27461.71,153377.0
522,550-1698,2020-09-09,56.03,56.9,-0.87,9355400.0,148.15,149.7,-1.55,6960700.0,63.0,62.32,0.68,3406900.0,"27,711.71","27,940.47",-228.76,"460,590,000",34.43,34.33,0.1,27490533.0,0.0,0.0,27775.0,146196.0
523,550-1698,2020-09-08,57.75,54.34,3.41,17706200.0,150.25,147.26,2.99,8756800.0,60.16,59.83,0.33,2887800.0,"27,925.23","27,500.89",424.34,"580,860,000",34.66,34.09,0.57,26736818.0,0.0,0.0,28082.86,143196.0
524,550-1698,2020-09-07,,,,,,,,,,,,,,,,,,,,,,,,
525,1699-5000,2020-09-06,,,,,,,,,,,,,,,,,,,,,,,,
526,550-1698,2020-09-05,,,,,,,,,,,,,,,,,,,,,,,,
527,0-549,2020-09-04,64.99,62.6,2.39,11653300.0,150.17,148.59,1.58,7200100.0,59.28,58.57,0.71,1985500.0,"28,341.05","28,133.31",207.74,"694,640,000",34.62,34.5,0.12,26872257.0,0.0,0.0,29624.86,173559.0
528,550-1698,2020-09-03,65.65,64.84,0.81,14307300.0,154.83,149.55,5.28,8672800.0,63.45,59.28,4.17,2586000.0,"29,090.70","28,292.73",797.97,"650,080,000",35.46,34.54,0.92,35956788.0,0.0,0.0,29936.86,162095.0
529,550-1698,2020-11-29,,,,,,,,,,,,,,,,,,,,,,,,
530,550-1698,2020-10-30,70.8,67.47,3.33,7070500.0,136.68,137.11,-0.43,7364100.0,87.01,85.36,1.65,2253000.0,"26,572.27","26,501.60",70.67,"504,820,000",33.43,33.66,-0.23,25631067.0,0.0,0.0,41119.86,161577.0
531,550-1698,2020-09-29,70.46,70.52,-0.06,6027600.0,147.6,147.06,0.54,6768600.0,66.6,66.86,-0.26,847600.0,"27,560.24","27,452.66",107.58,"303,820,000",34.56,34.32,0.25,13512491.0,0.0,0.0,25478.86,130882.0
532,550-1698,2020-08-30,,,,,,,,,,,,,,,,,,,,,,,,
533,550-1698,2020-07-30,78.0,77.63,0.37,13102000.0,147.44,146.84,0.6,5922500.0,79.05,84.16,-5.11,3302800.0,"26,367.42","26,313.65",53.77,"351,540,000",36.32,36.76,-0.44,32273796.0,0.0,0.0,0.0,152409.0
534,0-549,2020-06-29,61.82,62.08,-0.26,8074200.0,138.74,139.04,-0.3,5309800.0,65.68,65.8,-0.12,4011400.0,"25,152.45","25,595.80",-443.35,"378,070,000",30.8,30.97,-0.17,23956261.0,0.0,0.0,0.0,116337.0
535,550-1698,2020-05-30,,,,,,,,,,,,,,,,,,,,,,,,
536,550-1698,2020-04-29,46.6,46.37,0.23,11762000.0,151.38,150.24,1.14,9285200.0,48.0,49.25,-1.25,1766400.0,"24,490.37","24,633.86",-143.49,"455,290,000",36.49,36.17,0.32,26518535.0,0.0,0.0,0.0,76156.0
537,550-1698,2020-03-30,30.59,30.48,0.11,10749900.0,128.46,133.01,-4.55,21754000.0,60.0,62.0,-2.0,591200.0,"21,678.22","22,327.48",-649.26,"545,540,000",29.46,31.0,-1.54,29943508.0,0.0,0.0,0.0,74295.0
538,550-1698,2020-02-28,23.38,25.93,-2.55,24253700.0,135.36,134.48,0.88,19820300.0,33.4,35.1,-1.7,234400.0,"25,270.83","25,409.36",-138.53,"915,990,000",31.77,31.71,0.07,66057447.0,0.0,0.0,0.0,194125.0
539,550-1698,2020-01-30,21.05,20.99,0.06,3061800.0,150.03,150.36,-0.33,6470600.0,30.7,29.9,0.8,228600.0,"28,640.16","28,859.44",-219.28,"326,850,000",35.2,35.17,0.03,32316589.0,0.0,0.0,0.0,186239.0
540,550-1698,2019-12-30,19.54,19.05,0.49,1183300.0,145.78,145.3,0.48,2923300.0,33.0,34.91,-1.91,33500.0,"28,654.76","28,462.14",192.62,"181,600,000",37.29,36.92,0.37,11554264.0,,,,
541,550-1698,2020-08-21,67.5,66.45,1.05,6935600.0,151.78,152.76,-0.98,6722800.0,71.77,73.02,-1.25,6290400.0,"27,758.13","27,930.33",-172.2,"372,720,000",36.92,36.89,0.03,25467170.0,0.0,0.0,36407.57,159724.0
542,550-1698,2020-08-20,67.79,67.81,-0.02,6346700.0,149.75,151.42,-1.67,4874700.0,66.08,66.27,-0.19,2932600.0,"27,622.68","27,739.73",-117.05,"304,550,000",36.22,36.74,-0.51,21957455.0,0.0,0.0,37046.29,167110.0
543,550-1698,2020-08-19,66.74,68.0,-1.26,8558800.0,149.58,150.39,-0.81,7816300.0,67.42,65.6,1.82,2326600.0,"27,811.26","27,692.88",118.38,"311,460,000",36.51,36.3,0.21,15690055.0,0.0,0.0,37522.29,160289.0
544,1699-5000,2020-08-18,68.28,67.03,1.25,11329200.0,149.26,150.09,-0.83,4322600.0,69.69,67.88,1.81,1905100.0,"27,853.48","27,778.07",75.41,"276,170,000",36.48,36.39,0.09,10846398.0,0.0,0.0,38041.57,154941.0
545,1699-5000,2020-08-17,69.14,69.76,-0.62,8749100.0,148.32,148.99,-0.67,4306900.0,69.09,70.26,-1.17,1948000.0,"27,970.05","27,844.91",125.14,"286,860,000",36.09,36.39,-0.29,17494187.0,0.0,0.0,38416.86,147485.0
546,1699-5000,2020-08-16,,,,,,,,,,,,,,,,,,,,,,,,
547,550-1698,2020-08-15,,,,,,,,,,,,,,,,,,,,,,,,
548,550-1698,2020-08-14,68.06,69.15,-1.09,12799600.0,147.61,148.24,-0.63,4240200.0,70.93,68.64,2.29,1862400.0,"27,828.93","27,931.02",-102.09,"275,540,000",36.06,36.11,-0.05,12901276.0,0.0,0.0,39595.29,159621.0
549,550-1698,2020-08-13,69.09,67.83,1.26,15055900.0,148.54,148.0,0.54,5155500.0,68.25,71.0,-2.75,2390900.0,"27,922.51","27,896.72",25.79,"360,160,000",36.12,36.21,-0.09,15340021.0,0.0,0.0,40081.14,158569.0
550,1699-5000,2020-08-12,75.67,69.52,6.15,50362100.0,147.54,149.66,-2.12,5257300.0,70.89,69.11,1.78,3252000.0,"27,860.24","27,976.84",-116.6,"340,210,000",35.89,36.37,-0.47,19957595.0,0.0,0.0,40529.43,158289.0
551,1699-5000,2020-08-11,69.52,68.97,0.55,18118700.0,149.14,146.97,2.17,6388400.0,69.0,68.45,0.55,4032200.0,"27,961.64","27,686.91",274.73,"428,220,000",36.58,35.85,0.73,21326847.0,0.0,0.0,40952.14,153882.0
552,1699-5000,2020-08-10,74.27,72.01,2.26,8678300.0,148.86,148.03,0.83,4096600.0,77.0,73.95,3.05,2830600.0,"27,488.21","27,791.44",-303.23,"360,340,000",36.57,36.42,0.15,19964552.0,0.0,0.0,41444.57,148852.0
553,1699-5000,2020-08-09,,,,,,,,,,,,,,,,,,,,,,,,
554,550-1698,2020-08-08,,,,,,,,,,,,,,,,,,,,,,,,
555,550-1698,2020-08-07,74.38,74.1,0.28,8771400.0,147.51,148.6,-1.09,3635100.0,77.09,77.0,0.09,3038200.0,"27,321.68","27,433.48",-111.8,"321,170,000",36.34,36.48,-0.14,23097251.0,0.0,0.0,42838.43,163664.0
556,550-1698,2020-08-06,75.79,73.76,2.03,11691500.0,148.4,147.55,0.85,4837900.0,79.29,77.08,2.21,3175200.0,"27,170.82","27,386.98",-216.16,"322,460,000",36.78,36.31,0.47,20922111.0,0.0,0.0,43005.17,163789.0
557,550-1698,2020-08-05,77.49,75.8,1.69,19831900.0,149.1,148.4,0.7,5467500.0,82.82,81.3,1.52,4084400.0,"26,924.78","27,201.52",-276.74,"366,000,000",36.5,36.48,0.02,24292697.0,0.0,0.0,43063.0,159116.0
558,1699-5000,2020-08-04,78.19,78.46,-0.27,10126500.0,146.99,147.22,-0.23,4162200.0,84.44,83.17,1.27,2410300.0,"26,664.61","26,828.47",-163.86,"346,350,000",36.35,36.42,-0.08,29448549.0,0.0,0.0,42954.25,142681.0
559,1699-5000,2020-08-03,74.98,77.98,-3.0,13382300.0,146.39,147.35,-0.96,4078700.0,82.99,85.47,-2.48,2431700.0,"26,542.32","26,664.40",-122.08,"439,380,000",36.63,36.39,0.25,31036400.0,0.0,0.0,42711.0,136365.0
560,1699-5000,2020-11-28,,,,,,,,,,,,,,,,,,,,,,,,
561,1699-5000,2020-10-29,68.35,71.28,-2.93,13776400.0,138.0,137.19,0.81,7205400.0,81.49,84.81,-3.32,2512000.0,"26,480.98","26,659.11",-178.13,"419,770,000",33.66,33.47,0.19,27545341.0,0.0,0.0,40284.0,143870.0
562,550-1698,2020-09-28,69.59,70.55,-0.96,7337400.0,146.73,147.11,-0.38,5843200.0,66.99,66.5,0.49,1750000.0,"27,362.14","27,584.06",-221.92,"401,860,000",34.31,34.53,-0.22,15044269.0,0.0,0.0,25269.29,130931.0
563,550-1698,2020-08-29,,,,,,,,,,,,,,,,,,,,,,,,
564,1699-5000,2020-07-29,81.98,79.51,2.47,24453900.0,146.39,146.54,-0.15,4489100.0,85.54,82.5,3.04,3846300.0,"26,388.44","26,539.57",-151.13,"347,580,000",37.29,37.25,0.04,37033660.0,0.0,0.0,0.0,135541.0
565,1699-5000,2020-06-28,,,,,,,,,,,,,,,,,,,,,,,,
566,1699-5000,2020-05-29,57.45,61.5,-4.05,38070400.0,147.96,148.75,-0.79,8504000.0,48.19,49.53,-1.34,760600.0,"25,324.15","25,383.11",-58.96,"527,620,000",36.31,36.23,0.08,48333067.0,0.0,0.0,0.0,112233.0
567,1699-5000,2020-04-28,50.4,47.88,2.52,13067200.0,151.25,151.39,-0.14,8558700.0,48.6,45.83,2.77,1511200.0,"24,357.17","24,101.55",255.62,"400,250,000",37.05,35.97,1.08,35666728.0,0.0,0.0,0.0,80714.0
568,1699-5000,2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,
569,550-1698,2020-02-27,35.88,26.16,9.72,68256300.0,142.56,139.12,3.44,12566700.0,31.45,33.88,-2.43,112400.0,"26,526.00","25,766.64",759.36,"664,980,000",32.68,32.35,0.32,55444827.0,0.0,0.0,0.0,186942.0
570,550-1698,2020-01-29,22.23,20.55,1.68,4671900.0,149.45,150.54,-1.09,6288600.0,33.95,31.8,2.15,184200.0,"28,820.53","28,734.45",86.08,"302,290,000",36.17,35.65,0.51,34165726.0,0.0,0.0,0.0,184425.0
571,1699-5000,2019-12-29,,,,,,,,,,,,,,,,,,,,,,,,
572,1699-5000,2020-07-21,80.91,80.86,0.05,26157900.0,149.6,149.74,-0.14,5575900.0,92.0,91.6,0.4,6025500.0,"26,833.14","26,840.40",-7.26,"364,930,000",35.05,34.81,0.24,23588520.0,0.0,0.0,0.0,146312.0
573,1699-5000,2020-07-20,87.86,82.68,5.18,78391300.0,150.23,149.6,0.63,6191500.0,91.75,88.2,3.55,7790800.0,"26,660.29","26,680.87",-20.58,"309,390,000",35.57,34.63,0.94,36815693.0,0.0,0.0,0.0,145643.0
574,1699-5000,2020-07-19,,,,,,,,,,,,,,,,,,,,,,,,
575,1699-5000,2020-07-18,,,,,,,,,,,,,,,,,,,,,,,,
576,1699-5000,2020-07-17,83.35,94.85,-11.5,103509200.0,150.0,149.35,0.65,7441100.0,76.54,85.25,-8.71,5053500.0,"26,774.62","26,671.95",102.67,"296,460,000",34.02,34.39,-0.37,23347365.0,0.0,0.0,0.0,155093.0
577,1699-5000,2020-07-16,80.16,81.81,-1.65,27277400.0,148.68,149.25,-0.57,9304700.0,80.5,75.87,4.63,2847900.0,"26,746.57","26,734.71",11.86,"287,330,000",33.78,33.78,0.0,18421812.0,0.0,0.0,0.0,148395.0
578,1699-5000,2020-07-15,87.52,80.22,7.3,90756100.0,149.73,148.26,1.47,8512800.0,86.08,78.0,8.08,3908700.0,"27,009.81","26,870.10",139.71,"384,900,000",34.15,33.89,0.26,26294454.0,0.0,0.0,0.0,149426.0
579,1699-5000,2020-07-14,74.0,75.04,-1.04,38708800.0,145.32,147.92,-2.6,7447100.0,82.57,83.88,-1.31,4748700.0,"26,044.17","26,642.59",-598.42,"401,640,000",33.56,33.43,0.13,32854129.0,0.0,0.0,0.0,147427.0
580,1699-5000,2020-07-13,63.89,71.78,-7.89,56617300.0,143.61,145.21,-1.6,6951900.0,78.47,77.78,0.69,8529600.0,"26,225.07","26,085.80",139.27,"425,320,000",32.95,33.41,-0.46,56569129.0,0.0,0.0,0.0,147301.0
581,1699-5000,2020-07-12,,,,,,,,,,,,,,,,,,,,,,,,
582,1699-5000,2020-07-11,,,,,,,,,,,,,,,,,,,,,,,,
583,550-1698,2020-07-10,64.65,62.61,2.04,7407500.0,142.75,142.37,0.38,4282400.0,67.0,70.36,-3.36,2874300.0,"25,690.35","26,075.30",-384.95,"338,170,000",31.94,32.1,-0.16,24459019.0,0.0,0.0,0.0,146182.0
584,550-1698,2020-07-09,62.09,64.96,-2.87,20646100.0,142.76,142.49,0.27,5738600.0,66.61,65.61,1.0,1186700.0,"26,094.92","25,706.09",388.83,"387,610,000",32.0,31.75,0.26,20363702.0,0.0,0.0,0.0,147323.0
585,1699-5000,2020-07-08,60.79,61.58,-0.79,7590900.0,142.87,143.27,-0.4,6257400.0,67.21,67.56,-0.35,1449600.0,"25,950.06","26,067.28",-117.22,"337,300,000",32.27,32.02,0.25,24256545.0,0.0,0.0,0.0,139012.0
586,1699-5000,2020-07-07,58.8,61.09,-2.29,8904300.0,141.39,142.85,-1.46,5622600.0,64.0,69.34,-5.34,2264400.0,"26,172.01","25,890.18",281.83,"346,820,000",32.31,32.29,0.02,25148018.0,0.0,0.0,0.0,136786.0
587,1699-5000,2020-07-06,58.55,59.15,-0.6,9977300.0,142.17,142.98,-0.81,6156400.0,65.59,65.51,0.08,1649400.0,"25,996.08","26,287.03",-290.95,"340,690,000",33.16,32.74,0.42,27150935.0,0.0,0.0,0.0,127813.0
588,1699-5000,2020-07-05,,,,,,,,,,,,,,,,,,,,,,,,
589,550-1698,2020-07-04,,,,,,,,,,,,,,,,,,,,,,,,
590,550-1698,2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,
591,550-1698,2020-11-27,115.12,127.03,-11.91,43438500.0,144.5,144.0,0.5,3059000.0,106.44,109.99,-3.55,3874600.0,"29,911.33","29,910.37",0.96,"177,040,000",36.78,37.23,-0.45,25277000.0,0.0,0.0,83544.57,130016.0
592,550-1698,2020-10-28,68.95,65.74,3.21,6044000.0,141.43,138.36,3.07,8426100.0,79.89,77.54,2.35,2566100.0,"27,102.14","26,519.95",582.19,"496,150,000",34.91,33.63,1.28,33857537.0,0.0,0.0,39581.0,142076.0
593,1699-5000,2020-09-27,,,,,,,,,,,,,,,,,,,,,,,,
594,550-1698,2020-08-28,68.04,67.49,0.55,6368200.0,152.74,153.64,-0.9,5395700.0,65.04,64.0,1.04,1760000.0,"28,601.29","28,653.87",-52.58,"369,740,000",35.93,35.97,-0.04,32830519.0,0.0,0.0,32538.14,155275.0
595,1699-5000,2020-07-28,81.0,81.49,-0.49,32946900.0,147.4,146.83,0.57,4842200.0,89.0,85.38,3.62,5108600.0,"26,529.45","26,379.28",150.17,"361,090,000",36.57,37.02,-0.46,56393954.0,0.0,0.0,0.0,140805.0
596,550-1698,2020-06-27,,,,,,,,,,,,,,,,,,,,,,,,
597,550-1698,2020-05-28,53.5,55.54,-2.04,32258900.0,146.02,146.97,-0.95,6189600.0,48.34,46.87,1.47,1107900.0,"25,697.36","25,400.64",296.72,"377,800,000",35.9,36.22,-0.32,22521767.0,0.0,0.0,0.0,107189.0
598,0-549,2020-04-27,51.53,48.05,3.48,13744400.0,154.81,154.29,0.52,8924000.0,48.89,49.4,-0.51,1183300.0,"23,866.15","24,133.78",-267.63,"389,390,000",35.66,36.37,-0.7,23394057.0,0.0,0.0,0.0,74696.0
599,0-549,2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,
600,550-1698,2020-02-26,29.05,29.16,-0.11,76444500.0,145.35,143.68,1.67,10093800.0,31.85,33.75,-1.9,213300.0,"27,159.46","26,957.59",201.87,"472,450,000",32.49,32.94,-0.46,47920005.0,0.0,0.0,0.0,173708.0
601,550-1698,2020-01-28,23.5,22.36,1.14,5649300.0,148.46,149.5,-1.04,7336600.0,34.04,34.22,-0.18,165200.0,"28,594.28","28,722.85",-128.57,"330,140,000",37.31,36.19,1.12,70202408.0,0.0,0.0,0.0,178310.0
602,550-1698,2019-12-28,,,,,,,,,,,,,,,,,,,,,,,,
603,550-1698,2020-06-20,,,,,,,,,,,,,,,,,,,,,,,,
604,0-549,2020-06-19,64.99,66.35,-1.36,16076700.0,145.79,143.83,1.96,12206900.0,50.9,51.36,-0.46,735800.0,"26,213.10","25,871.46",341.64,"669,390,000",31.96,31.71,0.26,43986266.0,0.0,0.0,0.0,128228.0
605,0-549,2020-06-18,63.03,64.95,-1.92,10914400.0,142.52,143.41,-0.89,4797400.0,49.86,50.94,-1.08,691500.0,"26,016.45","26,080.10",-63.65,"328,390,000",31.57,31.54,0.03,32278855.0,0.0,0.0,0.0,128959.0
606,550-1698,2020-06-17,63.6,63.31,0.29,13616000.0,144.9,144.02,0.88,5100100.0,49.75,50.85,-1.1,723000.0,"26,330.52","26,119.61",210.91,"328,830,000",31.87,31.84,0.03,27509822.0,0.0,0.0,0.0,128775.0
607,550-1698,2020-06-16,66.31,64.34,1.97,16537800.0,144.09,144.46,-0.37,7579100.0,51.0,49.9,1.1,901100.0,"26,326.68","26,289.98",36.7,"489,500,000",31.87,31.69,0.18,55616945.0,0.0,0.0,0.0,122942.0
608,550-1698,2020-06-15,65.9,66.57,-0.67,19339300.0,141.0,141.25,-0.25,8649600.0,48.72,50.85,-2.13,1087500.0,"25,270.39","25,763.16",-492.77,"461,230,000",31.59,31.65,-0.06,36247482.0,0.0,0.0,0.0,118914.0
609,550-1698,2020-06-14,,,,,,,,,,,,,,,,,,,,,,,,
610,550-1698,2020-06-13,,,,,,,,,,,,,,,,,,,,,,,,
611,0-549,2020-06-12,62.36,62.0,0.35,14742900.0,142.84,142.15,0.69,8687400.0,49.37,48.58,0.79,858800.0,"25,659.42","25,605.54",53.88,"514,440,000",32.33,32.02,0.31,37902472.0,0.0,0.0,0.0,135545.0
612,0-549,2020-06-11,62.95,60.2,2.75,32085200.0,148.58,140.87,7.71,11913300.0,49.0,48.6,0.4,1324800.0,"26,282.51","25,128.17","1,154.34","647,780,000",33.78,31.59,2.18,63166642.0,0.0,0.0,0.0,123965.0
613,550-1698,2020-06-10,58.8,60.07,-1.27,11074400.0,146.6,147.8,-1.2,10137100.0,47.8,47.41,0.39,913100.0,"27,251.89","26,989.99",261.9,"448,930,000",34.5,34.08,0.42,29557217.0,0.0,0.0,0.0,115051.0
614,550-1698,2020-06-09,58.55,58.23,0.32,7600200.0,148.25,145.96,2.29,8247200.0,47.8,47.79,0.01,970100.0,"27,447.37","27,272.30",175.07,"381,430,000",34.63,34.35,0.28,21675088.0,0.0,0.0,0.0,109757.0
615,550-1698,2020-06-08,58.3,59.1,-0.8,11249300.0,145.88,146.77,-0.89,7555600.0,49.22,48.78,0.44,1142400.0,"27,232.93","27,572.44",-339.51,"430,200,000",33.97,34.72,-0.75,30194149.0,0.0,0.0,0.0,106809.0
616,550-1698,2020-06-07,,,,,,,,,,,,,,,,,,,,,,,,
617,550-1698,2020-06-06,,,,,,,,,,,,,,,,,,,,,,,,
618,0-549,2020-06-05,58.49,58.19,0.3,14677900.0,147.69,147.3,0.39,9725400.0,49.8,49.18,0.62,768700.0,"26,836.80","27,110.98",-274.18,"542,310,000",34.38,34.15,0.24,36705655.0,0.0,0.0,0.0,111025.0
619,0-549,2020-06-04,61.61,60.59,1.02,13504000.0,146.8,146.73,0.07,8170500.0,50.45,50.0,0.45,623300.0,"26,226.49","26,281.82",-55.33,"372,190,000",33.88,34.17,-0.28,27013388.0,0.0,0.0,0.0,112990.0
620,550-1698,2020-06-03,57.51,59.89,-2.38,20811500.0,148.52,148.65,-0.13,6339500.0,51.85,51.16,0.69,1379900.0,"25,906.88","26,269.89",-363.01,"398,790,000",34.43,34.31,0.12,38751996.0,0.0,0.0,0.0,116320.0
621,550-1698,2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,
622,550-1698,2020-10-27,70.45,70.67,-0.22,3812900.0,143.74,143.15,0.59,4890100.0,83.0,83.95,-0.95,2222100.0,"27,651.18","27,463.19",187.99,"366,400,000",35.14,35.51,-0.37,36851529.0,0.0,0.0,38873.0,136318.0
623,550-1698,2020-09-26,,,,,,,,,,,,,,,,,,,,,,,,
624,550-1698,2020-08-27,69.98,68.03,1.95,9262600.0,152.42,152.98,-0.56,5575400.0,68.2,65.59,2.61,1980500.0,"28,384.07","28,492.27",-108.2,"404,340,000",36.02,35.92,0.09,22156556.0,0.0,0.0,32992.57,159110.0
625,550-1698,2020-07-27,80.63,79.91,0.72,44710700.0,147.37,147.18,0.19,5675200.0,87.44,86.53,0.91,5129200.0,"26,447.67","26,584.77",-137.1,"400,930,000",35.45,35.62,-0.17,27640307.0,0.0,0.0,0.0,137884.0
626,550-1698,2020-06-26,60.71,61.28,-0.57,13866300.0,139.53,137.81,1.72,12849700.0,56.63,62.13,-5.5,2830700.0,"25,641.69","25,015.55",626.14,"640,860,000",30.6,30.4,0.2,42153992.0,0.0,0.0,0.0,135951.0
627,550-1698,2020-05-27,51.2,52.18,-0.98,59514700.0,144.32,144.89,-0.57,7950000.0,49.53,47.59,1.94,1810200.0,"25,298.63","25,548.27",-249.64,"411,230,000",35.49,35.49,0.0,25904158.0,0.0,0.0,0.0,111860.0
628,550-1698,2020-04-26,,,,,,,,,,,,,,,,,,,,,,,,
629,550-1698,2020-03-27,28.37,30.05,-1.68,12408300.0,121.65,123.16,-1.51,12133200.0,54.83,55.0,-0.17,246200.0,"21,898.47","21,636.78",261.69,"588,830,000",29.22,29.32,-0.09,38290344.0,0.0,0.0,0.0,89276.0
630,1699-5000,2020-02-25,22.15,23.76,-1.61,65001900.0,145.99,144.65,1.34,10529000.0,30.0,33.44,-3.44,201500.0,"28,037.65","27,081.36",956.29,"513,270,000",32.9,32.19,0.71,41878898.0,0.0,0.0,0.0,172456.0
631,550-1698,2020-01-27,22.1,22.74,-0.64,10294700.0,147.52,148.75,-1.23,7587100.0,33.24,33.2,0.04,120000.0,"28,542.49","28,535.80",6.69,"337,270,000",37.39,38.1,-0.71,31964026.0,0.0,0.0,0.0,176736.0
632,550-1698,2019-12-27,19.99,19.52,0.47,1046900.0,146.2,145.75,0.45,3432700.0,32.61,32.58,0.03,38100.0,"28,675.34","28,645.26",30.08,"182,280,000",37.41,37.31,0.1,10117662.0,,,,
633,550-1698,2020-05-21,73.05,67.05,6.0,35318000.0,148.5,146.71,1.79,6487300.0,54.1,51.9,2.2,1094300.0,"24,564.27","24,474.12",90.15,"346,770,000",35.65,35.35,0.29,17652181.0,0.0,0.0,0.0,121065.0
634,550-1698,2020-05-20,70.01,73.47,-3.46,53655300.0,149.75,147.68,2.07,5713400.0,53.21,53.04,0.17,1979300.0,"24,455.94","24,575.90",-119.96,"366,510,000",36.01,35.7,0.3,17504200.0,0.0,0.0,0.0,110349.0
635,1699-5000,2020-05-19,78.07,71.67,6.4,64932300.0,150.1,149.02,1.08,6107300.0,57.0,50.59,6.41,3612100.0,"24,577.48","24,206.86",370.62,"374,100,000",35.91,35.75,0.16,19476234.0,0.0,0.0,0.0,98601.0
636,1699-5000,2020-05-18,86.14,80.0,6.14,80813300.0,152.49,150.52,1.97,7388400.0,54.74,60.17,-5.43,5013900.0,"24,059.98","24,597.37",-537.39,"484,190,000",36.38,36.12,0.26,22635177.0,0.0,0.0,0.0,89296.0
637,1699-5000,2020-05-17,,,,,,,,,,,,,,,,,,,,,,,,
638,550-1698,2020-05-16,,,,,,,,,,,,,,,,,,,,,,,,
639,550-1698,2020-05-15,63.79,66.69,-2.9,16341900.0,147.87,150.44,-2.57,10340400.0,48.51,49.49,-0.98,793800.0,"23,454.83","23,685.42",-230.59,"491,510,000",36.02,35.83,0.19,25460002.0,0.0,0.0,0.0,94840.0
640,550-1698,2020-05-14,64.79,64.56,0.23,12198200.0,145.39,147.64,-2.25,6871400.0,48.56,48.66,-0.1,1099100.0,"23,049.06","23,625.34",-576.28,"472,700,000",34.91,35.98,-1.06,22362507.0,0.0,0.0,0.0,94368.0
641,550-1698,2020-05-13,63.8,65.18,-1.38,22126000.0,146.08,147.13,-1.05,6970500.0,50.5,48.49,2.01,1468800.0,"23,702.16","23,247.97",454.19,"469,950,000",35.4,35.15,0.25,24596882.0,0.0,0.0,0.0,94702.0
642,1699-5000,2020-05-12,65.99,62.35,3.64,25934500.0,150.1,147.14,2.96,7039200.0,50.4,49.33,1.07,1910200.0,"24,292.84","23,764.78",528.06,"359,480,000",36.17,35.45,0.72,19335314.0,0.0,0.0,0.0,89858.0
643,1699-5000,2020-05-11,59.6,66.9,-7.3,34852000.0,148.45,149.11,-0.66,5887500.0,49.61,49.98,-0.37,1887400.0,"24,256.45","24,221.99",34.46,"352,400,000",35.34,36.15,-0.81,25620421.0,0.0,0.0,0.0,79443.0
644,1699-5000,2020-05-10,,,,,,,,,,,,,,,,,,,,,,,,
645,1699-5000,2020-05-09,,,,,,,,,,,,,,,,,,,,,,,,
646,1699-5000,2020-05-08,53.06,59.25,-6.19,24083200.0,148.92,148.7,0.22,4712100.0,49.16,49.24,-0.08,696100.0,"24,107.82","24,331.32",-223.5,"335,760,000",35.34,35.31,0.03,19893618.0,0.0,0.0,0.0,88776.0
647,550-1698,2020-05-07,55.78,53.19,2.59,30942700.0,149.37,147.59,1.78,5570500.0,49.26,49.32,-0.06,815300.0,"23,837.21","23,875.89",-38.68,"369,890,000",36.44,35.07,1.38,33546080.0,0.0,0.0,0.0,96122.0
648,1699-5000,2020-05-06,48.45,48.95,-0.5,6692300.0,150.0,148.08,1.92,6191600.0,50.14,47.78,2.36,889400.0,"23,978.88","23,664.64",314.24,"377,450,000",36.97,36.54,0.44,24047432.0,0.0,0.0,0.0,90071.0
649,1699-5000,2020-05-05,50.48,49.34,1.14,11160200.0,149.0,149.5,-0.5,6562300.0,48.41,50.0,-1.59,2604800.0,"23,958.88","23,883.09",75.79,"369,710,000",36.82,36.54,0.28,24123952.0,0.0,0.0,0.0,84315.0
650,1699-5000,2020-05-04,48.05,50.5,-2.45,10460500.0,148.77,148.27,0.5,7198400.0,45.2,45.78,-0.58,784900.0,"23,581.55","23,749.76",-168.21,"355,360,000",35.67,35.69,-0.02,19893512.0,0.0,0.0,0.0,77484.0
651,1699-5000,2020-05-03,,,,,,,,,,,,,,,,,,,,,,,,
652,1699-5000,2020-11-25,99.03,109.18,-10.15,25850700.0,144.06,143.68,0.38,7594600.0,100.0,104.96,-4.96,3007400.0,"30,058.87","29,872.47",186.4,"323,030,000",36.53,36.53,0.0,26955800.0,0.0,0.0,81252.29,147614.0
653,1699-5000,2020-10-26,70.36,70.24,0.12,3872800.0,144.43,143.97,0.46,6929500.0,88.22,82.93,5.29,2879900.0,"28,185.82","27,685.38",500.44,"404,150,000",35.93,35.98,-0.05,33783124.0,0.0,0.0,38176.43,124271.0
