,Multi_Class,Search Date,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
257,0-549,2021-10-27,344.25,340.88,3.37,4716000.0,165.68,163.74,1.94,7018800.0,294.54,278.77,15.77,1914300.0,"35,835.43","35,490.69",344.74,"354,180,000",43.46,42.97,0.49,22317500.0,424374535.0,1604314.0,45683.0,192384.0
258,0-549,2021-09-26,,,,,,,,,,,,,,,,,,,,,,,,
259,0-549,2021-08-27,398.83,382.22,16.61,13165400.0,174.28,172.93,1.35,7044400.0,368.79,358.48,10.31,2327300.0,"35,231.11","35,455.80",-224.69,"240,990,000",47.37,46.6,0.77,32874400.0,374710945.0,1168155.0,93171.43,198046.0
260,0-549,2021-07-27,335.31,328.5,6.81,17196700.0,171.8,172.66,-0.86,7089300.0,293.0,284.0,9.0,4318800.0,"35,078.90","35,058.52",20.38,"326,610,000",41.82,42.1,-0.28,32544100.0,350786223.0,700811.0,31732.29,200734.0
261,0-549,2021-06-26,,,,,,,,,,,,,,,,,,,,,,,,
262,0-549,2021-05-27,174.2,179.54,-5.34,10844900.0,169.26,168.81,0.45,8114700.0,199.05,197.7,1.35,1324700.0,"34,432.47","34,464.64",-32.17,"520,630,000",38.97,38.65,0.32,38471200.0,309230214.0,1342954.0,21892.43,195212.0
263,0-549,2021-04-26,171.79,177.61,-5.82,12201700.0,165.21,164.12,1.09,6027800.0,167.79,174.65,-6.86,3087500.0,"34,044.23","33,981.57",62.66,"279,300,000",38.73,38.68,0.05,19773400.0,249727472.0,2377547.0,38105.57,170021.0
264,550-1698,2021-03-27,,,,,,,,,,,,,,,,,,,,,,,,
265,0-549,2021-02-24,150.41,144.79,5.62,9757200.0,162.4,162.59,-0.19,10286100.0,110.51,114.17,-3.66,1405100.0,"31,499.75","31,961.86",-462.11,"410,150,000",33.87,33.75,0.12,30686100.0,78601361.0,2523217.0,52958.86,166192.0
266,0-549,2021-01-27,151.2,155.73,-4.53,20262900.0,169.12,167.88,1.24,14207300.0,105.15,105.97,-0.82,2139600.0,"30,893.78","30,303.17",590.61,"566,470,000",36.99,36.24,0.75,50561200.0,32324490.0,1928897.0,105797.29,134364.0
267,0-549,2020-12-27,,,,,,,,,,,,,,,,,,,,,,,,
268,0-549,2021-05-21,168.93,161.45,7.48,5169100.0,171.33,170.96,0.37,6501800.0,204.13,195.69,8.44,1525900.0,"34,121.91","34,207.84",-85.93,"306,360,000",40.21,39.95,0.26,21144800.0,301606549.0,2051673.0,24590.57,177004.0
269,0-549,2021-05-20,159.92,165.97,-6.05,4826300.0,169.94,171.07,-1.13,4853200.0,199.17,203.71,-4.54,3272900.0,"33,906.30","34,084.15",-177.85,"320,150,000",39.73,40.12,-0.39,18621100.0,299554876.0,2013240.0,25146.0,182353.0
270,0-549,2021-05-19,155.74,157.99,-2.25,3943700.0,169.91,170.08,-0.17,5533800.0,190.0,199.08,-9.08,1838100.0,"33,945.81","33,896.04",49.77,"348,480,000",39.9,39.83,0.07,20209500.0,297541636.0,2080674.0,25730.14,173043.0
271,550-1698,2021-05-18,160.16,159.53,0.63,4811400.0,169.98,170.45,-0.47,5846000.0,195.49,194.5,0.99,1839100.0,"34,351.18","34,060.66",290.52,"289,590,000",40.18,40.05,0.13,15805500.0,295460962.0,2065952.0,26308.29,164180.0
272,0-549,2021-05-17,159.0,160.43,-1.43,4231600.0,170.4,170.39,0.01,5722600.0,192.74,198.3,-5.56,2024500.0,"34,375.29","34,327.79",47.5,"291,910,000",40.07,40.11,-0.04,18095000.0,293395010.0,1815989.0,26943.29,159629.0
273,0-549,2021-05-16,,,,,,,,,,,,,,,,,,,,,,,,
274,0-549,2021-05-15,,,,,,,,,,,,,,,,,,,,,,,,
275,0-549,2021-05-14,150.85,161.38,-10.53,6512900.0,171.48,170.22,1.26,5797700.0,183.49,192.77,-9.28,2980600.0,"34,050.86","34,382.13",-331.27,"303,230,000",40.24,40.02,0.22,18041100.0,288807858.0,2444257.0,28814.86,190421.0
276,0-549,2021-05-13,152.6,149.87,2.73,5765000.0,166.97,169.96,-2.99,8018600.0,188.33,180.79,7.54,3054100.0,"33,624.74","34,021.45",-396.71,"350,820,000",39.5,40.1,-0.6,25415000.0,286363601.0,2269291.0,29424.0,184438.0
277,0-549,2021-05-12,154.11,152.68,1.43,5720800.0,168.54,168.2,0.34,6758300.0,196.65,186.13,10.52,3200900.0,"34,206.40","33,587.66",618.74,"381,350,000",39.44,39.69,-0.25,26208600.0,284094310.0,2008845.0,30023.0,174834.0
278,550-1698,2021-05-11,151.31,158.99,-7.68,8087400.0,170.65,168.88,1.77,8217900.0,186.61,198.02,-11.41,4662600.0,"34,572.74","34,269.16",303.58,"413,180,000",39.68,39.35,0.33,30568600.0,282085465.0,2040478.0,30611.29,162743.0
279,0-549,2021-05-10,164.01,158.55,5.46,8809700.0,169.9,170.27,-0.37,8357500.0,200.8,202.35,-1.55,7286900.0,"34,785.27","34,742.82",42.45,"361,620,000",39.83,39.86,-0.03,30831900.0,280044987.0,1598794.0,31209.43,156634.0
280,550-1698,2021-05-09,,,,,,,,,,,,,,,,,,,,,,,,
281,550-1698,2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,
282,0-549,2021-05-07,165.78,163.15,2.63,11952600.0,168.3,168.5,-0.2,5316200.0,183.34,183.71,-0.37,4463100.0,"34,578.27","34,777.76",-199.49,"303,400,000",39.05,39.58,-0.53,33807800.0,276303196.0,2497888.0,32780.86,184547.0
283,0-549,2021-05-06,148.0,160.5,-12.5,29662300.0,166.79,167.74,-0.95,5529900.0,146.06,168.0,-21.94,9970500.0,"34,245.11","34,548.53",-303.42,"315,430,000",38.48,39.19,-0.71,54944900.0,273805308.0,2511116.0,33301.71,182929.0
284,0-549,2021-05-05,178.1,162.84,15.26,18914200.0,167.5,167.07,0.43,7792300.0,185.41,170.77,14.64,9146800.0,"34,163.99","34,230.34",-66.35,"253,180,000",40.18,39.97,0.21,76627500.0,271294192.0,2538629.0,33811.14,169353.0
285,550-1698,2021-05-04,185.34,173.59,11.75,16924200.0,164.83,167.77,-2.94,10179500.0,212.5,176.88,35.62,12101100.0,"34,080.20","34,133.03",-52.83,"407,860,000",40.0,39.95,0.05,52802200.0,268755563.0,2495303.0,34329.43,153095.0
286,550-1698,2021-05-03,183.9,186.02,-2.12,14631000.0,163.6,165.21,-1.61,6594100.0,202.25,208.9,-6.65,5707900.0,"33,904.89","34,113.23",-208.34,"289,770,000",39.04,39.83,-0.79,46638600.0,266260260.0,1955748.0,34832.43,152421.0
287,550-1698,2021-11-25,,,,,,,,,,,,,,,,,,,,,,,,
288,550-1698,2021-10-26,352.0,345.74,6.26,6673500.0,164.56,165.75,-1.19,6939100.0,295.51,292.39,3.12,2272400.0,"35,791.05","35,756.88",34.17,"321,910,000",43.33,43.56,-0.23,29729100.0,422770221.0,1542661.0,46300.57,182511.0
289,0-549,2021-09-25,,,,,,,,,,,,,,,,,,,,,,,,
290,0-549,2021-08-26,395.45,400.3,-4.85,8904400.0,173.95,173.3,0.65,5031600.0,371.0,369.99,1.01,1927500.0,"35,449.68","35,213.12",236.56,"239,740,000",47.7,47.38,0.32,29029300.0,373542790.0,987874.0,92336.29,199960.0
291,550-1698,2021-07-26,352.0,335.87,16.13,23387800.0,171.82,171.87,-0.05,4484900.0,289.5,286.26,3.24,4025300.0,"35,055.86","35,144.31",-88.45,"259,790,000",41.62,41.81,-0.19,23720000.0,350085412.0,643108.0,29959.71,190610.0
292,550-1698,2021-06-25,221.26,219.94,1.32,13315600.0,162.94,164.21,-1.27,10963800.0,228.5,230.02,-1.52,1175000.0,"34,328.10","34,433.84",-105.74,"432,550,000",39.12,38.98,0.14,22774300.0,334573895.0,765196.0,12277.14,199871.0
293,550-1698,2021-05-26,168.7,175.59,-6.89,6885200.0,170.0,169.07,0.93,5726400.0,197.6,202.37,-4.77,1545300.0,"34,336.34","34,323.05",13.29,"258,780,000",39.29,38.92,0.37,28036500.0,307887260.0,1429731.0,22310.14,182857.0
294,550-1698,2021-04-25,,,,,,,,,,,,,,,,,,,,,,,,
295,550-1698,2021-03-26,133.38,133.28,0.1,4047100.0,162.09,164.93,-2.84,7619200.0,97.5,95.76,1.74,910400.0,"32,681.07","33,072.88",-391.81,"382,170,000",35.68,36.25,-0.57,27944500.0,157171173.0,3826406.0,33407.57,175694.0
296,0-549,2021-02-23,151.25,150.17,1.08,15509200.0,161.48,160.44,1.04,7042800.0,110.78,111.97,-1.19,2088700.0,"31,501.89","31,537.35",-35.46,"460,410,000",34.0,33.91,0.09,37624200.0,76078144.0,1934442.0,54556.57,157214.0
297,0-549,2021-01-26,145.15,151.93,-6.78,16964700.0,169.7,170.48,-0.78,14205700.0,110.28,106.29,3.99,3863900.0,"30,968.55","30,937.04",31.51,"373,150,000",37.27,37.31,-0.04,27718700.0,30395593.0,1659536.0,107861.71,128840.0
298,550-1698,2020-12-26,,,,,,,,,,,,,,,,,,,,,,,,
299,550-1698,2021-04-20,160.32,156.78,3.54,7154400.0,161.0,166.48,-5.48,14050700.0,145.47,156.18,-10.71,3219500.0,"34,034.18","33,821.30",212.88,"350,960,000",38.75,39.03,-0.28,26459400.0,233945808.0,3217392.0,39099.0,170437.0
300,550-1698,2021-04-19,166.61,161.91,4.7,10006600.0,162.5,162.69,-0.19,8353500.0,146.97,149.48,-2.51,3426400.0,"34,182.38","34,077.63",104.75,"312,540,000",38.6,38.93,-0.33,30905100.0,230728416.0,2571077.0,38950.71,165302.0
301,550-1698,2021-04-18,,,,,,,,,,,,,,,,,,,,,,,,
302,0-549,2021-04-17,,,,,,,,,,,,,,,,,,,,,,,,
303,0-549,2021-04-16,158.68,170.81,-12.13,19044900.0,161.34,162.24,-0.9,9049400.0,141.49,151.54,-10.05,4624300.0,"34,058.16","34,200.67",-142.51,"343,760,000",37.87,38.57,-0.7,52829500.0,224674689.0,3589468.0,38344.86,180432.0
304,0-549,2021-04-15,159.0,159.87,-0.87,10340400.0,160.72,160.39,0.33,7524600.0,130.0,140.72,-10.72,3705500.0,"33,788.53","34,035.99",-247.46,"319,680,000",37.26,37.6,-0.34,24945800.0,221085221.0,3732063.0,38123.0,172740.0
305,550-1698,2021-04-14,153.66,160.03,-6.37,15389800.0,157.83,159.92,-2.09,7718300.0,130.8,132.6,-1.8,3349400.0,"33,668.95","33,730.89",-61.94,"315,330,000",37.17,37.17,0.0,23842900.0,217353158.0,3680958.0,37946.43,177016.0
306,550-1698,2021-04-13,146.8,149.71,-2.91,13729000.0,156.86,159.48,-2.62,18424100.0,125.0,129.64,-4.64,4187500.0,"33,721.16","33,677.27",43.89,"324,480,000",37.41,37.16,0.25,33967400.0,213672200.0,3468784.0,37699.14,179478.0
307,550-1698,2021-04-12,142.37,139.4,2.97,6060200.0,161.09,161.64,-0.55,5022800.0,120.55,121.52,-0.97,1620200.0,"33,775.06","33,745.40",29.66,"327,370,000",36.48,36.97,-0.49,29944900.0,210203416.0,3009004.0,37452.43,166506.0
308,550-1698,2021-04-11,,,,,,,,,,,,,,,,,,,,,,,,
309,550-1698,2021-04-10,,,,,,,,,,,,,,,,,,,,,,,,
310,0-549,2021-04-09,133.51,140.92,-7.41,9918200.0,162.12,161.25,0.87,8418300.0,114.95,122.14,-7.19,4192600.0,"33,526.19","33,800.60",-274.41,"316,410,000",35.9,36.6,-0.7,31686700.0,202918574.0,4310200.0,36420.86,178215.0
311,0-549,2021-04-08,132.85,133.88,-1.03,4530000.0,164.0,162.97,1.03,5039400.0,113.27,114.49,-1.22,1001500.0,"33,469.89","33,503.57",-33.68,"304,040,000",35.96,35.96,0.0,18129400.0,198608374.0,4492281.0,36078.0,180709.0
312,550-1698,2021-04-07,132.37,131.47,0.9,4380000.0,163.55,163.61,-0.06,4608000.0,115.76,113.32,2.44,1151000.0,"33,444.98","33,446.26",-1.28,"273,440,000",36.03,35.91,0.12,21933800.0,194116093.0,4349954.0,35729.71,177014.0
313,550-1698,2021-04-06,130.11,133.53,-3.42,7438200.0,164.08,163.39,0.69,5074200.0,115.69,117.15,-1.46,1523000.0,"33,500.02","33,430.24",69.78,"297,940,000",36.26,36.05,0.21,20722900.0,189766139.0,3973153.0,35411.14,172394.0
314,550-1698,2021-04-05,132.6,129.91,2.69,5218300.0,163.64,163.43,0.21,7387100.0,114.01,115.37,-1.36,1385300.0,"33,222.38","33,527.19",-304.81,"344,270,000",36.44,36.28,0.16,22096900.0,185792986.0,3100661.0,35116.14,165847.0
315,550-1698,2021-04-04,,,,,,,,,,,,,,,,,,,,,,,,
316,550-1698,2021-04-03,,,,,,,,,,,,,,,,,,,,,,,,
317,0-549,2021-11-24,273.01,273.39,-0.38,4760200.0,160.14,160.24,-0.1,5230900.0,295.0,304.76,-9.76,2393500.0,"35,752.31","35,804.38",-52.07,"280,960,000",51.18,50.89,0.29,18556800.0,464152843.0,1366786.0,45047.57,191905.0
318,0-549,2021-10-25,327.36,349.56,-22.2,9772200.0,163.72,164.08,-0.36,6715400.0,278.68,294.92,-16.24,2853000.0,"35,692.62","35,741.15",-48.53,"267,220,000",43.2,43.15,0.05,22846200.0,421227560.0,1510953.0,46912.43,174705.0
319,550-1698,2021-09-24,448.08,430.14,17.94,12984600.0,164.75,164.36,0.39,4399300.0,350.0,333.48,16.52,2603100.0,"34,762.31","34,798.00",-35.69,"254,310,000",44.07,43.94,0.13,16150700.0,394655482.0,977248.0,80414.14,213051.0
320,550-1698,2021-08-25,391.7,397.87,-6.17,14427600.0,175.69,174.23,1.46,5700300.0,360.78,376.03,-15.25,2990600.0,"35,388.77","35,405.50",-16.73,"237,230,000",48.04,47.51,0.53,51036800.0,372554916.0,963793.0,91358.14,205153.0
321,550-1698,2021-07-25,,,,,,,,,,,,,,,,,,,,,,,,
322,550-1698,2021-06-24,214.38,220.14,-5.76,8171900.0,163.27,163.37,-0.1,4549200.0,231.1,227.79,3.31,1553200.0,"33,933.91","34,196.82",-262.91,"275,870,000",39.14,39.19,-0.05,13436500.0,333808699.0,697850.0,12351.0,202776.0
323,550-1698,2021-05-25,166.56,169.26,-2.7,7759900.0,170.67,170.08,0.59,7444700.0,194.46,197.5,-3.04,1444900.0,"34,428.66","34,312.46",116.2,"285,760,000",39.82,39.33,0.49,25916300.0,306457529.0,1432937.0,22784.0,173180.0
324,0-549,2021-04-24,,,,,,,,,,,,,,,,,,,,,,,,
325,0-549,2021-03-25,127.33,133.33,-6.0,5696300.0,162.44,161.97,0.47,6269800.0,94.1,95.13,-1.03,1299400.0,"32,346.81","32,619.48",-272.67,"411,990,000",35.65,35.67,-0.02,24875300.0,153344767.0,3831686.0,33318.43,165585.0
326,550-1698,2021-02-22,167.8,159.37,8.43,11152700.0,161.87,161.87,0.0,6447100.0,117.45,114.6,2.85,1578000.0,"31,381.12","31,521.69",-140.57,"387,210,000",34.33,34.26,0.07,34322500.0,74143702.0,1459177.0,55908.57,141073.0
327,550-1698,2021-01-25,138.4,147.0,-8.6,26970900.0,165.01,165.98,-0.97,9924400.0,108.0,110.61,-2.61,2882600.0,"30,989.85","30,960.00",29.85,"472,890,000",36.55,37.28,-0.73,31728500.0,28736057.0,1371300.0,109951.71,121921.0
328,550-1698,2020-12-25,,,,,,,,,,,,,,,,,,,,,,,,
329,1699-5000,2021-03-21,,,,,,,,,,,,,,,,,,,,,,,,
330,550-1698,2021-03-20,,,,,,,,,,,,,,,,,,,,,,,,
331,550-1698,2021-03-19,143.06,143.74,-0.68,6933700.0,160.69,160.04,0.65,14891500.0,104.5,107.59,-3.09,1145600.0,"32,858.36","32,627.97",230.39,"811,890,000",35.75,35.53,0.22,48348900.0,137367567.0,3334926.0,33823.0,173031.0
332,550-1698,2021-03-18,144.45,141.46,2.99,7135600.0,160.21,160.47,-0.26,4801800.0,104.39,103.65,0.74,700800.0,"32,928.16","32,862.30",65.86,"418,480,000",35.53,35.77,-0.24,24729800.0,134032641.0,3398688.0,34020.86,153282.0
333,550-1698,2021-03-17,150.25,147.55,2.7,12894900.0,160.83,160.77,0.06,6001400.0,105.74,106.66,-0.92,920700.0,"32,825.52","33,015.37",-189.85,"391,200,000",35.83,35.79,0.04,42540100.0,130633953.0,3164563.0,34246.14,155710.0
334,1699-5000,2021-03-16,148.5,156.02,-7.52,16991600.0,160.46,161.37,-0.91,6369100.0,109.26,108.1,1.16,1377300.0,"32,966.75","32,825.95",140.8,"386,370,000",35.47,35.83,-0.36,25022400.0,127469390.0,2884364.0,34487.71,152777.0
335,1699-5000,2021-03-15,136.77,143.66,-6.89,7321700.0,159.75,160.42,-0.67,5524100.0,103.99,107.88,-3.89,1365500.0,"32,798.84","32,953.46",-154.62,"360,080,000",35.01,35.41,-0.4,21896100.0,124585026.0,2278165.0,34836.14,144134.0
336,1699-5000,2021-03-14,,,,,,,,,,,,,,,,,,,,,,,,
337,550-1698,2021-03-13,,,,,,,,,,,,,,,,,,,,,,,,
338,550-1698,2021-03-12,134.04,136.99,-2.95,4923100.0,159.28,159.6,-0.32,5474800.0,99.34,103.28,-3.94,788600.0,"32,462.40","32,778.64",-316.24,"346,400,000",34.56,34.94,-0.38,16342400.0,119137188.0,3423066.0,36148.86,169345.0
339,0-549,2021-03-11,132.98,140.47,-7.49,8140100.0,159.54,159.14,0.4,6305600.0,100.5,102.6,-2.1,1062000.0,"32,354.50","32,485.59",-131.09,"400,020,000",35.07,34.71,0.36,24557900.0,115714122.0,3434446.0,36647.71,157977.0
340,550-1698,2021-03-10,133.62,129.75,3.87,5555900.0,158.82,159.15,-0.33,6635600.0,100.79,98.02,2.77,1376800.0,"31,906.96","32,297.02",-390.06,"409,110,000",34.64,34.93,-0.29,33501800.0,112279676.0,3119469.0,37232.71,158729.0
341,1699-5000,2021-03-09,127.11,130.87,-3.76,7834200.0,156.89,157.7,-0.81,7461300.0,94.11,96.48,-2.37,1315900.0,"31,892.35","31,832.74",59.61,"458,690,000",34.54,34.45,0.09,25167100.0,109160207.0,2703426.0,38039.29,161680.0
342,550-1698,2021-03-08,129.15,123.47,5.68,6839300.0,157.0,157.4,-0.4,6546700.0,94.83,90.29,4.54,1521400.0,"31,512.15","31,802.44",-290.29,"496,980,000",34.48,34.35,0.13,24352300.0,106456781.0,2161373.0,38824.14,161072.0
343,1699-5000,2021-03-07,,,,,,,,,,,,,,,,,,,,,,,,
344,550-1698,2021-03-06,,,,,,,,,,,,,,,,,,,,,,,,
345,550-1698,2021-03-05,133.07,132.19,0.88,12039600.0,153.98,156.1,-2.12,8331600.0,95.68,96.2,-0.52,1693600.0,"31,029.18","31,496.30",-467.12,"501,810,000",34.29,34.39,-0.1,30589900.0,101316229.0,3225233.0,41481.86,173512.0
346,550-1698,2021-03-04,128.7,132.3,-3.6,10929500.0,155.99,153.07,2.92,11033200.0,97.4,95.15,2.25,2335100.0,"31,289.01","30,924.14",364.87,"537,850,000",34.26,34.2,0.06,45449600.0,98090996.0,3199739.0,42504.0,169762.0
347,1699-5000,2021-03-03,146.09,131.22,14.87,13683500.0,158.25,156.22,2.03,8499600.0,104.83,97.25,7.58,2142800.0,"31,352.96","31,270.09",82.87,"409,660,000",33.51,34.39,-0.88,46020200.0,94891257.0,2898319.0,43658.86,170167.0
348,1699-5000,2021-11-23,277.74,276.38,1.36,6900200.0,159.52,160.69,-1.17,7734000.0,308.2,308.84,-0.64,4343100.0,"35,619.92","35,813.80",-193.88,"392,520,000",50.58,51.08,-0.5,24946200.0,462786057.0,1768366.0,44943.43,195774.0
349,1699-5000,2021-10-24,,,,,,,,,,,,,,,,,,,,,,,,
350,1699-5000,2021-09-23,439.79,454.6,-14.82,9620300.0,164.4,164.86,-0.46,4697900.0,343.0,352.99,-9.99,2824400.0,"34,296.30","34,764.82",-468.52,"283,890,000",44.28,44.19,0.09,19719200.0,393678234.0,670429.0,81746.57,203683.0
351,1699-5000,2021-08-24,405.69,394.94,10.75,13957500.0,176.99,175.39,1.6,5734800.0,377.33,368.2,9.13,4767500.0,"35,382.72","35,366.26",16.46,"228,710,000",49.74,48.38,1.36,52624100.0,371591123.0,947684.0,90464.57,196146.0
352,550-1698,2021-07-24,,,,,,,,,,,,,,,,,,,,,,,,
353,550-1698,2021-06-23,219.98,212.04,7.94,14558400.0,163.69,162.63,1.06,4493400.0,233.88,229.5,4.38,2707800.0,"33,948.54","33,874.24",74.3,"255,280,000",39.63,39.05,0.58,22025400.0,333110849.0,734129.0,12451.29,206593.0
354,1699-5000,2021-05-24,162.88,164.17,-1.29,4501300.0,170.9,170.55,0.35,5195100.0,197.51,194.89,2.62,1222000.0,"34,253.87","34,393.98",-140.11,"251,010,000",40.08,39.81,0.27,16922300.0,305024592.0,1316872.0,23205.57,170768.0
355,1699-5000,2021-04-23,170.3,173.63,-3.33,8791000.0,164.53,165.52,-0.99,6015300.0,174.34,173.0,1.34,3102300.0,"33,804.52","34,043.49",-238.97,"346,380,000",38.63,38.66,-0.03,24375000.0,244161678.0,3279087.0,39059.29,183579.0
356,1699-5000,2021-03-24,137.25,131.61,5.64,5864600.0,160.1,161.91,-1.81,6370100.0,100.24,94.05,6.19,2204100.0,"32,470.88","32,420.06",50.82,"399,390,000",35.48,35.61,-0.13,22883400.0,149513081.0,3552975.0,33278.29,166628.0
357,1699-5000,2021-02-21,,,,,,,,,,,,,,,,,,,,,,,,
358,1699-5000,2021-01-24,,,,,,,,,,,,,,,,,,,,,,,,
359,1699-5000,2020-12-24,125.94,123.39,2.55,12720600.0,151.85,152.47,-0.62,2114900.0,98.5,96.96,1.54,1039100.0,"30,155.92","30,199.87",-43.95,"145,570,000",37.4,37.27,0.13,14790100.0,2815545.0,195714.0,112600.86,113112.0
360,1699-5000,2021-02-18,171.59,169.57,2.02,5124100.0,164.96,165.74,-0.78,5189100.0,108.0,112.65,-4.65,1604800.0,"31,558.60","31,493.34",65.26,"325,990,000",34.78,34.56,0.22,24052500.0,68821325.0,1854635.0,61013.57,131775.0
361,1699-5000,2021-02-17,174.28,176.76,-2.48,6554600.0,164.97,165.66,-0.69,6676700.0,113.11,113.56,-0.45,1331900.0,"31,485.61","31,613.02",-127.41,"343,510,000",34.57,34.89,-0.32,26389400.0,66966690.0,1962511.0,62664.43,141512.0
362,1699-5000,2021-02-16,182.41,178.53,3.88,6917500.0,166.58,165.07,1.51,5656100.0,117.0,114.38,2.62,1517500.0,"31,472.08","31,522.75",-50.67,"329,210,000",34.85,34.69,0.16,28730300.0,65004179.0,1619163.0,64140.57,117876.0
363,1699-5000,2021-02-15,,,,,,,,,,,,,,,,,,,,,,,,
364,1699-5000,2021-02-14,,,,,,,,,,,,,,,,,,,,,,,,
365,1699-5000,2021-02-13,,,,,,,,,,,,,,,,,,,,,,,,
366,1699-5000,2021-02-12,184.89,183.74,1.15,5705500.0,164.4,166.58,-2.18,4413100.0,118.49,117.56,0.93,1028600.0,"31,420.80","31,458.40",-37.6,"263,090,000",34.44,34.72,-0.28,25578600.0,60146200.0,2581404.0,72839.14,129580.0
367,1699-5000,2021-02-11,178.29,183.44,-5.15,5464100.0,167.0,166.06,0.94,4871300.0,119.0,118.03,0.97,1352800.0,"31,466.49","31,430.70",35.79,"280,320,000",34.8,34.43,0.37,30885200.0,57564796.0,2402801.0,74892.86,131937.0
368,1699-5000,2021-02-10,182.74,179.34,3.4,7067500.0,167.89,166.81,1.08,5921300.0,119.06,119.35,-0.29,1397500.0,"31,428.02","31,437.80",-9.78,"326,450,000",35.0,34.74,0.26,29039900.0,55161995.0,2300779.0,76935.14,138101.0
369,1699-5000,2021-02-09,186.21,179.52,6.69,8403100.0,165.2,166.27,-1.07,5544200.0,119.97,117.53,2.44,1099200.0,"31,359.88","31,375.83",-15.95,"308,210,000",34.8,34.97,-0.17,30170200.0,52861216.0,1971283.0,78963.43,129433.0
370,1699-5000,2021-02-08,177.0,185.98,-8.98,12927400.0,165.03,164.92,0.11,6035300.0,117.61,119.5,-1.89,1922900.0,"31,191.20","31,385.76",-194.56,"322,250,000",34.96,34.82,0.14,31633900.0,50889933.0,1576249.0,80843.71,132614.0
371,1699-5000,2021-02-07,,,,,,,,,,,,,,,,,,,,,,,,
372,1699-5000,2021-02-06,,,,,,,,,,,,,,,,,,,,,,,,
373,1699-5000,2021-02-05,170.99,176.24,-5.25,8990000.0,164.86,164.45,0.41,9495300.0,117.43,117.57,-0.14,876800.0,"31,093.81","31,148.24",-54.43,"293,550,000",34.92,34.92,0.0,31749600.0,47571875.0,2352054.0,86526.57,146221.0
374,1699-5000,2021-02-04,166.42,173.31,-6.89,10618300.0,161.0,161.99,-0.99,7758100.0,117.9,117.56,0.34,1441700.0,"30,737.78","31,055.86",-318.08,"338,330,000",34.81,34.89,-0.08,34284900.0,45219821.0,2342654.0,88477.43,151090.0
375,1699-5000,2021-02-03,156.6,165.86,-9.26,11355900.0,160.94,160.5,0.44,8601900.0,114.21,118.02,-3.81,2426900.0,"30,689.65","30,723.60",-33.95,"305,590,000",34.99,34.84,0.15,38524200.0,42877167.0,2135058.0,90638.43,145808.0
376,1699-5000,2021-11-22,268.07,282.69,-14.62,13852800.0,161.03,159.7,1.33,7634500.0,298.0,321.71,-23.71,5616400.0,"35,631.41","35,619.25",12.16,"420,810,000",50.95,51.2,-0.25,27287900.0,461017691.0,1790655.0,44445.29,179359.0
377,1699-5000,2021-10-23,,,,,,,,,,,,,,,,,,,,,,,,
378,1699-5000,2021-09-22,433.09,440.72,-7.63,9003500.0,165.35,163.93,1.42,5657100.0,342.8,339.26,3.54,1480000.0,"34,006.87","34,258.32",-251.45,"296,590,000",43.99,43.95,0.04,22616700.0,393007805.0,660828.0,83029.71,192614.0
379,1699-5000,2021-08-23,390.34,411.89,-21.55,15796500.0,178.39,177.61,0.78,6461700.0,373.52,382.1,-8.58,6934500.0,"35,160.97","35,335.71",-174.74,"245,760,000",50.29,49.93,0.36,88652400.0,370643439.0,918429.0,89158.29,183638.0
380,1699-5000,2021-07-23,330.9,348.83,-17.93,23431400.0,171.0,171.79,-0.79,5014900.0,287.03,281.96,5.07,4456600.0,"34,855.11","35,061.55",-206.44,"314,040,000",41.46,41.68,-0.22,21609200.0,348719810.0,747403.0,25419.57,224866.0
381,1699-5000,2021-06-22,210.76,221.36,-10.6,10066300.0,163.71,163.62,0.09,5627800.0,228.25,236.49,-8.24,2032700.0,"33,872.56","33,945.58",-73.02,"284,130,000",39.41,39.61,-0.2,15975900.0,332376720.0,753791.0,12577.43,187439.0
382,1699-5000,2021-05-23,,,,,,,,,,,,,,,,,,,,,,,,
383,1699-5000,2021-04-22,168.26,168.1,0.16,15922400.0,165.84,165.18,0.66,7233000.0,164.99,168.95,-3.96,4728100.0,"34,109.88","33,815.90",293.98,"344,470,000",39.48,38.64,0.84,33373600.0,240882591.0,3479108.0,39180.86,180679.0
384,1699-5000,2021-03-23,145.61,136.52,9.09,6961200.0,160.21,160.35,-0.14,7178300.0,107.33,100.11,7.22,1210400.0,"32,691.50","32,423.15",268.35,"385,840,000",35.82,35.36,0.46,27970500.0,145960106.0,3061711.0,33292.29,162645.0
385,1699-5000,2021-02-20,,,,,,,,,,,,,,,,,,,,,,,,
386,1699-5000,2021-01-23,,,,,,,,,,,,,,,,,,,,,,,,
387,1699-5000,2020-12-23,120.05,130.34,-10.29,41905000.0,152.8,151.94,0.86,4607300.0,97.12,100.06,-2.94,3414000.0,"30,046.73","30,129.83",-83.1,"274,050,000",37.01,37.44,-0.43,36182000.0,2619831.0,574444.0,112047.86,153218.0
