,Unnamed: 0,Date,Multi_Class,Search Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china,Current Hospitalized COVID-19 Patients,Total Doses Administered,Daily Increase,Number of Flights,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,AZN_Open,AZN_Close,AZN_Difference,AZN_Volume, NVAX_Open , NVAX_Close ,NVAX_Difference,NVAX_Volume
30,30,2022-01-24,1699-5000,2022-01-14,38,80,52,23,57,27,60,49,16,5,4,26,9,14,46,19,10,31,28,19,40,4,26,70,11,48.0,58.0,31.0,76.0,25.0,24.0,46.0,22.0,63.0,58.0,9.0,7.0,45.0,37.0,20.0,60.0,45.0,54.0,50.0,19.0,1.0,25.0,44.0,1,1,16,10,30,0,58,77,0,15,13,7,18,26,26,49,10,5,0,2,3,23,141419.86,538525212.0,763266.0,168443.0,153.47,157.3,-3.83,16626800.0,164.0,162.97,1.03,14054600.0,141.99,150.98,-8.99,5811000.0,"34,070.61","34,364.50",-293.89,"664,010,000",51.75,51.54,0.21,59036400.0,57.73,56.97,0.76,10423700.0,81.12,79.47,1.65,12992900.0
31,31,2022-01-23,550-1698,2022-01-13,34,83,42,25,61,27,64,49,20,0,4,47,23,15,57,17,11,25,29,21,60,4,28,66,13,49.0,64.0,19.0,67.0,29.0,24.0,44.0,14.0,59.0,66.0,17.0,33.0,45.0,38.0,16.0,58.0,51.0,64.0,55.0,21.0,2.0,27.0,41.0,1,2,18,12,41,43,66,68,3,5,13,7,23,32,16,58,16,7,2,3,3,24,138678.14,537761946.0,321536.0,158033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,2022-01-22,1699-5000,2022-01-12,39,84,44,27,58,27,72,53,21,14,8,42,15,13,62,20,11,49,30,24,47,5,26,70,13,54.0,61.0,11.0,57.0,33.0,26.0,46.0,16.0,62.0,68.0,17.0,23.0,44.0,40.0,18.0,52.0,54.0,73.0,59.0,24.0,2.0,24.0,41.0,1,2,21,12,40,20,67,77,0,14,13,7,23,22,10,51,21,5,0,2,2,23,135394.57,537440410.0,596156.0,156639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,2022-01-21,1699-5000,2022-01-11,29,80,30,21,59,27,70,53,24,5,17,45,13,16,52,22,12,31,28,19,55,4,24,68,13,57.0,76.0,18.0,57.0,25.0,25.0,44.0,16.0,63.0,72.0,18.0,17.0,44.0,38.0,17.0,68.0,53.0,78.0,56.0,23.0,2.0,26.0,42.0,1,1,25,12,40,21,64,76,2,10,13,7,17,26,10,55,31,7,0,2,2,25,131504.29,536844254.0,1033644.0,178918.0,166.23,160.07,6.16,11801300.0,166.19,164.87,1.32,10550300.0,153.85,147.5,6.35,4395500.0,"34,701.69","34,265.37",436.32,"523,880,000",54.42,52.79,1.63,41059000.0,59.84,59.1,0.74,5894000.0,87.36,84.65,2.71,5762000.0
34,34,2022-01-20,1699-5000,2022-01-10,29,79,52,26,56,26,59,49,21,19,8,34,12,8,40,20,13,41,28,17,45,4,23,61,11,62.0,77.0,11.0,61.0,25.0,26.0,46.0,15.0,64.0,67.0,20.0,25.0,45.0,45.0,17.0,57.0,61.0,74.0,54.0,21.0,1.0,27.0,42.0,1,2,16,10,57,20,58,67,5,18,12,7,16,15,15,50,20,4,1,2,1,24,127159.14,535810610.0,896017.0,169055.0,174.99,167.52,7.47,11489600.0,167.29,165.25,2.04,6011300.0,166.41,156.53,9.88,3282700.0,"35,102.66","34,715.39",387.27,"369,070,000",53.96,54.05,-0.09,35105300.0,60.2,60.17,0.03,6172000.0,94.72,90.36,4.36,7529400.0
35,35,2022-01-19,1699-5000,2022-01-09,39,74,47,34,50,30,87,52,23,10,5,14,10,6,44,26,12,33,34,13,56,2,24,70,7,64.0,65.0,11.0,63.0,28.0,26.0,47.0,16.0,58.0,60.0,13.0,21.0,45.0,36.0,18.0,57.0,49.0,63.0,53.0,18.0,1.0,24.0,41.0,1,1,18,10,64,0,34,85,7,50,16,8,36,14,28,60,18,3,1,2,2,24,122474.71,534914593.0,941823.0,169845.0,188.84,174.07,14.77,10597600.0,167.2,166.58,0.62,5926500.0,171.64,161.66,9.98,3528300.0,"35,412.30","35,028.65",383.65,"393,080,000",53.65,53.54,0.11,27300400.0,59.6,59.48,0.12,3563900.0,100.15,92.33,7.82,6059600.0
36,36,2022-01-18,1699-5000,2022-01-08,27,71,67,37,49,30,65,53,24,11,9,32,13,4,53,22,13,27,32,15,59,2,24,68,7,56.0,58.0,11.0,81.0,19.0,26.0,50.0,20.0,67.0,57.0,9.0,17.0,44.0,38.0,19.0,57.0,46.0,58.0,46.0,20.0,1.0,30.0,43.0,1,1,23,13,61,23,35,87,2,26,15,12,24,13,6,58,25,6,2,2,2,24,117712.57,533972770.0,963429.0,166452.0,196.91,186.61,10.3,11030800.0,167.1,167.1,0.0,7815600.0,183.27,169.23,14.04,4740300.0,"35,661.76","35,368.47",293.29,"427,260,000",54.5,54.11,0.39,35598000.0,59.34,59.84,-0.5,5901500.0,107.3,98.44,8.86,6536100.0
37,37,2022-01-17,1699-5000,2022-01-07,31,76,28,24,55,29,62,53,26,5,9,43,17,11,40,20,13,56,33,19,48,4,23,65,11,56.0,57.0,33.0,71.0,27.0,25.0,48.0,20.0,63.0,63.0,10.0,6.0,46.0,37.0,21.0,81.0,45.0,61.0,53.0,22.0,2.0,31.0,44.0,1,1,29,13,76,0,58,81,8,5,14,11,33,28,0,54,17,5,0,3,2,22,112625.43,533009341.0,803435.0,155855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,2022-01-16,550-1698,2022-01-06,40,85,81,26,58,31,55,55,29,10,8,45,11,7,45,21,15,25,31,25,60,3,25,75,12,59.0,62.0,13.0,58.0,26.0,25.0,45.0,16.0,59.0,63.0,14.0,17.0,46.0,37.0,17.0,59.0,47.0,68.0,54.0,21.0,2.0,29.0,44.0,1,2,28,14,85,62,57,98,1,5,13,9,22,23,5,60,20,6,0,3,3,22,107367.57,532205906.0,380910.0,144571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,2022-01-15,1699-5000,2022-01-05,25,82,33,21,56,30,62,57,35,5,17,45,12,11,49,22,16,60,29,22,59,5,28,74,12,71.0,62.0,14.0,55.0,34.0,24.0,42.0,17.0,59.0,68.0,16.0,20.0,47.0,40.0,17.0,72.0,49.0,71.0,56.0,22.0,2.0,24.0,41.0,1,2,31,13,29,0,60,100,2,9,13,10,20,22,10,40,20,6,1,2,2,22,102234.43,531824996.0,765838.0,152297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,2022-01-14,1699-5000,2022-01-04,43,84,41,21,59,34,64,60,33,5,9,43,10,10,43,25,16,50,28,25,53,4,26,67,11,83.0,78.0,24.0,55.0,27.0,23.0,42.0,16.0,58.0,68.0,20.0,22.0,47.0,40.0,17.0,49.0,47.0,71.0,59.0,22.0,2.0,27.0,43.0,1,2,30,12,40,21,60,85,5,5,13,11,27,27,5,48,15,3,0,2,2,22,97256.29,531059158.0,1423160.0,180672.0,204.01,204.73,-0.72,10114400.0,168.63,167.84,0.79,5847700.0,195.56,196.0,-0.44,2861700.0,"35,996.43","35,911.81",84.62,"389,200,000",54.98,54.95,0.03,27060000.0,58.2,58.85,-0.65,5011100.0,101.19,110.82,-9.63,9831700.0
41,41,2022-01-13,1699-5000,2022-01-03,32,80,44,27,51,36,57,54,30,10,4,36,13,9,43,26,18,55,28,18,55,3,24,64,9,86.0,72.0,20.0,58.0,23.0,23.0,45.0,16.0,56.0,65.0,14.0,14.0,45.0,36.0,18.0,60.0,47.0,61.0,58.0,22.0,2.0,27.0,43.0,1,2,29,8,50,0,60,70,3,5,13,10,25,19,10,48,22,4,1,2,1,22,92304.0,529635998.0,1247228.0,185403.0,219.56,210.17,9.39,7405700.0,169.0,168.76,0.24,6159400.0,217.09,202.99,14.1,2252700.0,"36,312.49","36,113.62",198.87,"343,640,000",56.53,55.54,0.99,28117900.0,58.68,58.1,0.58,3464400.0,126.7,112.38,14.32,7592700.0
42,42,2022-01-12,1699-5000,2022-01-02,29,72,36,35,46,44,84,54,24,0,9,17,8,4,34,30,16,32,36,12,70,2,25,78,5,87.0,73.0,14.0,64.0,28.0,24.0,46.0,17.0,54.0,60.0,9.0,9.0,47.0,32.0,17.0,73.0,43.0,58.0,50.0,20.0,2.0,28.0,43.0,1,2,17,8,68,22,33,72,3,35,14,11,21,13,11,59,17,1,0,2,1,28,87511.57,528388770.0,1269908.0,181070.0,220.48,222.89,-2.41,5846600.0,169.61,169.79,-0.18,8116200.0,216.78,220.87,-4.09,1806600.0,"36,336.16","36,290.32",45.84,"310,180,000",56.34,56.65,-0.31,27608500.0,58.09,58.4,-0.31,3534500.0,131.15,130.17,0.98,3458600.0
43,43,2022-01-11,1699-5000,2022-01-01,32,63,47,28,40,33,49,51,25,5,5,24,11,7,43,28,12,7,42,11,47,2,21,66,5,70.0,64.0,28.0,87.0,21.0,25.0,49.0,20.0,63.0,62.0,7.0,6.0,44.0,37.0,21.0,50.0,40.0,46.0,62.0,17.0,1.0,31.0,41.0,1,1,12,9,38,0,29,66,6,30,15,14,14,10,0,52,6,3,0,2,2,35,82845.14,527118862.0,1271613.0,170750.0,226.0,221.39,4.61,7331200.0,172.99,171.25,1.74,8341100.0,222.93,215.8,7.13,2614100.0,"36,058.85","36,252.02",-193.17,"356,850,000",56.75,56.69,0.06,33576600.0,57.14,58.1,-0.96,4439100.0,134.46,130.68,3.78,4064400.0
44,44,2022-01-10,1699-5000,2021-12-31,30,65,34,32,41,36,50,56,27,15,17,23,9,6,46,19,15,0,33,10,61,1,20,69,5,57.0,64.0,21.0,74.0,22.0,25.0,53.0,21.0,58.0,55.0,7.0,4.0,44.0,28.0,27.0,64.0,41.0,44.0,45.0,17.0,2.0,28.0,43.0,1,1,20,12,51,0,32,82,5,19,15,9,23,13,5,56,10,4,0,2,2,24,78665.29,525847249.0,1223275.0,163573.0,211.37,233.7,-22.33,17191500.0,173.69,173.09,0.6,7698400.0,204.45,230.0,-25.55,3737700.0,"36,175.21","36,068.87",106.34,"430,680,000",55.71,56.24,-0.53,34044700.0,56.76,57.88,-1.12,5669300.0,126.2,134.99,-8.79,6191600.0
45,45,2022-01-09,550-1698,2021-12-30,44,72,48,30,45,33,60,60,33,10,9,26,12,10,41,22,19,19,33,17,67,2,24,76,6,71.0,64.0,13.0,68.0,20.0,24.0,45.0,20.0,54.0,56.0,8.0,5.0,47.0,29.0,24.0,50.0,45.0,50.0,50.0,19.0,1.0,30.0,42.0,1,1,20,13,51,21,43,90,1,10,15,12,24,16,0,51,6,4,0,2,2,22,74766.86,524623974.0,485993.0,148810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,2022-01-08,550-1698,2021-12-29,29,77,58,23,48,33,56,61,36,20,0,39,11,8,55,23,19,43,32,17,62,4,23,73,6,81.0,70.0,17.0,67.0,23.0,26.0,44.0,19.0,58.0,62.0,10.0,6.0,49.0,26.0,26.0,68.0,49.0,57.0,48.0,22.0,2.0,28.0,46.0,1,2,26,14,65,0,46,87,3,23,14,13,18,11,0,58,17,6,0,2,2,22,71408.29,524137981.0,1020920.0,156230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,2022-01-07,1699-5000,2021-12-28,35,72,49,22,50,40,62,64,41,5,13,27,10,8,34,27,26,13,30,17,52,3,25,64,6,89.0,78.0,25.0,60.0,25.0,31.0,45.0,16.0,58.0,66.0,10.0,6.0,47.0,34.0,23.0,69.0,49.0,63.0,52.0,23.0,2.0,27.0,48.0,1,2,34,13,73,22,47,85,5,19,15,11,29,9,0,55,9,5,0,2,2,22,68501.43,523117061.0,1593219.0,167800.0,216.41,213.86,2.55,5275700.0,171.46,173.95,-2.49,6984900.0,213.7,211.84,1.86,1200600.0,"36,249.59","36,231.66",17.93,"356,110,000",55.36,55.72,-0.36,27686700.0,56.65,57.48,-0.83,4594800.0,121.51,126.7,-5.19,6426800.0
48,48,2022-01-06,1699-5000,2021-12-27,31,72,52,23,47,35,55,58,33,25,13,17,14,8,40,28,19,25,32,16,69,5,22,61,6,100.0,76.0,25.0,67.0,25.0,37.0,45.0,19.0,61.0,62.0,9.0,7.0,50.0,35.0,23.0,73.0,45.0,58.0,50.0,21.0,2.0,29.0,48.0,1,1,31,10,31,22,44,60,7,19,14,10,22,6,11,60,14,3,0,2,2,22,66303.57,521523842.0,1420816.0,168443.0,216.04,216.06,-0.02,8173000.0,172.15,171.63,0.52,7301600.0,214.48,214.74,-0.26,2753800.0,"36,409.05","36,236.47",172.58,"385,890,000",55.16,54.84,0.32,37000400.0,56.81,56.67,0.14,6196400.0,123.77,121.5,2.27,6282000.0
49,49,2022-01-05,1699-5000,2021-12-26,37,65,43,19,41,33,69,54,28,11,10,8,11,5,30,24,11,7,34,8,57,1,22,70,5,90.0,81.0,16.0,69.0,22.0,25.0,47.0,17.0,58.0,60.0,8.0,10.0,50.0,27.0,20.0,71.0,46.0,55.0,44.0,19.0,1.0,25.0,48.0,1,1,18,7,23,0,26,68,2,16,14,11,25,10,6,37,12,1,1,2,2,26,64755.29,520103026.0,1408832.0,164358.0,232.1,215.23,16.87,9042200.0,172.0,172.22,-0.22,7016100.0,230.47,211.43,19.04,3098300.0,"36,722.60","36,407.11",315.49,"462,040,000",55.84,55.63,0.21,52956400.0,57.24,56.88,0.36,4804400.0,137.55,122.41,15.14,8072900.0
50,50,2022-01-04,1699-5000,2021-12-25,33,54,17,12,37,28,50,46,21,6,11,24,5,5,52,19,10,8,34,7,57,1,19,67,6,64.0,72.0,10.0,79.0,16.0,26.0,47.0,25.0,59.0,67.0,6.0,9.0,44.0,28.0,20.0,77.0,45.0,48.0,46.0,18.0,1.0,25.0,45.0,1,1,6,7,44,0,21,69,0,23,14,10,15,8,0,41,3,1,0,2,3,35,63827.71,518694194.0,1380119.0,168913.0,232.2,233.06,-0.86,10455000.0,171.06,171.08,-0.02,6748400.0,231.81,224.09,7.72,3403800.0,"36,636.00","36,799.65",-163.65,"435,080,000",56.22,54.53,1.69,66993100.0,57.16,57.27,-0.11,4646600.0,140.0,138.45,1.55,4698700.0
51,51,2022-01-03,1699-5000,2021-12-24,26,60,20,29,38,31,52,53,25,6,5,15,9,6,50,16,11,29,34,9,64,1,19,66,5,56.0,58.0,7.0,84.0,25.0,25.0,46.0,40.0,44.0,73.0,6.0,5.0,37.0,24.0,18.0,69.0,45.0,40.0,37.0,17.0,1.0,24.0,36.0,1,1,16,10,64,0,28,65,2,16,15,10,27,6,0,48,4,2,0,2,2,28,63207.43,517314075.0,1210295.0,161499.0,247.12,235.05,12.07,11860900.0,170.21,171.54,-1.33,6012200.0,253.87,231.85,22.02,3776400.0,"36,321.59","36,585.06",-263.47,"347,930,000",58.5,56.65,1.85,57219200.0,58.27,58.31,-0.04,3321000.0,144.03,142.9,1.13,6617700.0
52,52,2022-01-02,0-549,2021-12-23,49,72,37,27,43,30,59,50,26,11,18,21,8,7,24,16,10,33,31,17,44,2,20,66,6,61.0,53.0,15.0,61.0,24.0,25.0,42.0,33.0,45.0,67.0,6.0,6.0,43.0,23.0,13.0,68.0,43.0,44.0,38.0,19.0,1.0,25.0,39.0,1,1,24,14,65,22,38,65,4,15,14,9,23,14,5,50,7,2,0,2,2,24,62849.86,516103780.0,488237.0,143753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,2022-01-01,0-549,2021-12-22,35,70,63,23,47,29,67,50,27,10,9,30,14,8,24,17,10,26,26,16,47,3,25,69,8,60.0,57.0,20.0,59.0,21.0,26.0,42.0,25.0,48.0,70.0,11.0,10.0,45.0,27.0,20.0,58.0,45.0,54.0,44.0,19.0,1.0,28.0,40.0,1,1,29,13,36,22,43,44,5,0,15,8,29,16,22,48,7,2,0,2,3,22,62492.86,515615543.0,97563.0,112178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,2021-12-31,1699-5000,2021-12-21,26,74,42,29,48,29,57,47,27,5,9,30,14,7,23,17,8,19,27,18,53,2,24,66,9,62.0,95.0,13.0,67.0,29.0,30.0,42.0,21.0,51.0,68.0,12.0,13.0,48.0,27.0,18.0,61.0,43.0,65.0,46.0,20.0,1.0,28.0,39.0,1,1,27,14,31,22,47,44,3,15,13,8,14,17,5,49,9,5,0,2,5,21,62332.86,515517980.0,594978.0,139359.0,249.88,253.98,-4.1,6822000.0,172.53,171.07,1.46,4409500.0,253.56,257.8,-4.24,1159100.0,"36,385.85","36,338.30",47.55,"213,200,000",58.53,59.05,-0.52,28579600.0,58.38,58.25,0.13,1337100.0,151.47,143.07,8.4,9096300.0
55,55,2021-12-30,1699-5000,2021-12-20,33,72,22,27,53,22,60,42,23,5,9,24,13,8,57,19,7,7,29,14,50,4,24,63,8,59.0,70.0,19.0,60.0,32.0,25.0,42.0,21.0,55.0,67.0,11.0,14.0,45.0,35.0,18.0,64.0,45.0,57.0,44.0,17.0,1.0,28.0,40.0,1,2,37,11,32,22,50,38,4,5,12,11,13,22,0,59,13,3,0,2,2,22,62215.71,514923002.0,1494115.0,151570.0,243.83,251.6,-7.77,6581800.0,172.12,172.31,-0.19,4231800.0,239.02,256.81,-17.79,2353500.0,"36,522.48","36,398.08",124.4,"205,620,000",57.75,58.4,-0.65,24559000.0,58.53,58.47,0.06,2183700.0,152.78,154.83,-2.05,5093300.0
56,56,2021-12-29,1699-5000,2021-12-19,33,67,34,20,42,25,78,37,20,11,15,15,15,6,51,18,5,14,37,10,70,1,23,60,5,47.0,56.0,12.0,61.0,26.0,25.0,43.0,20.0,58.0,62.0,11.0,17.0,47.0,33.0,14.0,54.0,45.0,59.0,45.0,14.0,1.0,30.0,41.0,1,1,21,11,34,0,28,33,2,32,14,10,13,8,6,58,14,3,0,2,2,23,62115.0,513428887.0,1636399.0,151841.0,239.33,247.88,-8.55,9144600.0,170.0,171.55,-1.55,3662000.0,235.12,240.61,-5.49,2713700.0,"36,421.14","36,488.63",-67.49,"213,480,000",57.31,57.58,-0.27,26170200.0,58.46,58.65,-0.19,2716500.0,153.28,153.25,0.03,7511800.0
57,57,2021-12-28,1699-5000,2021-12-18,28,68,62,32,46,22,55,38,15,11,15,19,12,6,52,21,5,7,32,9,45,2,23,63,6,38.0,69.0,13.0,77.0,20.0,26.0,45.0,22.0,62.0,65.0,4.0,13.0,44.0,24.0,18.0,70.0,44.0,47.0,42.0,14.0,1.0,33.0,38.0,1,1,24,13,29,0,32,35,2,16,19,7,22,14,6,47,10,1,1,2,2,24,61997.29,511792488.0,1654114.0,152950.0,245.37,241.44,3.93,9288000.0,169.79,170.35,-0.56,3187000.0,250.35,241.4,8.95,2551600.0,"36,302.99","36,398.21",-95.22,"239,090,000",59.05,58.01,1.04,36901700.0,58.06,58.32,-0.26,2188700.0,153.16,155.84,-2.68,12398100.0
58,58,2021-12-27,1699-5000,2021-12-17,41,73,29,23,51,22,54,35,17,0,9,41,11,11,48,22,5,45,30,16,46,2,24,68,9,37.0,44.0,19.0,66.0,27.0,28.0,45.0,23.0,58.0,67.0,9.0,11.0,47.0,31.0,20.0,84.0,45.0,48.0,45.0,15.0,1.0,40.0,41.0,1,1,19,14,31,0,51,21,2,19,43,9,10,27,0,50,11,4,1,2,2,24,61844.0,510138374.0,1496644.0,153431.0,243.0,246.88,-3.88,8252300.0,169.14,169.67,-0.53,3704800.0,253.24,254.84,-1.6,1514800.0,"35,954.48","36,302.38",-347.9,"244,350,000",58.85,59.2,-0.35,27362600.0,57.62,58.06,-0.44,2170800.0,168.56,157.8,10.76,8934200.0
59,59,2021-12-26,0-549,2021-12-16,46,83,49,27,65,21,57,39,19,0,0,40,17,13,56,22,5,38,30,13,63,3,24,68,11,33.0,61.0,18.0,57.0,30.0,29.0,39.0,17.0,59.0,71.0,14.0,16.0,52.0,32.0,16.0,65.0,46.0,58.0,45.0,15.0,1.0,22.0,40.0,1,2,22,14,26,43,59,22,5,15,16,8,17,35,16,55,9,7,1,2,2,22,61553.14,508641730.0,471835.0,144223.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,2021-12-25,0-549,2021-12-15,42,85,44,25,62,23,59,35,19,5,0,29,24,22,54,25,4,49,28,18,39,3,23,62,10,37.0,68.0,10.0,55.0,30.0,37.0,41.0,16.0,62.0,71.0,19.0,26.0,50.0,33.0,15.0,70.0,51.0,65.0,55.0,15.0,1.0,22.0,40.0,1,2,20,11,50,21,63,22,1,5,12,11,17,38,5,63,12,6,2,2,2,33,61172.0,508169895.0,6030.0,101855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,2021-12-24,1699-5000,2021-12-14,43,84,24,22,63,23,57,35,18,5,0,46,30,23,93,37,4,18,27,16,42,4,27,67,11,28.0,69.0,17.0,58.0,53.0,24.0,39.0,15.0,67.0,74.0,20.0,22.0,47.0,36.0,17.0,53.0,51.0,71.0,47.0,14.0,2.0,22.0,38.0,1,2,17,11,5,42,67,20,3,10,12,9,24,39,5,48,11,4,1,2,2,23,60671.43,508163865.0,374505.0,136927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,2021-12-23,1699-5000,2021-12-13,41,81,45,24,65,20,60,33,17,0,4,76,25,14,50,53,4,56,31,15,48,3,27,62,10,28.0,57.0,20.0,57.0,29.0,22.0,40.0,15.0,64.0,69.0,20.0,30.0,50.0,36.0,17.0,63.0,48.0,64.0,50.0,16.0,1.0,21.0,39.0,1,2,15,10,5,21,67,17,3,0,12,7,11,45,0,54,12,3,0,2,2,21,60058.86,507789360.0,1431827.0,179535.0,250.41,249.99,0.42,9839200.0,167.88,168.25,-0.37,3501500.0,258.33,255.29,3.04,2604500.0,"35,782.42","35,950.56",-168.14,"247,420,000",59.82,58.71,1.11,39203200.0,57.5,57.64,-0.14,3473600.0,184.78,177.25,7.53,6085000.0
63,63,2021-12-22,1699-5000,2021-12-12,30,72,33,29,53,22,79,31,13,0,9,57,9,8,42,32,3,13,35,9,84,1,22,64,6,25.0,52.0,11.0,62.0,28.0,23.0,42.0,17.0,68.0,66.0,20.0,33.0,48.0,37.0,17.0,75.0,51.0,69.0,44.0,12.0,1.0,21.0,39.0,1,1,17,10,39,0,37,14,4,31,14,7,14,9,0,51,15,3,2,2,2,29,59262.0,506357533.0,1825824.0,187959.0,264.06,251.36,12.7,13957300.0,167.06,167.93,-0.87,4178200.0,273.45,259.7,13.75,3092400.0,"35,491.71","35,753.89",-262.18,"281,930,000",59.25,59.55,-0.3,62594900.0,56.98,58.08,-1.1,4095300.0,191.28,183.3,7.98,5081600.0
64,64,2021-12-21,1699-5000,2021-12-11,42,72,49,29,49,17,55,31,11,11,9,47,8,9,24,40,3,41,34,10,40,1,26,58,6,19.0,61.0,15.0,76.0,36.0,24.0,47.0,22.0,71.0,64.0,9.0,11.0,46.0,31.0,21.0,64.0,46.0,53.0,42.0,10.0,1.0,24.0,36.0,1,1,18,12,22,23,40,14,2,0,14,11,16,26,0,58,7,3,0,2,2,35,58411.0,504531709.0,1931184.0,183361.0,275.5,268.14,7.36,12537400.0,168.06,167.21,0.85,7954200.0,275.4,271.46,3.94,2768800.0,"35,069.50","35,492.70",-423.2,"346,080,000",60.01,58.95,1.06,63877900.0,56.67,56.94,-0.27,7505200.0,193.01,191.07,1.94,8425600.0
65,65,2021-12-20,1699-5000,2021-12-10,32,75,41,25,61,17,56,32,13,10,9,43,15,13,56,33,3,19,30,10,53,3,29,58,9,22.0,58.0,24.0,79.0,47.0,25.0,43.0,19.0,69.0,66.0,10.0,11.0,52.0,38.0,21.0,76.0,45.0,56.0,45.0,11.0,1.0,24.0,41.0,1,1,24,12,40,21,59,15,2,10,12,9,13,35,16,57,12,3,0,2,2,24,57511.71,502600525.0,1805638.0,183377.0,321.3,276.38,44.92,16985300.0,167.81,167.75,0.06,7954500.0,299.41,275.23,24.18,2669500.0,"35,222.12","34,932.16",289.96,"386,590,000",60.6,61.02,-0.42,55712200.0,56.56,56.56,0.0,4098700.0,230.0,201.95,28.05,11304700.0
66,66,2021-12-19,0-549,2021-12-09,40,86,68,27,68,17,60,33,16,5,0,49,10,14,65,16,4,31,29,14,39,4,28,70,11,20.0,57.0,22.0,66.0,27.0,24.0,42.0,16.0,63.0,67.0,20.0,30.0,52.0,38.0,17.0,72.0,50.0,64.0,48.0,12.0,1.0,20.0,39.0,1,1,23,13,45,41,68,19,2,10,12,6,11,42,0,58,12,3,0,2,2,24,56563.0,500794887.0,630766.0,158172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,2021-12-18,550-1698,2021-12-08,27,88,41,21,73,20,63,33,16,5,4,75,11,13,50,17,3,80,29,15,52,4,27,66,11,23.0,71.0,13.0,58.0,32.0,24.0,42.0,16.0,66.0,71.0,27.0,34.0,47.0,36.0,17.0,61.0,48.0,74.0,50.0,12.0,1.0,20.0,38.0,1,1,28,14,35,0,77,18,3,14,12,8,19,46,5,52,17,7,0,2,2,30,55595.86,500164121.0,1103764.0,155572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,2021-12-17,1699-5000,2021-12-07,46,87,63,29,69,21,63,34,15,5,4,60,8,13,63,18,4,30,26,14,47,5,22,72,13,23.0,72.0,17.0,58.0,42.0,25.0,42.0,16.0,72.0,72.0,22.0,26.0,46.0,37.0,17.0,63.0,50.0,69.0,55.0,12.0,1.0,20.0,38.0,1,1,26,12,29,20,74,14,5,0,12,8,15,35,5,56,9,7,0,2,2,42,54684.57,499060357.0,1895951.0,192674.0,275.57,294.8,-19.23,10609300.0,169.64,168.23,1.41,16726200.0,279.6,287.28,-7.68,2496200.0,"35,800.11","35,365.44",434.67,"750,480,000",59.93,59.48,0.45,104192100.0,56.57,56.02,0.55,6013300.0,206.37,217.32,-10.95,11096700.0
69,69,2021-12-16,1699-5000,2021-12-06,32,89,39,19,70,18,53,33,14,5,4,63,10,13,53,17,4,36,27,16,54,4,27,64,11,22.0,60.0,10.0,65.0,63.0,25.0,40.0,16.0,71.0,69.0,23.0,36.0,45.0,37.0,17.0,61.0,56.0,69.0,54.0,13.0,1.0,21.0,38.0,1,1,26,12,34,60,70,11,1,5,12,8,19,40,10,55,11,6,1,2,2,23,53794.0,497164406.0,1655961.0,185062.0,284.2,282.02,2.18,5974300.0,171.26,173.01,-1.75,8998600.0,288.27,283.68,4.59,2091900.0,"36,036.28","35,897.64",138.64,"473,620,000",58.36,61.25,-2.89,75183600.0,56.12,57.09,-0.97,6855900.0,178.97,194.92,-15.95,5619900.0
