,Unnamed: 0,Date,Multi_Class,Search Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china,Current Hospitalized COVID-19 Patients,Total Doses Administered,Daily Increase,Number of Flights,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,AZN_Open,AZN_Close,AZN_Difference,AZN_Volume, NVAX_Open , NVAX_Close ,NVAX_Difference,NVAX_Volume
324,324,2021-04-05,0-549,2021-03-26,42,80,32,30,67,9,59,26,5,0,4,46,7,9,41,19,4,29,28,12,47,10,26,83,13,18.0,56.0,33.0,74.0,32.0,24.0,44.0,22.0,66.0,50.0,11.0,11.0,48.0,37.0,19.0,46.0,55.0,56.0,37.0,3.0,1.0,23.0,54.0,2,19,71,59,28,0,51,10,1,9,12,6,2,56,5,65,8,5,15,3,7,24,33407.57,185792986.0,3100661.0,165847.0,132.6,129.91,2.69,5218300.0,163.64,163.43,0.21,7387100.0,114.01,115.37,-1.36,1385300.0,"33,222.38","33,527.19",-304.81,"344,270,000",36.44,36.28,0.16,22096900.0,49.41,49.53,-0.12,5294000.0,190.77,177.29,13.48,2185200.0
325,325,2021-04-04,0-549,2021-03-25,43,86,28,28,70,10,63,26,5,22,8,45,9,12,52,24,4,17,30,15,44,11,30,89,17,19.0,68.0,27.0,65.0,27.0,25.0,42.0,19.0,67.0,59.0,26.0,26.0,47.0,36.0,14.0,67.0,59.0,70.0,49.0,3.0,1.0,20.0,50.0,2,18,66,64,14,0,62,10,5,17,12,11,3,62,19,61,9,6,12,3,9,24,33318.43,182692325.0,762087.0,149094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,326,2021-04-03,550-1698,2021-03-24,37,88,58,26,69,9,57,25,5,4,8,52,11,16,46,21,4,16,31,14,40,11,25,72,17,20.0,53.0,22.0,64.0,26.0,26.0,43.0,17.0,67.0,61.0,24.0,37.0,47.0,38.0,15.0,67.0,58.0,73.0,43.0,4.0,1.0,21.0,47.0,1,21,73,56,9,18,61,8,6,21,12,9,2,61,14,48,9,6,14,3,4,22,33278.29,181930238.0,2297501.0,169504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,327,2021-04-02,550-1698,2021-03-23,37,90,22,28,68,10,66,25,5,0,4,42,6,15,56,20,4,28,30,16,50,14,28,70,17,21.0,53.0,26.0,69.0,33.0,23.0,41.0,18.0,66.0,63.0,22.0,47.0,46.0,38.0,14.0,50.0,56.0,75.0,45.0,3.0,1.0,21.0,46.0,1,21,75,53,28,0,61,14,0,34,12,7,5,40,9,54,17,7,20,4,5,22,33292.29,179632737.0,3651241.0,180854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,328,2021-04-01,550-1698,2021-03-22,41,89,35,24,68,7,69,25,4,18,12,75,7,15,54,23,4,40,31,12,43,14,26,70,15,21.0,49.0,22.0,64.0,31.0,23.0,41.0,21.0,73.0,60.0,22.0,35.0,46.0,40.0,13.0,68.0,56.0,74.0,47.0,4.0,1.0,22.0,46.0,1,22,75,45,23,19,59,11,3,26,12,8,2,52,9,53,8,8,18,3,5,22,33353.0,175981496.0,4542790.0,181410.0,132.2,132.55,-0.35,7269700.0,162.6,162.83,-0.23,7229700.0,110.51,113.87,-3.36,2020700.0,"33,054.58","33,153.21",-98.63,"311,880,000",36.3,36.3,0.0,21319900.0,49.61,49.53,0.08,5958600.0,183.5,185.82,-2.32,1985200.0
329,329,2021-03-31,1699-5000,2021-03-21,29,74,42,34,56,10,62,25,5,15,13,13,7,9,31,27,4,13,32,8,64,11,23,77,10,21.0,75.0,21.0,67.0,36.0,26.0,44.0,20.0,73.0,60.0,22.0,34.0,48.0,41.0,19.0,62.0,60.0,73.0,52.0,3.0,1.0,22.0,49.0,1,18,57,48,21,21,34,9,2,54,13,11,5,20,21,54,9,2,20,4,7,24,33469.57,171438706.0,4166614.0,177350.0,121.1,130.95,-9.85,10015700.0,164.96,164.35,0.61,8281500.0,109.47,109.19,0.28,2178900.0,"33,116.04","32,981.55",134.49,"414,140,000",36.15,36.23,-0.08,26582700.0,50.04,49.72,0.32,6688300.0,177.54,181.31,-3.77,2159200.0
330,330,2021-03-30,550-1698,2021-03-20,37,68,42,32,48,7,59,26,4,0,13,40,5,7,26,27,3,19,32,5,63,6,29,75,9,18.0,52.0,25.0,73.0,25.0,26.0,47.0,22.0,78.0,54.0,10.0,12.0,44.0,36.0,22.0,65.0,52.0,61.0,35.0,3.0,1.0,24.0,52.0,1,23,69,54,0,21,33,11,4,48,13,8,8,26,5,59,5,3,25,4,12,25,33599.0,167272092.0,3588425.0,178798.0,123.15,118.49,4.66,11061600.0,165.02,165.01,0.01,7236300.0,99.8,104.44,-4.64,3464000.0,"33,127.88","33,066.96",60.92,"307,510,000",36.59,36.11,0.48,26303300.0,50.14,49.97,0.17,7084800.0,170.67,173.32,-2.65,1889500.0
331,331,2021-03-29,550-1698,2021-03-19,27,79,38,28,64,8,58,24,4,0,4,36,7,9,46,35,4,23,30,12,49,10,37,73,13,16.0,73.0,25.0,75.0,24.0,30.0,45.0,22.0,70.0,54.0,11.0,9.0,49.0,31.0,23.0,82.0,49.0,59.0,39.0,4.0,1.0,23.0,51.0,1,30,81,56,9,0,48,10,1,13,12,10,5,60,19,70,10,9,33,4,12,26,33823.0,163683667.0,2834983.0,166983.0,130.11,123.42,6.69,10814800.0,163.83,166.04,-2.21,8535100.0,97.54,95.91,1.63,1066200.0,"33,087.55","33,171.37",-83.82,"351,610,000",36.03,36.62,-0.59,27004800.0,50.55,50.81,-0.26,8652400.0,174.5,173.75,0.75,3162900.0
332,332,2021-03-28,550-1698,2021-03-18,32,85,27,33,66,10,59,25,5,0,8,38,5,9,39,31,4,11,36,15,57,9,24,72,17,17.0,53.0,18.0,64.0,27.0,28.0,42.0,20.0,66.0,60.0,22.0,26.0,47.0,33.0,24.0,58.0,55.0,72.0,43.0,3.0,1.0,22.0,47.0,1,39,70,56,45,0,55,10,4,9,12,13,5,67,14,59,6,7,48,3,4,23,34020.86,160848684.0,1208522.0,146815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,333,2021-03-27,550-1698,2021-03-17,40,82,64,28,64,8,59,24,6,0,8,47,6,11,51,20,4,22,36,15,41,11,22,71,16,19.0,50.0,16.0,62.0,25.0,26.0,41.0,16.0,66.0,64.0,21.0,31.0,47.0,39.0,20.0,80.0,58.0,70.0,42.0,4.0,1.0,22.0,43.0,1,58,73,55,27,56,54,9,2,13,12,7,8,58,9,65,9,6,100,3,3,22,34246.14,159640162.0,2468989.0,160125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,334,2021-03-26,1699-5000,2021-03-16,32,86,54,24,68,9,58,22,5,4,7,46,9,15,53,21,4,14,31,13,35,12,26,73,16,18.0,56.0,26.0,63.0,34.0,29.0,41.0,17.0,66.0,62.0,22.0,32.0,46.0,34.0,18.0,63.0,60.0,73.0,43.0,3.0,1.0,20.0,45.0,1,48,79,54,24,0,58,6,2,11,12,10,2,66,16,58,8,6,48,3,3,22,34487.71,157171173.0,3826406.0,175694.0,133.38,133.28,0.1,4047100.0,162.09,164.93,-2.84,7619200.0,97.5,95.76,1.74,910400.0,"32,681.07","33,072.88",-391.81,"382,170,000",35.68,36.25,-0.57,27944500.0,49.56,50.64,-1.08,9707500.0,185.57,182.12,3.45,3811400.0
335,335,2021-03-25,1699-5000,2021-03-15,34,78,39,28,69,8,52,22,5,11,7,50,12,13,33,20,4,24,31,12,44,13,25,68,15,17.0,57.0,22.0,61.0,31.0,31.0,43.0,18.0,67.0,57.0,25.0,26.0,47.0,36.0,18.0,56.0,57.0,75.0,43.0,3.0,1.0,22.0,45.0,1,54,69,49,11,16,59,7,1,14,12,8,5,48,16,52,7,6,42,3,3,21,34836.14,153344767.0,3831686.0,165585.0,127.33,133.33,-6.0,5696300.0,162.44,161.97,0.47,6269800.0,94.1,95.13,-1.03,1299400.0,"32,346.81","32,619.48",-272.67,"411,990,000",35.65,35.67,-0.02,24875300.0,48.93,49.7,-0.77,6800200.0,188.25,178.23,10.02,7401100.0
336,336,2021-03-24,1699-5000,2021-03-14,35,73,54,36,56,7,57,27,4,0,13,29,10,12,43,25,4,18,39,7,67,12,23,76,10,17.0,60.0,15.0,58.0,26.0,23.0,44.0,17.0,67.0,55.0,22.0,23.0,44.0,35.0,16.0,60.0,57.0,71.0,43.0,3.0,1.0,20.0,44.0,1,49,57,52,15,0,39,11,1,32,13,9,4,30,10,53,7,6,39,3,3,24,35256.71,149513081.0,3552975.0,166628.0,137.25,131.61,5.64,5864600.0,160.1,161.91,-1.81,6370100.0,100.24,94.05,6.19,2204100.0,"32,470.88","32,420.06",50.82,"399,390,000",35.48,35.61,-0.13,22883400.0,49.13,48.79,0.34,6482600.0,222.61,200.24,22.37,2507300.0
337,337,2021-03-23,550-1698,2021-03-13,31,74,48,33,51,9,61,25,4,0,8,39,11,11,37,23,4,18,36,7,68,8,24,69,10,15.0,35.0,21.0,73.0,30.0,25.0,47.0,20.0,77.0,56.0,12.0,12.0,43.0,31.0,18.0,58.0,56.0,63.0,35.0,3.0,1.0,24.0,48.0,1,63,63,60,35,0,37,12,2,23,13,11,12,28,5,57,12,12,60,3,3,23,35711.86,145960106.0,3061711.0,162645.0,145.61,136.52,9.09,6961200.0,160.21,160.35,-0.14,7178300.0,107.33,100.11,7.22,1210400.0,"32,691.50","32,423.15",268.35,"385,840,000",35.82,35.36,0.46,27970500.0,49.95,49.4,0.55,10891800.0,237.5,219.84,17.66,2024700.0
338,338,2021-03-22,550-1698,2021-03-12,31,86,61,24,65,8,59,24,5,9,16,43,10,14,43,19,4,40,31,11,48,10,25,79,15,15.0,64.0,35.0,71.0,25.0,23.0,46.0,19.0,70.0,58.0,11.0,15.0,46.0,31.0,18.0,81.0,52.0,63.0,34.0,5.0,1.0,23.0,51.0,1,57,98,64,9,20,56,11,0,26,12,8,6,58,10,47,12,7,30,4,9,23,36148.86,142898395.0,2361243.0,159927.0,144.19,145.6,-1.41,6050700.0,158.31,160.5,-2.19,7544100.0,106.63,107.0,-0.37,631800.0,"32,601.82","32,731.20",-129.38,"383,500,000",35.48,36.0,-0.52,25427500.0,49.98,51.2,-1.22,10092000.0,230.72,237.2,-6.48,2186100.0
339,339,2021-03-21,0-549,2021-03-11,46,89,51,24,75,11,66,26,4,9,0,37,19,22,38,20,4,46,30,16,50,10,25,86,20,18.0,50.0,34.0,67.0,32.0,24.0,42.0,19.0,68.0,62.0,27.0,35.0,46.0,33.0,17.0,55.0,56.0,71.0,43.0,3.0,1.0,21.0,47.0,1,47,90,61,19,0,60,8,1,30,12,11,3,67,0,55,10,8,16,4,7,23,36647.71,140537152.0,1017567.0,154106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,340,2021-03-20,550-1698,2021-03-10,40,83,49,29,69,9,66,25,5,9,8,62,23,16,49,20,4,11,29,14,44,13,26,67,18,18.0,69.0,13.0,64.0,31.0,23.0,43.0,15.0,66.0,62.0,24.0,35.0,44.0,39.0,15.0,61.0,60.0,75.0,48.0,3.0,1.0,20.0,45.0,1,45,100,56,5,0,63,9,0,34,12,15,2,51,14,49,11,14,11,3,6,22,37232.71,139519585.0,2152018.0,167770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,341,2021-03-19,1699-5000,2021-03-09,38,90,32,20,72,7,71,26,5,5,4,42,23,12,52,22,4,17,33,13,52,12,29,77,19,19.0,56.0,17.0,61.0,29.0,23.0,43.0,18.0,69.0,59.0,23.0,33.0,47.0,32.0,16.0,56.0,54.0,80.0,47.0,4.0,1.0,21.0,43.0,1,32,89,54,14,0,64,9,0,13,12,18,5,51,5,50,16,6,6,3,4,21,38039.29,137367567.0,3334926.0,173031.0,143.06,143.74,-0.68,6933700.0,160.69,160.04,0.65,14891500.0,104.5,107.59,-3.09,1145600.0,"32,858.36","32,627.97",230.39,"811,890,000",35.75,35.53,0.22,48348900.0,49.22,49.21,0.01,6788800.0,218.15,228.25,-10.1,2864600.0
342,342,2021-03-18,550-1698,2021-03-08,36,87,48,25,71,9,71,23,6,5,4,46,32,11,43,20,4,29,34,13,55,13,28,70,16,19.0,55.0,17.0,55.0,27.0,22.0,45.0,18.0,68.0,58.0,24.0,44.0,43.0,42.0,15.0,68.0,56.0,75.0,47.0,4.0,1.0,21.0,45.0,1,30,81,47,28,19,63,11,2,13,12,23,7,51,10,47,15,4,8,3,3,21,38824.14,134032641.0,3398688.0,153282.0,144.45,141.46,2.99,7135600.0,160.21,160.47,-0.26,4801800.0,104.39,103.65,0.74,700800.0,"32,928.16","32,862.30",65.86,"418,480,000",35.53,35.77,-0.24,24729800.0,49.47,49.33,0.14,9792200.0,221.39,217.26,4.13,2181400.0
343,343,2021-03-17,1699-5000,2021-03-07,24,75,39,34,57,9,67,25,4,10,9,31,38,9,64,29,4,13,41,6,57,13,23,77,11,20.0,53.0,23.0,68.0,32.0,23.0,49.0,19.0,72.0,59.0,21.0,39.0,46.0,38.0,15.0,41.0,50.0,77.0,45.0,4.0,1.0,21.0,45.0,1,33,54,49,16,22,34,13,2,74,14,11,2,34,0,53,9,1,6,3,4,24,39674.29,130633953.0,3164563.0,155710.0,150.25,147.55,2.7,12894900.0,160.83,160.77,0.06,6001400.0,105.74,106.66,-0.92,920700.0,"32,825.52","33,015.37",-189.85,"391,200,000",35.83,35.79,0.04,42540100.0,49.8,50.07,-0.27,13008100.0,215.0,225.46,-10.46,1751500.0
344,344,2021-03-16,550-1698,2021-03-06,31,75,43,38,55,8,71,23,4,10,0,41,29,11,23,27,4,7,42,9,50,8,26,66,11,18.0,45.0,15.0,76.0,26.0,25.0,51.0,23.0,78.0,55.0,13.0,22.0,44.0,33.0,16.0,79.0,54.0,68.0,39.0,4.0,1.0,25.0,49.0,1,33,54,58,16,0,36,10,2,44,14,10,6,25,0,62,8,8,8,3,4,24,40577.43,127469390.0,2884364.0,152777.0,148.5,156.02,-7.52,16991600.0,160.46,161.37,-0.91,6369100.0,109.26,108.1,1.16,1377300.0,"32,966.75","32,825.95",140.8,"386,370,000",35.47,35.83,-0.36,25022400.0,49.95,50.05,-0.1,16767800.0,220.06,222.23,-2.17,3770400.0
345,345,2021-03-15,550-1698,2021-03-05,36,83,39,26,67,6,71,23,4,5,4,59,42,13,35,21,4,24,36,14,61,10,24,76,17,16.0,62.0,18.0,73.0,28.0,24.0,48.0,20.0,73.0,54.0,14.0,23.0,47.0,36.0,15.0,74.0,50.0,67.0,38.0,4.0,1.0,25.0,51.0,1,21,75,58,14,0,55,7,2,13,13,10,5,63,10,54,14,27,3,3,4,23,41481.86,124585026.0,2278165.0,144134.0,136.77,143.66,-6.89,7321700.0,159.75,160.42,-0.67,5524100.0,103.99,107.88,-3.89,1365500.0,"32,798.84","32,953.46",-154.62,"360,080,000",35.01,35.41,-0.4,21896100.0,48.58,48.77,-0.19,10645400.0,203.32,217.46,-14.14,3643200.0
346,346,2021-03-14,550-1698,2021-03-04,36,89,45,22,72,9,68,24,5,0,0,64,53,12,50,20,4,23,33,14,41,10,29,72,21,17.0,62.0,22.0,61.0,30.0,25.0,43.0,19.0,66.0,60.0,24.0,46.0,46.0,37.0,14.0,67.0,59.0,73.0,48.0,4.0,1.0,21.0,46.0,1,21,74,47,19,0,59,10,1,9,13,9,1,61,14,51,12,8,3,4,5,23,42504.0,122306861.0,982536.0,135481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,347,2021-03-13,1699-5000,2021-03-03,38,88,41,27,67,7,70,25,6,9,12,51,66,13,57,21,4,28,31,16,55,9,26,70,21,18.0,58.0,12.0,66.0,31.0,24.0,44.0,19.0,70.0,62.0,27.0,51.0,46.0,46.0,16.0,64.0,58.0,76.0,49.0,3.0,1.0,21.0,44.0,1,19,69,44,14,19,65,9,3,21,13,12,5,69,14,57,15,2,4,4,5,22,43658.86,121324325.0,2187137.0,149074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,348,2021-03-12,1699-5000,2021-03-02,43,91,35,24,76,6,70,24,5,5,8,52,36,11,54,24,5,11,33,14,56,13,29,83,22,18.0,56.0,23.0,66.0,26.0,24.0,44.0,17.0,69.0,63.0,28.0,36.0,44.0,48.0,15.0,69.0,57.0,80.0,45.0,5.0,1.0,19.0,44.0,1,18,59,39,23,19,65,10,2,4,13,7,5,72,5,42,16,4,3,5,5,22,44880.43,119137188.0,3423066.0,169345.0,134.04,136.99,-2.95,4923100.0,159.28,159.6,-0.32,5474800.0,99.34,103.28,-3.94,788600.0,"32,462.40","32,778.64",-316.24,"346,400,000",34.56,34.94,-0.38,16342400.0,48.27,48.42,-0.15,8919800.0,213.51,202.77,10.74,8889900.0
349,349,2021-03-11,1699-5000,2021-03-01,41,93,32,26,73,8,62,24,5,9,12,45,8,10,62,24,5,34,34,14,36,15,24,75,20,18.0,68.0,18.0,54.0,32.0,23.0,47.0,16.0,70.0,64.0,29.0,36.0,47.0,48.0,15.0,73.0,59.0,78.0,49.0,4.0,1.0,20.0,45.0,1,18,49,31,18,0,62,10,1,9,13,6,2,65,9,52,22,10,1,8,4,22,46195.57,115714122.0,3434446.0,157977.0,132.98,140.47,-7.49,8140100.0,159.54,159.14,0.4,6305600.0,100.5,102.6,-2.1,1062000.0,"32,354.50","32,485.59",-131.09,"400,020,000",35.07,34.71,0.36,24557900.0,48.95,48.67,0.28,12653900.0,176.42,187.63,-11.21,3675600.0
350,350,2021-03-10,1699-5000,2021-02-28,35,80,42,31,60,9,60,25,4,5,9,41,7,9,46,27,4,13,40,9,59,11,26,78,11,19.0,66.0,20.0,64.0,29.0,24.0,50.0,17.0,71.0,60.0,24.0,32.0,46.0,49.0,13.0,66.0,57.0,74.0,46.0,3.0,1.0,22.0,44.0,1,16,25,41,10,0,39,8,4,34,14,10,5,28,5,62,14,6,3,12,4,24,47505.86,112279676.0,3119469.0,158729.0,133.62,129.75,3.87,5555900.0,158.82,159.15,-0.33,6635600.0,100.79,98.02,2.77,1376800.0,"31,906.96","32,297.02",-390.06,"409,110,000",34.64,34.93,-0.29,33501800.0,50.2,49.81,0.39,12728700.0,173.37,172.5,0.87,1791800.0
351,351,2021-03-09,1699-5000,2021-02-27,22,75,18,36,53,9,60,25,4,5,9,37,3,11,34,25,4,32,38,9,60,7,23,77,12,18.0,68.0,37.0,72.0,29.0,24.0,51.0,22.0,73.0,56.0,13.0,15.0,41.0,42.0,16.0,61.0,59.0,61.0,41.0,3.0,1.0,25.0,46.0,1,25,55,45,26,22,37,5,2,29,15,13,4,38,11,75,22,4,3,6,6,23,48810.29,109160207.0,2703426.0,161680.0,127.11,130.87,-3.76,7834200.0,156.89,157.7,-0.81,7461300.0,94.11,96.48,-2.37,1315900.0,"31,892.35","31,832.74",59.61,"458,690,000",34.54,34.45,0.09,25167100.0,49.4,49.27,0.13,15539100.0,168.12,169.9,-1.78,3049200.0
352,352,2021-03-08,550-1698,2021-02-26,30,84,19,32,71,9,65,23,5,5,4,40,5,13,44,20,4,23,35,14,41,10,24,79,18,18.0,49.0,27.0,72.0,26.0,24.0,49.0,21.0,72.0,55.0,12.0,25.0,46.0,33.0,15.0,59.0,51.0,64.0,45.0,4.0,1.0,24.0,49.0,1,17,46,40,5,20,58,8,1,22,14,9,3,55,14,55,23,4,2,5,8,23,50157.14,106456781.0,2161373.0,161072.0,129.15,123.47,5.68,6839300.0,157.0,157.4,-0.4,6546700.0,94.83,90.29,4.54,1521400.0,"31,512.15","31,802.44",-290.29,"496,980,000",34.48,34.35,0.13,24352300.0,47.75,48.19,-0.44,11753000.0,180.3,157.87,22.43,4350600.0
353,353,2021-03-07,550-1698,2021-02-25,39,92,63,32,76,9,65,25,5,5,8,52,5,10,62,21,4,17,33,14,50,9,25,75,23,18.0,54.0,25.0,57.0,37.0,25.0,45.0,19.0,68.0,59.0,21.0,32.0,46.0,46.0,14.0,63.0,55.0,70.0,47.0,6.0,1.0,21.0,43.0,1,13,53,42,9,0,60,11,5,9,14,9,5,55,24,58,9,9,1,4,5,22,51572.14,104295408.0,923282.0,154561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,354,2021-03-06,1699-5000,2021-02-24,48,92,66,27,74,9,72,25,6,18,8,30,5,12,55,23,4,28,30,16,64,12,28,81,22,19.0,63.0,19.0,60.0,29.0,26.0,46.0,16.0,66.0,62.0,27.0,31.0,46.0,45.0,16.0,61.0,57.0,76.0,49.0,4.0,1.0,22.0,43.0,1,14,51,33,28,58,62,10,4,26,14,9,3,55,19,62,13,9,2,4,5,21,52958.86,103372126.0,2055897.0,157575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,355,2021-03-05,1699-5000,2021-02-23,41,100,23,24,76,9,74,25,5,9,12,43,7,13,43,26,5,40,31,16,51,9,24,68,22,19.0,68.0,18.0,62.0,33.0,25.0,48.0,16.0,69.0,64.0,28.0,29.0,44.0,47.0,15.0,68.0,58.0,78.0,49.0,4.0,1.0,21.0,42.0,1,15,42,30,9,0,62,7,2,22,14,12,7,51,0,53,13,7,1,5,4,22,54556.57,101316229.0,3225233.0,173512.0,133.07,132.19,0.88,12039600.0,153.98,156.1,-2.12,8331600.0,95.68,96.2,-0.52,1693600.0,"31,029.18","31,496.30",-467.12,"501,810,000",34.29,34.39,-0.1,30589900.0,47.57,48.06,-0.49,11174800.0,166.59,174.84,-8.25,5826700.0
356,356,2021-03-04,1699-5000,2021-02-22,42,94,43,23,76,8,76,24,6,0,8,41,5,12,56,24,5,33,31,15,45,13,25,78,18,19.0,62.0,19.0,67.0,28.0,26.0,49.0,15.0,67.0,62.0,26.0,35.0,44.0,52.0,17.0,52.0,60.0,75.0,49.0,4.0,1.0,21.0,44.0,1,13,36,26,23,19,69,9,3,25,15,12,5,45,18,49,18,5,1,5,4,21,55908.57,98090996.0,3199739.0,169762.0,128.7,132.3,-3.6,10929500.0,155.99,153.07,2.92,11033200.0,97.4,95.15,2.25,2335100.0,"31,289.01","30,924.14",364.87,"537,850,000",34.26,34.2,0.06,45449600.0,47.59,47.23,0.36,15996400.0,177.77,158.1,19.67,7531800.0
357,357,2021-03-03,1699-5000,2021-02-21,41,84,57,30,61,9,72,25,6,10,18,31,3,9,55,29,4,32,42,8,64,9,24,80,11,19.0,75.0,20.0,63.0,31.0,33.0,49.0,16.0,71.0,59.0,25.0,32.0,45.0,43.0,16.0,69.0,56.0,76.0,49.0,4.0,1.0,23.0,47.0,1,10,27,29,37,0,35,9,1,15,16,12,1,22,11,52,17,5,2,4,4,24,57201.86,94891257.0,2898319.0,170167.0,146.09,131.22,14.87,13683500.0,158.25,156.22,2.03,8499600.0,104.83,97.25,7.58,2142800.0,"31,352.96","31,270.09",82.87,"409,660,000",33.51,34.39,-0.88,46020200.0,47.64,47.16,0.48,14031700.0,199.99,183.61,16.38,4086500.0
358,358,2021-03-02,1699-5000,2021-02-20,44,80,18,34,60,9,71,25,5,0,13,31,3,10,50,27,4,7,41,10,57,7,23,85,12,18.0,67.0,28.0,78.0,29.0,42.0,52.0,21.0,75.0,56.0,14.0,15.0,44.0,37.0,20.0,61.0,53.0,62.0,42.0,4.0,1.0,25.0,52.0,1,11,31,33,32,0,37,9,6,34,16,12,2,21,32,64,8,11,1,4,4,24,58020.29,91992938.0,2459727.0,157518.0,153.5,146.81,6.69,8630600.0,159.78,159.02,0.76,7610900.0,109.86,104.98,4.88,1093400.0,"31,535.37","31,391.52",143.85,"337,270,000",33.68,33.51,0.17,27670400.0,48.4,47.73,0.67,14356500.0,225.75,205.99,19.76,6309100.0
359,359,2021-03-01,1699-5000,2021-02-19,49,80,48,24,68,8,66,24,5,9,24,31,3,13,59,21,4,34,34,12,73,9,25,81,18,18.0,55.0,24.0,74.0,27.0,34.0,49.0,22.0,71.0,56.0,14.0,15.0,46.0,34.0,23.0,59.0,53.0,68.0,46.0,4.0,1.0,28.0,53.0,1,12,54,32,9,20,52,10,1,9,14,15,3,57,0,66,14,14,1,5,6,25,59490.0,89533211.0,2041115.0,144526.0,154.46,157.4,-2.94,15351600.0,161.45,159.32,2.13,10551400.0,110.0,110.21,-0.21,885200.0,"31,065.90","31,535.51",-469.61,"385,670,000",33.59,33.69,-0.1,30407800.0,48.46,48.09,0.37,11384700.0,238.24,240.29,-2.05,2421900.0
360,360,2021-02-28,1699-5000,2021-02-18,87,82,51,28,73,7,72,25,5,9,4,52,3,13,48,23,4,11,31,14,50,11,24,74,21,17.0,50.0,21.0,65.0,26.0,23.0,49.0,17.0,66.0,61.0,24.0,25.0,45.0,34.0,18.0,61.0,49.0,71.0,47.0,3.0,1.0,21.0,43.0,1,12,44,30,5,19,60,11,1,4,14,14,3,44,29,57,27,8,1,6,6,23,61013.57,87492096.0,853790.0,131584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,361,2021-02-27,1699-5000,2021-02-17,100,83,38,22,69,8,68,24,6,0,8,52,3,15,54,23,4,23,32,16,55,14,24,68,20,19.0,59.0,17.0,53.0,24.0,23.0,48.0,16.0,63.0,59.0,21.0,26.0,49.0,45.0,18.0,60.0,57.0,69.0,46.0,5.0,1.0,22.0,41.0,1,12,49,29,61,19,61,8,2,9,13,15,2,55,29,47,12,10,1,8,7,22,62664.43,86638306.0,1992656.0,135380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,362,2021-02-26,1699-5000,2021-02-16,43,84,33,29,69,7,74,24,4,5,12,46,5,22,65,25,4,47,34,15,49,13,22,67,19,18.0,65.0,26.0,61.0,22.0,22.0,45.0,19.0,60.0,61.0,23.0,23.0,51.0,41.0,18.0,42.0,53.0,69.0,42.0,4.0,1.0,20.0,42.0,1,12,45,27,19,0,58,9,3,9,14,10,7,38,5,67,14,9,1,7,4,21,64140.57,84645650.0,3110214.0,165237.0,157.98,154.81,3.17,13445200.0,162.0,158.46,3.54,14417500.0,113.9,109.03,4.87,1028600.0,"31,401.29","30,932.37",468.92,"532,250,000",33.84,33.49,0.35,41462800.0,48.85,48.38,0.47,8551200.0,225.5,231.23,-5.73,2025600.0
363,363,2021-02-25,1699-5000,2021-02-15,44,84,37,30,66,8,67,24,4,14,25,67,7,26,32,25,4,24,38,12,61,11,22,59,13,20.0,63.0,27.0,54.0,26.0,21.0,47.0,16.0,63.0,55.0,24.0,17.0,46.0,41.0,17.0,55.0,53.0,70.0,42.0,4.0,1.0,19.0,43.0,1,12,49,26,20,41,51,10,6,14,15,9,7,22,10,65,12,6,1,9,5,22,66144.14,81535436.0,2934075.0,168661.0,150.78,148.38,2.4,15172100.0,163.13,162.76,0.37,9719700.0,114.87,112.33,2.54,1129800.0,"31,955.94","31,402.01",553.93,"454,110,000",33.82,33.82,0.0,37506100.0,49.85,48.91,0.94,12795900.0,239.99,221.5,18.49,2467400.0
