,Unnamed: 0,Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
51,51,2020-01-21,50,82,50,27,79,16,71,39,45,0,4,42,0,12,49,14,0,21,41,5,29,5,48,86,4,0.0,66.0,28.0,59.0,33.0,26.0,43.0,15.0,72.0,64.0,27.0,36.0,51.0,44.0,8.0,65.0,54.0,77.0,49.0,0.0,0.0,17.0,40.0,1,0,3,1,4,0,59,0,2,0,5,13,1,22,0,37,18,11,0,9,1,46,,,,
52,52,2020-01-22,38,80,48,19,83,17,70,40,39,0,4,25,0,16,49,14,1,26,51,4,41,8,44,93,4,0.0,62.0,17.0,59.0,25.0,29.0,43.0,13.0,68.0,63.0,28.0,38.0,48.0,42.0,7.0,61.0,58.0,74.0,47.0,1.0,0.0,17.0,40.0,1,0,6,2,0,0,62,0,2,12,5,13,0,27,0,42,14,15,0,9,1,51,,,,
53,53,2020-01-23,43,79,33,20,84,19,76,40,39,0,4,40,0,14,60,14,2,11,85,3,54,5,48,86,4,0.0,53.0,11.0,56.0,31.0,27.0,43.0,16.0,65.0,62.0,26.0,26.0,49.0,48.0,7.0,67.0,56.0,72.0,48.0,1.0,0.0,16.0,41.0,1,0,3,1,8,18,62,0,1,0,5,12,0,33,9,45,20,13,0,10,1,62,0.0,0.0,0.0,189810.0
54,54,2020-01-24,52,78,42,22,75,16,72,38,37,4,0,37,0,13,70,13,2,16,90,5,43,6,45,92,3,0.0,53.0,24.0,65.0,22.0,25.0,47.0,19.0,60.0,55.0,11.0,15.0,46.0,38.0,8.0,68.0,50.0,58.0,36.0,1.0,0.0,21.0,45.0,1,0,2,2,0,18,53,0,1,12,5,10,0,32,4,35,14,14,0,10,1,75,0.0,0.0,0.0,189551.0
55,55,2020-01-25,39,69,14,33,56,19,84,42,36,5,4,29,0,11,54,16,1,0,100,4,22,2,32,90,3,0.0,44.0,14.0,59.0,21.0,87.0,62.0,18.0,60.0,52.0,13.0,9.0,40.0,47.0,8.0,68.0,47.0,56.0,38.0,1.0,0.0,19.0,39.0,1,0,2,2,10,0,35,0,1,23,6,12,1,6,10,57,23,4,0,10,1,76,0.0,0.0,0.0,162301.0
56,56,2020-01-26,38,69,41,23,55,16,61,39,38,4,8,39,0,8,45,16,1,0,72,3,22,2,31,83,3,0.0,55.0,14.0,50.0,28.0,100.0,58.0,14.0,65.0,59.0,21.0,29.0,45.0,55.0,9.0,63.0,50.0,68.0,45.0,1.0,0.0,18.0,38.0,1,0,1,1,4,0,34,0,1,17,6,11,0,10,9,52,21,12,0,9,1,67,0.0,0.0,0.0,164267.0
57,57,2020-01-27,48,82,22,24,80,18,60,40,44,0,11,29,0,13,49,11,1,10,54,5,25,7,39,83,3,0.0,51.0,16.0,58.0,23.0,55.0,46.0,15.0,67.0,63.0,27.0,30.0,48.0,55.0,9.0,55.0,55.0,73.0,52.0,0.0,0.0,18.0,39.0,1,0,1,1,8,0,65,0,3,4,5,7,0,27,8,37,19,6,0,10,1,65,0.0,0.0,0.0,176736.0
58,58,2020-01-28,44,86,41,22,86,17,63,44,48,4,15,19,0,12,61,12,1,5,53,5,18,5,45,90,4,0.0,56.0,14.0,56.0,28.0,44.0,43.0,15.0,65.0,63.0,28.0,36.0,49.0,53.0,9.0,55.0,58.0,75.0,48.0,1.0,0.0,17.0,38.0,1,0,3,2,0,18,63,0,2,16,5,10,0,27,4,42,17,10,0,11,1,65,0.0,0.0,0.0,178310.0
59,59,2020-01-29,48,85,21,25,84,21,61,44,52,0,0,28,0,12,58,13,1,32,54,5,47,5,45,91,4,0.0,66.0,17.0,58.0,33.0,33.0,42.0,14.0,66.0,63.0,29.0,33.0,48.0,42.0,10.0,66.0,56.0,75.0,44.0,1.0,0.0,17.0,39.0,1,0,3,2,4,36,66,0,2,12,5,9,0,26,4,42,19,9,0,10,1,65,0.0,0.0,0.0,184425.0
60,60,2020-01-30,48,85,48,22,90,19,66,40,50,0,0,37,0,17,70,13,2,5,50,5,37,4,42,91,4,0.0,65.0,18.0,62.0,28.0,30.0,42.0,14.0,65.0,63.0,25.0,37.0,50.0,45.0,11.0,61.0,52.0,66.0,49.0,0.0,0.0,18.0,40.0,1,0,4,1,0,0,65,0,2,4,5,13,2,28,0,40,16,6,0,9,1,63,0.0,0.0,0.0,186239.0
61,61,2020-01-31,38,78,54,19,75,15,71,39,48,0,0,49,0,16,59,12,2,0,52,3,42,4,52,87,3,0.0,56.0,17.0,61.0,25.0,29.0,46.0,18.0,62.0,58.0,12.0,20.0,46.0,40.0,11.0,77.0,46.0,62.0,40.0,1.0,0.0,20.0,45.0,1,0,4,2,9,0,55,0,1,0,5,23,0,25,4,46,13,10,0,12,1,66,0.0,0.0,0.0,184949.0
62,62,2020-02-01,38,69,24,26,57,21,66,41,44,0,0,29,0,12,42,16,2,0,59,2,43,3,35,78,3,0.0,60.0,11.0,72.0,31.0,28.0,51.0,17.0,65.0,55.0,13.0,11.0,51.0,46.0,18.0,60.0,46.0,51.0,40.0,1.0,0.0,20.0,39.0,1,0,4,2,0,0,34,0,0,23,6,14,1,3,15,68,9,6,0,12,1,57,0.0,0.0,0.0,154067.0
63,63,2020-02-02,43,67,48,27,54,17,64,42,43,0,4,23,0,11,37,15,2,0,58,3,36,3,31,86,3,0.0,53.0,11.0,60.0,25.0,25.0,100.0,14.0,62.0,56.0,27.0,30.0,100.0,50.0,10.0,50.0,50.0,65.0,46.0,1.0,0.0,16.0,38.0,1,0,3,1,5,0,32,0,0,41,5,13,1,9,0,55,16,10,0,10,1,53,0.0,0.0,0.0,158666.0
64,64,2020-02-03,44,81,46,23,78,18,62,41,48,0,3,46,0,14,58,10,2,10,41,4,39,7,41,71,3,0.0,76.0,22.0,50.0,28.0,27.0,48.0,14.0,69.0,61.0,30.0,36.0,58.0,42.0,9.0,55.0,56.0,77.0,51.0,1.0,0.0,17.0,40.0,1,0,2,1,4,33,59,0,3,11,5,18,0,25,0,42,10,9,0,16,1,49,0.0,0.0,0.0,179441.0
65,65,2020-02-04,43,84,32,27,89,19,70,43,52,0,0,24,0,17,70,13,2,10,39,4,73,4,45,76,4,0.0,58.0,31.0,50.0,25.0,28.0,49.0,15.0,67.0,62.0,30.0,37.0,51.0,52.0,9.0,66.0,60.0,76.0,47.0,1.0,0.0,17.0,38.0,1,0,2,1,0,35,66,0,2,8,5,15,3,22,0,41,14,13,0,12,2,49,0.0,0.0,0.0,170708.0
66,66,2020-02-05,38,85,45,25,86,19,63,41,52,4,4,57,0,22,54,13,2,0,40,4,54,4,48,85,4,0.0,56.0,30.0,55.0,31.0,28.0,46.0,14.0,67.0,63.0,30.0,36.0,49.0,53.0,9.0,69.0,52.0,79.0,45.0,1.0,0.0,16.0,40.0,1,0,3,1,4,36,63,0,1,8,5,13,1,33,9,55,17,14,0,31,1,44,0.0,0.0,0.0,174865.0
67,67,2020-02-06,48,81,29,22,84,17,61,42,48,8,0,39,0,16,84,15,2,5,39,6,44,4,49,90,4,0.0,61.0,20.0,50.0,30.0,28.0,43.0,15.0,63.0,64.0,25.0,34.0,49.0,41.0,7.0,83.0,52.0,72.0,42.0,1.0,0.0,17.0,43.0,1,0,3,2,8,0,63,0,2,0,5,13,0,35,13,53,16,8,0,20,1,46,0.0,0.0,0.0,171934.0
68,68,2020-02-07,45,71,33,22,77,17,69,39,46,4,7,34,0,12,66,13,3,11,47,5,45,4,45,87,4,0.0,60.0,27.0,59.0,24.0,26.0,50.0,18.0,61.0,61.0,11.0,11.0,47.0,37.0,8.0,72.0,50.0,61.0,39.0,1.0,0.0,19.0,45.0,1,0,2,1,4,18,55,0,1,0,5,12,1,25,9,57,14,21,0,12,1,47,0.0,0.0,0.0,181611.0
69,69,2020-02-08,37,67,51,30,57,19,65,41,40,0,0,19,0,11,73,13,2,6,56,3,44,2,34,94,3,0.0,40.0,17.0,64.0,21.0,28.0,51.0,19.0,67.0,58.0,12.0,18.0,45.0,43.0,9.0,44.0,53.0,60.0,38.0,1.0,0.0,20.0,45.0,1,0,0,1,5,0,33,0,0,23,5,11,0,7,0,52,7,7,0,11,2,46,0.0,0.0,0.0,169881.0
70,70,2020-02-09,41,70,69,28,67,19,67,44,42,10,9,55,0,12,54,14,2,0,58,4,38,2,38,97,3,0.0,59.0,14.0,53.0,31.0,27.0,56.0,12.0,69.0,64.0,26.0,29.0,47.0,48.0,7.0,73.0,59.0,73.0,46.0,1.0,0.0,16.0,42.0,1,0,2,1,5,0,36,0,1,23,6,13,3,14,10,59,13,6,0,10,1,44,0.0,0.0,0.0,152651.0
71,71,2020-02-10,35,84,43,19,81,18,67,41,48,4,0,54,0,14,58,11,2,25,39,4,44,5,41,79,4,0.0,65.0,15.0,56.0,30.0,26.0,45.0,14.0,72.0,68.0,32.0,41.0,48.0,49.0,8.0,59.0,59.0,80.0,53.0,1.0,0.0,17.0,41.0,1,0,3,1,0,17,67,0,4,8,6,25,0,39,4,49,15,8,0,9,2,43,0.0,0.0,0.0,159472.0
72,72,2020-02-11,37,85,38,22,93,19,61,41,51,8,7,30,0,16,78,11,2,5,35,5,44,5,46,87,4,0.0,60.0,10.0,56.0,27.0,26.0,46.0,15.0,69.0,63.0,32.0,36.0,48.0,58.0,8.0,60.0,57.0,79.0,50.0,1.0,0.0,18.0,42.0,1,0,2,2,4,17,70,0,3,4,6,17,1,33,8,46,15,11,0,10,2,47,0.0,0.0,0.0,161819.0
73,73,2020-02-12,44,81,29,22,88,12,60,41,45,0,7,44,0,17,69,11,2,5,34,7,33,3,42,91,4,0.0,65.0,19.0,49.0,23.0,28.0,43.0,14.0,69.0,62.0,27.0,32.0,48.0,55.0,7.0,52.0,58.0,75.0,46.0,1.0,0.0,15.0,42.0,1,0,2,1,0,0,63,0,3,8,6,16,0,43,0,41,13,10,0,10,2,42,0.0,0.0,0.0,176204.0
74,74,2020-02-13,43,79,17,23,83,17,66,38,38,12,7,33,0,12,82,10,2,10,37,5,29,6,41,85,4,0.0,52.0,23.0,53.0,25.0,26.0,41.0,16.0,67.0,61.0,21.0,26.0,52.0,35.0,7.0,62.0,54.0,70.0,39.0,1.0,0.0,18.0,44.0,1,0,4,1,0,52,60,0,2,12,6,31,0,39,0,43,9,11,0,9,1,44,0.0,0.0,0.0,176585.0
75,75,2020-02-14,37,69,46,27,67,17,57,36,34,4,0,29,0,13,60,10,1,11,39,5,37,4,32,91,4,0.0,67.0,18.0,56.0,25.0,26.0,46.0,20.0,62.0,61.0,12.0,13.0,49.0,38.0,8.0,45.0,51.0,59.0,36.0,1.0,0.0,19.0,46.0,1,0,3,1,0,37,52,0,1,0,5,25,1,19,0,55,11,10,0,9,1,41,0.0,0.0,0.0,192613.0
76,76,2020-02-15,40,61,40,33,51,19,63,38,37,5,4,35,0,10,54,13,1,12,46,4,39,2,27,92,3,0.0,52.0,30.0,69.0,26.0,29.0,52.0,17.0,69.0,55.0,11.0,13.0,45.0,39.0,8.0,60.0,53.0,61.0,39.0,1.0,0.0,21.0,46.0,1,0,2,1,10,21,33,0,3,18,6,19,1,8,0,70,7,7,0,8,1,34,0.0,0.0,0.0,169293.0
77,77,2020-02-16,42,73,41,27,68,19,71,42,38,0,4,29,0,10,52,14,1,6,45,3,36,5,31,90,3,0.0,56.0,25.0,62.0,25.0,28.0,48.0,17.0,70.0,59.0,16.0,23.0,48.0,41.0,6.0,58.0,58.0,71.0,45.0,1.0,0.0,18.0,47.0,1,0,2,1,0,21,35,0,4,37,7,15,1,9,5,52,14,6,0,11,1,34,0.0,0.0,0.0,157345.0
78,78,2020-02-17,40,85,61,26,75,21,71,40,40,4,4,47,0,12,70,12,1,5,42,4,50,3,32,85,4,0.0,65.0,16.0,59.0,26.0,28.0,47.0,14.0,68.0,58.0,27.0,33.0,48.0,50.0,7.0,55.0,61.0,76.0,47.0,1.0,0.0,18.0,42.0,1,0,6,1,4,0,52,0,2,49,6,34,0,17,5,52,14,10,0,9,1,35,0.0,0.0,0.0,173785.0
79,79,2020-02-18,53,85,45,19,87,17,69,40,41,4,0,34,0,14,71,11,1,0,34,4,48,5,38,90,4,0.0,50.0,20.0,59.0,30.0,27.0,49.0,15.0,68.0,62.0,29.0,33.0,48.0,53.0,8.0,61.0,54.0,80.0,50.0,1.0,0.0,17.0,42.0,1,0,2,2,0,0,68,0,1,27,5,50,2,25,8,39,11,14,0,9,0,37,0.0,0.0,0.0,172208.0
80,80,2020-02-19,49,87,37,20,87,19,68,38,42,4,4,32,0,15,70,11,1,20,39,6,38,6,42,87,4,0.0,50.0,12.0,56.0,28.0,27.0,49.0,14.0,66.0,59.0,29.0,42.0,47.0,55.0,7.0,64.0,54.0,76.0,50.0,1.0,0.0,15.0,41.0,1,0,4,2,4,17,69,0,1,8,6,30,2,29,0,38,7,10,0,10,1,35,0.0,0.0,0.0,183938.0
81,81,2020-02-20,46,82,31,22,85,15,69,36,34,4,7,40,0,45,55,10,1,0,37,5,50,4,38,86,4,0.0,66.0,12.0,55.0,30.0,27.0,46.0,16.0,65.0,58.0,26.0,29.0,49.0,50.0,6.0,67.0,57.0,74.0,45.0,1.0,0.0,19.0,44.0,1,0,2,2,4,17,66,0,2,8,6,44,2,25,4,44,14,10,0,11,2,32,0.0,0.0,0.0,183430.0
82,82,2020-02-21,42,75,38,25,80,15,67,35,31,0,0,47,0,14,81,12,1,0,45,5,43,2,35,87,4,0.0,43.0,20.0,68.0,25.0,25.0,54.0,18.0,65.0,58.0,10.0,14.0,49.0,37.0,8.0,54.0,50.0,58.0,39.0,1.0,0.0,23.0,48.0,1,0,2,1,0,17,59,0,5,4,6,52,0,27,4,44,11,12,0,10,1,32,0.0,0.0,0.0,196756.0
83,83,2020-02-22,29,72,40,28,60,17,71,36,31,0,0,29,0,11,65,13,1,6,51,3,55,1,27,93,3,0.0,64.0,14.0,69.0,24.0,28.0,55.0,20.0,69.0,55.0,15.0,17.0,44.0,36.0,8.0,53.0,56.0,66.0,42.0,1.0,0.0,21.0,45.0,1,0,2,2,14,21,35,0,1,23,7,45,0,14,5,57,6,12,0,8,1,29,0.0,0.0,0.0,175274.0
84,84,2020-02-23,51,75,43,34,68,19,77,37,33,0,0,16,0,10,52,14,1,0,44,3,54,4,32,93,3,1.0,50.0,13.0,53.0,24.0,27.0,49.0,14.0,70.0,59.0,29.0,30.0,48.0,51.0,7.0,65.0,58.0,74.0,54.0,1.0,0.0,17.0,42.0,2,0,0,2,0,20,37,0,3,31,7,26,1,12,0,50,9,8,0,8,1,28,0.0,0.0,0.0,166252.0
85,85,2020-02-24,44,87,36,16,90,16,69,37,35,4,0,45,0,12,73,12,2,20,35,6,45,5,39,89,4,1.0,60.0,22.0,55.0,24.0,26.0,47.0,15.0,69.0,61.0,29.0,31.0,48.0,44.0,8.0,79.0,58.0,82.0,54.0,1.0,0.0,18.0,42.0,1,0,2,1,0,0,67,0,1,23,6,23,0,35,4,38,12,8,0,8,1,38,0.0,0.0,0.0,173788.0
86,86,2020-02-25,49,86,22,21,93,17,66,39,36,0,0,37,0,13,79,12,2,25,35,7,37,4,44,81,4,1.0,59.0,44.0,54.0,32.0,26.0,45.0,15.0,66.0,60.0,29.0,48.0,51.0,44.0,8.0,59.0,55.0,78.0,53.0,1.0,0.0,18.0,40.0,1,0,4,2,4,0,66,0,2,8,6,16,2,33,4,44,6,12,0,9,1,40,0.0,0.0,0.0,172456.0
87,87,2020-02-26,43,84,49,21,88,17,64,37,41,4,0,26,0,14,97,11,3,15,33,6,41,5,45,82,4,2.0,60.0,32.0,53.0,28.0,27.0,45.0,14.0,66.0,60.0,30.0,41.0,48.0,44.0,8.0,69.0,54.0,78.0,51.0,1.0,0.0,21.0,41.0,1,0,2,1,4,0,63,2,1,11,6,17,1,36,12,54,5,8,0,9,2,44,0.0,0.0,0.0,173708.0
88,88,2020-02-27,44,80,50,21,89,18,60,40,42,0,0,37,0,14,92,11,3,10,36,5,33,3,48,80,4,2.0,51.0,41.0,57.0,24.0,28.0,45.0,14.0,65.0,61.0,29.0,26.0,52.0,38.0,8.0,70.0,56.0,70.0,48.0,1.0,0.0,22.0,43.0,1,0,2,2,0,17,66,0,2,4,6,16,1,29,12,46,11,6,0,9,2,46,0.0,0.0,0.0,186942.0
89,89,2020-02-28,41,76,26,22,81,19,64,40,37,16,0,24,0,13,73,11,3,10,49,6,44,4,39,94,5,3.0,54.0,45.0,63.0,22.0,25.0,49.0,17.0,65.0,57.0,12.0,13.0,49.0,35.0,9.0,74.0,52.0,66.0,42.0,1.0,0.0,25.0,47.0,1,0,3,2,8,0,56,0,2,12,6,18,1,22,13,60,10,9,0,9,1,51,0.0,0.0,0.0,194125.0
90,90,2020-02-29,42,70,13,26,53,16,71,39,39,0,0,41,0,12,40,11,3,0,47,3,47,2,35,90,3,3.0,49.0,52.0,68.0,36.0,27.0,53.0,20.0,67.0,56.0,15.0,10.0,47.0,40.0,9.0,75.0,48.0,60.0,40.0,1.0,0.0,25.0,44.0,2,0,4,2,0,20,36,2,2,31,7,22,2,8,10,57,12,7,0,10,1,48,0.0,0.0,0.0,167470.0
91,91,2020-03-01,42,69,50,30,58,22,67,41,39,5,4,41,0,10,44,12,3,12,42,4,46,3,29,90,3,4.0,49.0,74.0,59.0,28.0,26.0,52.0,13.0,65.0,58.0,29.0,38.0,48.0,41.0,7.0,72.0,58.0,77.0,52.0,1.0,0.0,23.0,42.0,2,0,2,1,10,0,38,1,4,31,7,20,0,10,0,51,9,5,0,8,6,45,0.0,0.0,0.0,167470.0
92,92,2020-03-02,47,82,42,17,88,21,71,42,51,12,0,31,0,20,69,12,4,5,34,5,47,7,45,78,4,4.0,53.0,64.0,54.0,27.0,28.0,50.0,16.0,65.0,61.0,29.0,37.0,48.0,42.0,8.0,66.0,56.0,74.0,51.0,1.0,0.0,21.0,42.0,2,0,6,2,8,17,64,0,2,11,6,18,0,36,12,45,11,10,0,8,4,47,0.0,0.0,0.0,172689.0
93,93,2020-03-03,40,80,50,20,89,18,67,42,50,12,7,39,0,18,69,10,4,0,33,5,40,5,45,87,4,4.0,60.0,57.0,55.0,30.0,27.0,53.0,13.0,64.0,58.0,36.0,36.0,48.0,42.0,8.0,67.0,55.0,74.0,50.0,1.0,0.0,21.0,39.0,2,0,3,2,0,33,63,1,3,15,6,18,0,34,16,43,16,11,0,9,8,44,0.0,0.0,0.0,176892.0
94,94,2020-03-04,44,81,38,22,86,24,61,41,47,0,3,38,0,14,82,9,5,14,32,6,32,2,41,80,4,4.0,53.0,43.0,57.0,29.0,28.0,50.0,15.0,65.0,61.0,39.0,37.0,48.0,41.0,8.0,61.0,58.0,75.0,53.0,1.0,0.0,23.0,40.0,3,0,2,2,0,16,63,2,3,29,5,15,1,34,12,52,10,9,0,12,22,41,0.0,0.0,0.0,182378.0
95,95,2020-03-05,53,83,28,30,91,24,64,43,45,4,4,24,0,12,61,10,6,10,47,6,23,4,42,82,5,6.0,54.0,60.0,55.0,31.0,26.0,47.0,15.0,61.0,61.0,36.0,32.0,48.0,38.0,8.0,64.0,50.0,72.0,51.0,1.0,0.0,26.0,41.0,4,0,3,2,0,17,62,2,2,11,6,15,0,30,4,50,10,10,0,10,10,44,0.0,0.0,0.0,188674.0
96,96,2020-03-06,41,75,11,26,78,25,61,41,48,4,0,34,0,12,64,11,7,0,42,7,24,4,41,87,5,8.0,48.0,52.0,62.0,29.0,26.0,50.0,18.0,61.0,57.0,14.0,14.0,47.0,32.0,9.0,55.0,51.0,64.0,42.0,1.0,0.0,30.0,46.0,4,0,3,2,0,34,56,2,1,15,6,16,2,31,4,48,6,13,0,9,6,43,0.0,0.0,0.0,188587.0
97,97,2020-03-07,36,68,40,34,58,30,66,42,42,0,0,19,0,9,56,12,7,0,42,4,33,2,25,92,3,8.0,49.0,57.0,66.0,33.0,29.0,53.0,19.0,67.0,59.0,17.0,24.0,47.0,36.0,8.0,62.0,48.0,60.0,44.0,1.0,0.0,31.0,44.0,6,0,6,2,10,0,31,1,2,27,7,12,0,7,15,64,13,15,0,9,4,46,0.0,0.0,0.0,168507.0
98,98,2020-03-08,36,70,50,31,66,29,71,45,41,0,0,41,0,9,38,12,10,0,46,5,38,3,31,82,3,11.0,57.0,37.0,53.0,24.0,29.0,47.0,14.0,62.0,60.0,30.0,39.0,48.0,41.0,8.0,69.0,54.0,72.0,55.0,1.0,0.0,26.0,42.0,8,0,3,2,0,0,34,1,3,41,7,10,2,10,10,53,9,27,0,8,5,44,0.0,0.0,0.0,171187.0
99,99,2020-03-09,38,76,17,18,87,31,63,48,53,8,14,44,0,13,73,11,13,15,34,8,37,5,36,76,6,13.0,60.0,27.0,53.0,28.0,29.0,47.0,15.0,58.0,58.0,31.0,40.0,48.0,37.0,8.0,54.0,52.0,75.0,58.0,1.0,0.0,27.0,39.0,10,0,3,1,4,0,62,3,3,11,6,12,0,29,12,47,12,27,0,10,4,46,0.0,0.0,0.0,175350.0
100,100,2020-03-10,46,78,25,26,85,34,68,49,58,0,7,36,0,10,54,9,15,5,32,9,26,5,38,78,7,16.0,62.0,32.0,53.0,28.0,35.0,49.0,15.0,58.0,59.0,33.0,29.0,46.0,35.0,9.0,57.0,51.0,75.0,60.0,1.0,1.0,31.0,37.0,16,0,2,2,8,0,60,6,3,7,6,15,0,34,8,51,16,30,0,11,6,50,0.0,0.0,0.0,171193.0
101,101,2020-03-11,42,79,22,22,80,43,69,52,64,4,3,37,0,12,64,10,15,5,33,13,28,5,35,83,10,33.0,52.0,28.0,44.0,32.0,37.0,53.0,12.0,50.0,54.0,30.0,23.0,48.0,35.0,14.0,58.0,46.0,87.0,73.0,0.0,1.0,41.0,36.0,28,0,2,2,8,17,55,6,2,11,6,9,1,31,20,44,9,34,0,12,12,57,0.0,0.0,0.0,181341.0
102,102,2020-03-12,42,71,21,18,81,69,50,67,100,7,7,31,0,12,41,10,31,14,31,18,21,7,38,72,12,38.0,55.0,50.0,41.0,22.0,35.0,45.0,14.0,45.0,61.0,26.0,17.0,48.0,27.0,14.0,42.0,40.0,72.0,75.0,1.0,1.0,48.0,38.0,56,0,2,1,0,0,49,27,2,11,5,11,1,27,28,45,7,32,0,26,4,84,0.0,0.0,0.0,179920.0
103,103,2020-03-13,32,67,14,18,70,83,48,72,88,4,0,40,0,10,46,12,43,20,36,40,35,10,32,74,15,38.0,60.0,32.0,50.0,22.0,32.0,50.0,18.0,49.0,63.0,15.0,9.0,45.0,28.0,12.0,64.0,44.0,64.0,83.0,1.0,1.0,56.0,40.0,91,0,4,2,0,33,42,23,0,15,6,11,0,22,16,45,6,31,0,36,2,86,0.0,0.0,0.0,171961.0
104,104,2020-03-14,38,63,34,28,56,87,53,79,84,0,4,22,0,8,54,16,36,6,43,23,34,11,24,79,10,39.0,70.0,28.0,50.0,26.0,28.0,53.0,19.0,50.0,58.0,18.0,10.0,42.0,27.0,10.0,55.0,44.0,64.0,78.0,1.0,1.0,52.0,39.0,100,0,3,3,0,0,27,23,0,59,7,17,0,5,35,42,10,18,0,24,2,83,0.0,0.0,0.0,155729.0
105,105,2020-03-15,27,63,29,26,58,84,60,81,74,13,0,34,0,10,49,19,44,0,43,30,34,12,28,69,12,48.0,70.0,29.0,43.0,22.0,23.0,49.0,15.0,46.0,58.0,20.0,24.0,50.0,23.0,10.0,60.0,40.0,64.0,70.0,1.0,2.0,50.0,35.0,74,0,1,2,0,0,33,20,2,43,7,12,1,10,43,42,14,25,0,17,3,78,0.0,0.0,0.0,153521.0
106,106,2020-03-16,29,71,27,18,76,87,49,100,68,8,3,37,0,9,48,23,100,10,37,63,15,36,28,76,33,43.0,72.0,28.0,40.0,23.0,21.0,45.0,17.0,45.0,61.0,22.0,20.0,47.0,29.0,9.0,53.0,39.0,65.0,74.0,1.0,9.0,46.0,35.0,56,1,1,1,4,17,51,22,1,15,7,10,1,16,41,66,17,23,0,23,7,89,0.0,0.0,0.0,157293.0
107,107,2020-03-17,25,70,27,21,87,98,47,98,62,0,3,28,0,9,30,29,66,15,32,100,28,43,25,78,38,48.0,54.0,23.0,43.0,24.0,19.0,47.0,16.0,46.0,61.0,30.0,28.0,50.0,30.0,12.0,57.0,39.0,66.0,83.0,1.0,7.0,59.0,51.0,50,5,2,2,8,0,47,28,2,15,7,12,1,13,41,90,12,26,0,19,2,89,0.0,0.0,0.0,148325.0
108,108,2020-03-18,34,72,30,18,97,80,52,100,60,16,7,37,0,9,56,27,54,30,39,96,35,53,31,80,47,57.0,65.0,19.0,44.0,28.0,18.0,46.0,17.0,48.0,62.0,32.0,34.0,44.0,52.0,9.0,66.0,39.0,66.0,79.0,1.0,47.0,57.0,37.0,45,11,2,1,16,0,48,35,3,26,8,12,0,18,29,93,22,18,0,23,3,99,0.0,0.0,0.0,144330.0
109,109,2020-03-19,27,71,41,30,91,89,49,99,46,15,14,34,0,10,37,26,60,15,36,80,26,53,28,80,52,63.0,46.0,25.0,43.0,20.0,17.0,45.0,16.0,46.0,66.0,29.0,23.0,45.0,26.0,8.0,56.0,39.0,60.0,88.0,1.0,37.0,53.0,33.0,42,12,3,2,8,0,43,33,0,30,8,10,0,22,33,82,23,31,0,21,2,100,0.0,0.0,0.0,132135.0
110,110,2020-03-20,29,74,57,33,85,100,53,87,43,8,17,23,0,8,42,24,75,14,36,73,26,57,34,85,54,56.0,55.0,24.0,50.0,24.0,18.0,51.0,21.0,46.0,66.0,19.0,11.0,41.0,24.0,9.0,63.0,42.0,57.0,93.0,1.0,36.0,63.0,37.0,42,12,2,2,8,0,44,42,1,22,8,10,2,20,32,91,16,19,0,20,1,89,0.0,0.0,0.0,129138.0
111,111,2020-03-21,36,73,37,44,80,97,58,76,40,17,19,27,0,11,35,33,58,22,46,44,19,42,35,93,39,56.0,55.0,23.0,53.0,25.0,18.0,55.0,24.0,50.0,65.0,18.0,15.0,39.0,22.0,8.0,59.0,43.0,54.0,95.0,1.0,28.0,61.0,36.0,42,10,4,2,4,0,31,36,2,96,10,13,0,6,32,89,14,14,0,18,2,92,0.0,0.0,0.0,115564.0
112,112,2020-03-22,25,74,43,42,86,87,56,79,37,13,19,32,0,14,36,34,63,17,49,52,25,37,34,89,48,59.0,53.0,15.0,47.0,24.0,16.0,47.0,17.0,50.0,64.0,25.0,33.0,42.0,32.0,8.0,67.0,40.0,62.0,88.0,1.0,30.0,51.0,32.0,42,11,3,1,4,0,32,28,2,42,10,11,1,6,23,91,19,12,0,18,2,89,0.0,0.0,0.0,102181.0
113,113,2020-03-23,34,80,41,37,96,79,55,83,36,100,73,46,0,13,42,28,54,18,33,91,25,60,38,89,77,61.0,47.0,17.0,47.0,29.0,16.0,49.0,17.0,51.0,78.0,27.0,38.0,42.0,29.0,7.0,63.0,42.0,64.0,86.0,1.0,35.0,50.0,32.0,30,15,3,1,22,15,46,30,2,7,9,9,3,23,11,86,32,13,0,16,2,73,0.0,0.0,0.0,95227.0
