,Unnamed: 0,Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china,Total Doses Administered,Daily Increase,Current Hospitalized COVID-19 Patients,Number of Flights
398,398,2021-01-02,28,80,52,50,53,14,61,32,9,10,22,30,1,9,44,46,7,6,52,9,43,9,26,73,9,45.0,65.0,43.0,82.0,27.0,26.0,53.0,21.0,78.0,64.0,12.0,33.0,43.0,26.0,19.0,59.0,51.0,55.0,45.0,11.0,1.0,26.0,41.0,1,33,18,18,56,21,27,31,3,48,13,25,11,12,5,59,18,6,15,11,3,26,6001829.0,263940.0,119925.0,120291.0
399,399,2021-01-03,35,84,58,38,53,12,62,33,9,29,22,26,2,7,39,46,7,18,44,6,47,16,22,74,11,47.0,74.0,27.0,75.0,28.0,22.0,45.0,15.0,67.0,61.0,19.0,33.0,44.0,30.0,16.0,57.0,44.0,63.0,41.0,12.0,1.0,24.0,39.0,2,23,17,20,100,0,30,38,1,47,13,21,6,15,15,56,11,7,8,13,3,26,6140390.0,138561.0,120837.43,130037.0
400,400,2021-01-04,32,88,76,34,60,15,62,31,10,4,4,26,3,11,48,36,9,27,34,17,39,19,28,73,17,46.0,52.0,26.0,67.0,29.0,21.0,46.0,16.0,67.0,65.0,26.0,32.0,41.0,32.0,16.0,57.0,48.0,69.0,51.0,15.0,1.0,21.0,38.0,1,47,26,23,45,19,49,29,3,21,12,18,13,23,14,56,16,5,10,17,3,22,6796717.0,656327.0,121668.0,137935.0
401,401,2021-01-05,42,85,40,28,63,14,63,32,10,18,23,44,2,12,49,31,7,38,32,20,43,17,25,73,21,43.0,62.0,25.0,60.0,32.0,22.0,45.0,17.0,59.0,61.0,19.0,38.0,40.0,29.0,20.0,70.0,52.0,63.0,42.0,11.0,1.0,20.0,34.0,1,51,26,31,54,19,51,35,4,8,12,21,18,35,28,46,18,4,9,17,3,23,7626939.0,830222.0,122506.0,138303.0
402,402,2021-01-06,40,76,27,28,57,12,58,29,8,9,12,14,3,12,34,27,7,54,31,17,39,11,26,73,19,40.0,52.0,32.0,69.0,23.0,20.0,41.0,14.0,60.0,64.0,19.0,100.0,39.0,35.0,18.0,46.0,54.0,62.0,45.0,10.0,1.0,20.0,35.0,1,42,20,30,62,0,46,24,4,29,11,20,9,32,5,45,23,8,8,50,9,23,8646730.0,1019791.0,123306.14,138576.0
403,403,2021-01-07,30,84,52,20,59,13,57,30,8,4,4,38,3,13,29,23,6,22,35,14,33,12,22,75,21,39.0,70.0,31.0,65.0,27.0,20.0,45.0,16.0,64.0,63.0,21.0,62.0,41.0,32.0,18.0,69.0,52.0,66.0,47.0,10.0,1.0,21.0,39.0,1,30,19,32,67,0,50,32,3,17,12,92,14,31,18,46,16,9,50,71,11,23,9815462.0,1168732.0,124047.57,141572.0
404,404,2021-01-08,36,78,25,26,57,11,60,30,9,9,4,24,1,11,31,25,7,17,47,16,48,12,24,66,17,41.0,51.0,41.0,74.0,25.0,36.0,49.0,20.0,66.0,61.0,10.0,28.0,39.0,24.0,19.0,63.0,47.0,53.0,42.0,9.0,1.0,26.0,40.0,1,26,19,37,41,0,48,22,1,4,12,83,9,32,0,66,21,7,20,45,7,26,11050513.0,1235051.0,124998.57,139866.0
405,405,2021-01-09,29,77,30,30,48,12,62,28,8,15,0,16,2,8,43,30,6,0,46,9,47,8,22,81,11,37.0,52.0,50.0,79.0,30.0,37.0,51.0,20.0,71.0,58.0,11.0,16.0,39.0,29.0,17.0,43.0,46.0,54.0,41.0,8.0,1.0,23.0,40.0,1,18,25,34,65,0,32,29,4,37,13,41,9,26,0,65,13,2,11,45,6,28,11558930.0,508417.0,125525.0,133933.0
406,406,2021-01-10,30,69,40,32,53,12,68,29,7,19,8,6,2,7,40,31,6,18,46,7,56,12,20,65,11,38.0,74.0,35.0,70.0,30.0,28.0,49.0,14.0,66.0,60.0,16.0,33.0,42.0,30.0,16.0,75.0,53.0,62.0,46.0,7.0,1.0,21.0,38.0,1,12,19,27,44,0,26,22,1,37,13,26,11,28,5,56,21,2,5,33,5,26,11809677.0,250747.0,125678.0,132867.0
407,407,2021-01-11,32,85,39,26,60,13,64,27,8,0,16,26,3,12,38,27,7,44,36,14,57,14,25,71,21,40.0,75.0,28.0,75.0,33.0,23.0,47.0,17.0,67.0,63.0,21.0,32.0,40.0,41.0,15.0,59.0,54.0,70.0,51.0,9.0,1.0,23.0,37.0,1,16,36,28,53,0,52,25,3,4,12,17,9,37,0,48,18,11,4,36,5,25,12879062.0,1069385.0,125693.43,135168.0
408,408,2021-01-12,30,83,43,28,64,11,63,30,8,13,12,41,2,11,52,29,7,17,36,15,57,12,27,75,24,38.0,53.0,24.0,62.0,28.0,23.0,45.0,15.0,70.0,65.0,20.0,37.0,42.0,35.0,14.0,54.0,49.0,75.0,51.0,8.0,1.0,22.0,39.0,1,16,37,37,18,0,53,33,1,17,12,19,5,40,0,43,22,6,4,33,4,25,14136043.0,1256981.0,125448.14,139964.0
409,409,2021-01-13,35,87,60,30,67,13,65,30,8,0,20,24,1,8,42,28,7,23,36,16,59,11,26,77,24,38.0,62.0,21.0,63.0,33.0,22.0,47.0,17.0,67.0,66.0,20.0,37.0,43.0,35.0,15.0,56.0,48.0,72.0,57.0,9.0,1.0,21.0,39.0,1,15,45,40,51,0,53,32,3,9,12,19,9,47,5,57,18,10,3,40,4,24,15458227.0,1322184.0,125016.0,151105.0
410,410,2021-01-14,36,87,38,23,64,14,66,28,8,0,20,57,2,9,46,27,7,11,41,16,64,13,26,70,24,35.0,61.0,33.0,67.0,34.0,22.0,47.0,20.0,69.0,65.0,22.0,32.0,41.0,36.0,14.0,69.0,48.0,70.0,67.0,9.0,1.0,23.0,40.0,1,18,64,44,32,19,56,33,1,17,12,17,3,61,9,48,18,7,4,32,8,24,16773015.0,1314788.0,125683.0,152648.0
411,411,2021-01-15,27,78,22,28,60,12,63,27,6,13,28,45,3,12,34,29,6,67,40,14,61,11,23,76,18,33.0,64.0,30.0,73.0,24.0,21.0,48.0,19.0,71.0,60.0,11.0,17.0,41.0,31.0,16.0,60.0,47.0,58.0,50.0,9.0,1.0,27.0,44.0,1,21,48,41,28,0,52,28,2,21,13,13,13,60,19,57,13,5,7,20,11,24,18028223.0,1255208.0,125129.71,143574.0
412,412,2021-01-16,29,70,61,40,51,12,65,28,6,5,9,26,3,7,24,31,5,6,47,8,59,8,21,75,11,34.0,57.0,41.0,85.0,27.0,22.0,53.0,23.0,78.0,58.0,11.0,11.0,50.0,33.0,16.0,61.0,47.0,59.0,49.0,9.0,1.0,27.0,41.0,1,14,27,38,30,0,32,27,4,61,14,18,8,20,20,61,12,3,3,18,6,25,18676707.0,648484.0,124402.0,126077.0
413,413,2021-01-17,29,72,47,34,51,11,64,26,6,10,25,29,1,7,38,32,5,18,46,8,67,13,21,67,11,36.0,58.0,22.0,81.0,35.0,21.0,53.0,18.0,71.0,61.0,15.0,18.0,44.0,31.0,12.0,65.0,49.0,67.0,51.0,10.0,1.0,25.0,44.0,1,11,29,29,84,0,33,23,4,56,14,13,6,21,20,60,19,5,1,17,7,25,18981286.0,304579.0,123595.57,124504.0
414,414,2021-01-18,34,82,36,36,61,10,64,29,7,0,4,31,5,7,43,28,6,24,38,10,52,14,23,75,12,37.0,71.0,25.0,59.0,34.0,21.0,47.0,17.0,71.0,64.0,23.0,37.0,43.0,33.0,14.0,53.0,55.0,75.0,51.0,9.0,1.0,22.0,41.0,1,12,49,29,33,0,43,20,1,40,13,13,9,25,20,53,26,7,1,17,8,23,19864811.0,883525.0,122596.57,137202.0
415,415,2021-01-19,33,88,34,30,67,9,64,29,6,9,24,42,4,11,59,29,6,34,38,16,42,15,26,83,24,34.0,63.0,23.0,60.0,30.0,23.0,55.0,15.0,64.0,60.0,23.0,33.0,40.0,35.0,15.0,61.0,48.0,67.0,49.0,9.0,1.0,20.0,36.0,1,13,55,38,18,0,58,22,4,13,13,10,13,48,9,47,20,5,2,25,15,23,21209505.0,1344694.0,121513.0,138651.0
416,416,2021-01-20,38,85,21,24,64,9,63,28,6,13,12,50,3,14,37,34,5,28,33,13,38,13,23,76,23,32.0,50.0,32.0,63.0,36.0,23.0,54.0,16.0,68.0,65.0,25.0,30.0,40.0,37.0,12.0,56.0,55.0,70.0,52.0,9.0,1.0,25.0,38.0,1,13,37,36,63,19,53,17,3,4,12,13,6,52,0,53,21,5,3,64,65,26,22809883.0,1600378.0,120193.71,142017.0
417,417,2021-01-21,31,88,28,31,66,10,61,27,6,9,8,38,6,13,40,26,6,22,32,15,38,13,23,78,23,32.0,72.0,30.0,60.0,31.0,23.0,49.0,17.0,68.0,59.0,22.0,38.0,43.0,39.0,13.0,49.0,48.0,74.0,53.0,9.0,2.0,21.0,40.0,1,16,40,38,68,38,56,16,0,4,12,15,8,52,9,56,21,12,3,33,53,25,24438421.0,1628538.0,117446.14,147337.0
418,418,2021-01-22,37,79,34,28,65,10,63,26,6,0,8,45,3,12,57,25,7,11,36,14,49,12,25,74,19,31.0,60.0,31.0,69.0,30.0,22.0,53.0,19.0,68.0,60.0,15.0,21.0,43.0,32.0,15.0,65.0,46.0,60.0,45.0,8.0,2.0,26.0,45.0,1,15,57,39,60,0,52,16,0,21,13,12,6,37,5,58,20,8,2,20,31,24,26064234.0,1625813.0,115749.14,148183.0
419,419,2021-01-23,27,72,48,37,53,11,68,26,6,25,13,23,3,10,48,32,6,43,54,7,68,8,24,76,11,30.0,46.0,30.0,78.0,27.0,23.0,57.0,21.0,72.0,58.0,12.0,25.0,44.0,42.0,14.0,59.0,49.0,59.0,45.0,8.0,2.0,28.0,42.0,1,13,37,33,30,21,33,25,2,33,14,16,9,13,10,60,18,6,2,16,23,24,26970272.0,906038.0,113910.0,125375.0
420,420,2021-01-24,32,79,61,35,56,10,68,26,5,15,9,39,1,8,39,31,5,24,42,8,81,13,25,67,11,33.0,59.0,23.0,69.0,37.0,22.0,49.0,16.0,70.0,59.0,24.0,49.0,59.0,40.0,14.0,65.0,48.0,75.0,46.0,8.0,2.0,23.0,42.0,1,11,39,30,40,0,34,24,5,9,13,14,8,20,15,60,23,0,2,12,17,24,27364757.0,394485.0,111956.0,114449.0
421,421,2021-01-25,32,93,21,30,71,13,67,25,6,9,12,35,2,12,48,26,7,33,34,14,59,17,24,76,22,32.0,67.0,21.0,59.0,28.0,22.0,47.0,14.0,69.0,62.0,25.0,36.0,43.0,40.0,14.0,52.0,56.0,75.0,49.0,9.0,2.0,20.0,43.0,1,14,60,28,36,0,60,18,4,29,14,12,9,48,5,46,20,2,2,11,15,28,28736057.0,1371300.0,109951.71,121921.0
422,422,2021-01-26,31,87,22,29,70,11,65,27,7,5,19,53,2,13,36,26,6,17,36,13,46,13,28,77,25,32.0,67.0,29.0,61.0,33.0,21.0,45.0,18.0,71.0,64.0,25.0,37.0,43.0,37.0,14.0,61.0,55.0,78.0,53.0,8.0,3.0,20.0,41.0,1,14,85,31,41,0,56,20,2,13,13,14,10,46,9,52,21,6,1,11,13,24,30395593.0,1659536.0,107861.71,128840.0
423,423,2021-01-27,32,90,33,26,69,10,66,26,7,18,19,62,4,12,55,24,5,28,37,17,53,12,24,76,24,30.0,66.0,30.0,58.0,37.0,22.0,44.0,17.0,68.0,61.0,28.0,32.0,40.0,35.0,14.0,70.0,48.0,72.0,53.0,9.0,3.0,20.0,40.0,1,12,47,38,45,0,59,15,0,4,13,13,9,38,14,50,14,10,4,9,11,26,32324490.0,1928897.0,105797.29,134364.0
424,424,2021-01-28,38,88,34,27,68,8,66,26,7,9,12,26,3,27,43,25,5,5,34,14,60,13,26,73,24,28.0,66.0,23.0,59.0,34.0,21.0,44.0,17.0,68.0,60.0,27.0,33.0,43.0,37.0,19.0,61.0,53.0,72.0,52.0,9.0,3.0,21.0,42.0,1,12,45,39,27,19,59,18,3,4,13,13,13,64,9,49,15,9,2,8,11,27,34283414.0,1958924.0,103841.43,139448.0
425,425,2021-01-29,35,83,50,30,68,11,63,25,5,5,4,27,2,28,61,22,5,28,36,15,54,12,21,74,18,27.0,47.0,26.0,71.0,28.0,23.0,46.0,23.0,72.0,56.0,15.0,20.0,44.0,37.0,19.0,70.0,47.0,63.0,47.0,9.0,3.0,24.0,47.0,1,11,49,37,41,19,55,18,5,9,13,15,9,75,5,66,13,5,2,7,9,26,36195259.0,1911845.0,101628.0,146372.0
426,426,2021-01-30,46,80,49,42,57,8,66,28,5,0,4,37,3,14,44,30,4,19,40,8,77,10,20,77,12,26.0,62.0,42.0,75.0,37.0,23.0,53.0,21.0,76.0,57.0,15.0,15.0,40.0,34.0,19.0,77.0,51.0,59.0,44.0,7.0,4.0,26.0,44.0,1,11,33,35,77,0,37,19,2,29,16,11,10,29,11,64,26,8,1,7,8,25,37212180.0,1016921.0,99434.0,129361.0
427,427,2021-01-31,28,79,66,31,60,9,62,26,7,10,13,34,3,12,35,30,4,6,45,7,55,12,25,81,12,27.0,50.0,18.0,63.0,38.0,21.0,46.0,17.0,68.0,59.0,23.0,33.0,44.0,35.0,17.0,63.0,53.0,68.0,49.0,8.0,4.0,21.0,42.0,1,10,27,28,56,0,38,16,5,33,16,9,5,21,11,55,22,3,2,8,7,25,37670398.0,458218.0,97234.29,118899.0
428,428,2021-02-01,40,83,28,28,69,9,66,25,6,13,8,38,5,16,62,24,5,11,36,15,49,15,27,76,21,27.0,65.0,29.0,61.0,32.0,20.0,45.0,17.0,68.0,61.0,25.0,39.0,42.0,46.0,18.0,53.0,57.0,74.0,49.0,9.0,4.0,20.0,39.0,1,12,45,23,27,0,59,11,2,13,14,10,5,51,5,44,24,5,1,6,7,23,39048766.0,1378368.0,94999.43,121137.0
429,429,2021-02-02,38,91,37,26,68,9,67,25,6,9,4,38,4,12,45,24,4,33,35,16,55,12,28,81,23,27.0,59.0,22.0,65.0,35.0,23.0,47.0,17.0,72.0,63.0,27.0,34.0,44.0,50.0,17.0,67.0,54.0,75.0,51.0,11.0,2.0,24.0,40.0,1,14,43,31,23,0,59,14,3,25,15,55,8,49,5,54,28,6,3,6,7,22,40742109.0,1693343.0,92781.86,127998.0
430,430,2021-02-03,33,88,38,29,71,10,70,27,6,5,0,33,4,14,68,24,5,28,34,17,41,13,28,88,24,26.0,68.0,21.0,66.0,32.0,23.0,45.0,17.0,70.0,63.0,26.0,33.0,44.0,49.0,18.0,68.0,58.0,73.0,52.0,11.0,2.0,21.0,41.0,1,15,53,37,28,19,63,17,1,4,15,73,11,48,14,54,22,6,3,6,7,23,42877167.0,2135058.0,90638.43,145808.0
431,431,2021-02-04,30,85,47,28,72,11,66,27,7,5,4,36,4,14,66,25,5,28,33,16,42,10,27,89,24,24.0,46.0,30.0,68.0,34.0,23.0,47.0,17.0,69.0,60.0,28.0,38.0,46.0,40.0,19.0,58.0,49.0,78.0,51.0,9.0,2.0,23.0,41.0,1,15,43,39,28,0,57,12,2,9,14,30,7,65,5,54,19,7,1,6,6,24,45219821.0,2342654.0,88477.43,151090.0
432,432,2021-02-05,41,86,45,32,70,9,66,26,6,5,8,40,5,12,33,27,5,40,38,15,53,10,27,75,20,24.0,53.0,36.0,72.0,28.0,23.0,51.0,22.0,70.0,59.0,16.0,14.0,43.0,37.0,20.0,57.0,50.0,60.0,47.0,7.0,1.0,23.0,45.0,1,21,41,40,47,0,53,11,2,22,14,17,8,54,5,62,16,8,2,6,7,24,47571875.0,2352054.0,86526.57,146221.0
433,433,2021-02-06,28,81,28,35,56,11,66,28,6,5,9,53,5,11,42,26,4,25,52,6,47,8,22,81,12,22.0,45.0,17.0,80.0,36.0,22.0,57.0,19.0,71.0,58.0,12.0,15.0,48.0,43.0,22.0,74.0,49.0,57.0,43.0,7.0,1.0,26.0,39.0,1,18,29,42,36,0,39,12,2,24,16,17,9,21,5,48,6,4,3,6,6,24,48870281.0,1298406.0,84654.71,123893.0
434,434,2021-02-07,34,70,34,34,57,9,66,30,5,24,25,23,6,8,47,26,4,0,42,7,61,12,21,71,11,24.0,57.0,18.0,68.0,46.0,22.0,66.0,15.0,63.0,58.0,24.0,24.0,54.0,61.0,18.0,64.0,47.0,100.0,43.0,7.0,1.0,20.0,39.0,1,13,28,31,20,0,36,10,4,28,16,13,7,35,5,63,12,7,2,6,6,22,49313684.0,443403.0,82764.71,110960.0
435,435,2021-02-08,40,82,30,29,68,10,61,27,6,9,4,44,3,10,48,23,4,33,43,14,59,13,25,77,18,27.0,50.0,16.0,61.0,30.0,21.0,47.0,17.0,69.0,61.0,26.0,31.0,43.0,48.0,23.0,46.0,59.0,78.0,50.0,6.0,2.0,22.0,40.0,1,15,46,25,4,0,56,11,3,21,14,17,9,43,5,53,18,11,2,7,5,20,50889933.0,1576249.0,80843.71,132614.0
436,436,2021-02-09,42,88,29,24,73,8,67,28,8,5,8,40,5,12,51,24,4,6,32,16,54,12,23,89,24,24.0,54.0,30.0,62.0,32.0,21.0,47.0,16.0,68.0,65.0,23.0,29.0,43.0,41.0,19.0,48.0,57.0,82.0,51.0,7.0,2.0,21.0,40.0,1,16,59,31,28,20,63,16,2,18,14,14,5,47,10,67,28,7,4,9,5,22,52861216.0,1971283.0,78963.43,129433.0
437,437,2021-02-10,34,92,41,31,74,10,66,26,6,13,4,51,3,12,38,22,5,28,35,17,52,10,24,88,30,22.0,55.0,25.0,59.0,30.0,24.0,45.0,17.0,65.0,60.0,26.0,32.0,44.0,44.0,20.0,49.0,54.0,74.0,50.0,6.0,2.0,21.0,41.0,1,14,56,39,28,19,63,8,4,22,14,9,7,59,14,57,14,9,2,10,4,22,55161995.0,2300779.0,76935.14,138101.0
438,438,2021-02-11,32,85,22,26,73,12,61,25,6,0,8,45,4,11,63,22,6,28,34,15,48,9,24,79,27,21.0,54.0,23.0,61.0,24.0,22.0,43.0,16.0,67.0,63.0,23.0,25.0,43.0,49.0,21.0,54.0,55.0,69.0,43.0,6.0,1.0,20.0,43.0,1,13,57,39,18,0,62,15,5,4,15,11,5,56,0,66,13,8,3,9,4,24,57564796.0,2402801.0,74892.86,131937.0
439,439,2021-02-12,39,78,58,24,66,8,65,25,5,0,0,49,5,11,55,21,6,18,34,13,76,11,24,72,19,18.0,50.0,25.0,68.0,26.0,22.0,48.0,21.0,71.0,57.0,12.0,15.0,46.0,33.0,24.0,56.0,49.0,62.0,45.0,5.0,1.0,22.0,44.0,1,13,58,40,14,39,52,11,5,9,14,14,9,45,14,63,12,5,2,9,5,25,60146200.0,2581404.0,72839.14,129580.0
440,440,2021-02-13,38,68,24,34,54,9,66,25,5,0,4,30,6,11,26,26,4,13,37,7,46,6,22,79,12,19.0,51.0,23.0,74.0,24.0,20.0,50.0,23.0,72.0,57.0,10.0,16.0,41.0,38.0,21.0,59.0,46.0,59.0,45.0,5.0,1.0,22.0,42.0,1,11,41,39,51,64,35,12,1,19,14,15,6,22,5,68,11,5,2,20,5,24,61617614.0,1471414.0,70826.29,107369.0
441,441,2021-02-14,27,73,31,32,56,8,63,22,5,5,4,26,3,10,30,25,4,19,39,8,51,11,19,78,11,19.0,58.0,36.0,58.0,33.0,20.0,49.0,19.0,65.0,57.0,15.0,12.0,46.0,35.0,17.0,57.0,48.0,68.0,44.0,4.0,1.0,21.0,42.0,1,9,40,31,15,21,31,8,1,47,15,13,4,23,26,79,8,8,1,16,4,23,62208817.0,591203.0,68232.29,102833.0
442,442,2021-02-15,44,84,37,30,66,8,67,24,4,14,25,67,7,26,32,25,4,24,38,12,61,11,22,59,13,20.0,63.0,27.0,54.0,26.0,21.0,47.0,16.0,63.0,55.0,24.0,17.0,46.0,41.0,17.0,55.0,53.0,70.0,42.0,4.0,1.0,19.0,43.0,1,12,49,26,20,41,51,10,6,14,15,9,7,22,10,65,12,6,1,9,5,22,63385016.0,1176199.0,66144.14,108146.0
443,443,2021-02-16,43,84,33,29,69,7,74,24,4,5,12,46,5,22,65,25,4,47,34,15,49,13,22,67,19,18.0,65.0,26.0,61.0,22.0,22.0,45.0,19.0,60.0,61.0,23.0,23.0,51.0,41.0,18.0,42.0,53.0,69.0,42.0,4.0,1.0,20.0,42.0,1,12,45,27,19,0,58,9,3,9,14,10,7,38,5,67,14,9,1,7,4,21,65004179.0,1619163.0,64140.57,117876.0
444,444,2021-02-17,100,83,38,22,69,8,68,24,6,0,8,52,3,15,54,23,4,23,32,16,55,14,24,68,20,19.0,59.0,17.0,53.0,24.0,23.0,48.0,16.0,63.0,59.0,21.0,26.0,49.0,45.0,18.0,60.0,57.0,69.0,46.0,5.0,1.0,22.0,41.0,1,12,49,29,61,19,61,8,2,9,13,15,2,55,29,47,12,10,1,8,7,22,66966690.0,1962511.0,62664.43,141512.0
445,445,2021-02-18,87,82,51,28,73,7,72,25,5,9,4,52,3,13,48,23,4,11,31,14,50,11,24,74,21,17.0,50.0,21.0,65.0,26.0,23.0,49.0,17.0,66.0,61.0,24.0,25.0,45.0,34.0,18.0,61.0,49.0,71.0,47.0,3.0,1.0,21.0,43.0,1,12,44,30,5,19,60,11,1,4,14,14,3,44,29,57,27,8,1,6,6,23,68821325.0,1854635.0,61013.57,131775.0
446,446,2021-02-19,49,80,48,24,68,8,66,24,5,9,24,31,3,13,59,21,4,34,34,12,73,9,25,81,18,18.0,55.0,24.0,74.0,27.0,34.0,49.0,22.0,71.0,56.0,14.0,15.0,46.0,34.0,23.0,59.0,53.0,68.0,46.0,4.0,1.0,28.0,53.0,1,12,54,32,9,20,52,10,1,9,14,15,3,57,0,66,14,14,1,5,6,25,70786221.0,1964896.0,59490.0,139089.0
447,447,2021-02-20,44,80,18,34,60,9,71,25,5,0,13,31,3,10,50,27,4,7,41,10,57,7,23,85,12,18.0,67.0,28.0,78.0,29.0,42.0,52.0,21.0,75.0,56.0,14.0,15.0,44.0,37.0,20.0,61.0,53.0,62.0,42.0,4.0,1.0,25.0,52.0,1,11,31,33,32,0,37,9,6,34,16,12,2,21,32,64,8,11,1,4,4,24,72090374.0,1304153.0,58020.29,144724.0
448,448,2021-02-21,41,84,57,30,61,9,72,25,6,10,18,31,3,9,55,29,4,32,42,8,64,9,24,80,11,19.0,75.0,20.0,63.0,31.0,33.0,49.0,16.0,71.0,59.0,25.0,32.0,45.0,43.0,16.0,69.0,56.0,76.0,49.0,4.0,1.0,23.0,47.0,1,10,27,29,37,0,35,9,1,15,16,12,1,22,11,52,17,5,2,4,4,24,72684525.0,594151.0,57201.86,143098.0
449,449,2021-02-22,42,94,43,23,76,8,76,24,6,0,8,41,5,12,56,24,5,33,31,15,45,13,25,78,18,19.0,62.0,19.0,67.0,28.0,26.0,49.0,15.0,67.0,62.0,26.0,35.0,44.0,52.0,17.0,52.0,60.0,75.0,49.0,4.0,1.0,21.0,44.0,1,13,36,26,23,19,69,9,3,25,15,12,5,45,18,49,18,5,1,5,4,21,74143702.0,1459177.0,55908.57,141073.0
450,450,2021-02-23,41,100,23,24,76,9,74,25,5,9,12,43,7,13,43,26,5,40,31,16,51,9,24,68,22,19.0,68.0,18.0,62.0,33.0,25.0,48.0,16.0,69.0,64.0,28.0,29.0,44.0,47.0,15.0,68.0,58.0,78.0,49.0,4.0,1.0,21.0,42.0,1,15,42,30,9,0,62,7,2,22,14,12,7,51,0,53,13,7,1,5,4,22,76078144.0,1934442.0,54556.57,157214.0
451,451,2021-02-24,48,92,66,27,74,9,72,25,6,18,8,30,5,12,55,23,4,28,30,16,64,12,28,81,22,19.0,63.0,19.0,60.0,29.0,26.0,46.0,16.0,66.0,62.0,27.0,31.0,46.0,45.0,16.0,61.0,57.0,76.0,49.0,4.0,1.0,22.0,43.0,1,14,51,33,28,58,62,10,4,26,14,9,3,55,19,62,13,9,2,4,5,21,78601361.0,2523217.0,52958.86,166192.0
452,452,2021-02-25,39,92,63,32,76,9,65,25,5,5,8,52,5,10,62,21,4,17,33,14,50,9,25,75,23,18.0,54.0,25.0,57.0,37.0,25.0,45.0,19.0,68.0,59.0,21.0,32.0,46.0,46.0,14.0,63.0,55.0,70.0,47.0,6.0,1.0,21.0,43.0,1,13,53,42,9,0,60,11,5,9,14,9,5,55,24,58,9,9,1,4,5,22,81535436.0,2934075.0,51572.14,168661.0
453,453,2021-02-26,30,84,19,32,71,9,65,23,5,5,4,40,5,13,44,20,4,23,35,14,41,10,24,79,18,18.0,49.0,27.0,72.0,26.0,24.0,49.0,21.0,72.0,55.0,12.0,25.0,46.0,33.0,15.0,59.0,51.0,64.0,45.0,4.0,1.0,24.0,49.0,1,17,46,40,5,20,58,8,1,22,14,9,3,55,14,55,23,4,2,5,8,23,84645650.0,3110214.0,50157.14,165237.0
454,454,2021-02-27,22,75,18,36,53,9,60,25,4,5,9,37,3,11,34,25,4,32,38,9,60,7,23,77,12,18.0,68.0,37.0,72.0,29.0,24.0,51.0,22.0,73.0,56.0,13.0,15.0,41.0,42.0,16.0,61.0,59.0,61.0,41.0,3.0,1.0,25.0,46.0,1,25,55,45,26,22,37,5,2,29,15,13,4,38,11,75,22,4,3,6,6,23,86638306.0,1992656.0,48810.29,135380.0
455,455,2021-02-28,35,80,42,31,60,9,60,25,4,5,9,41,7,9,46,27,4,13,40,9,59,11,26,78,11,19.0,66.0,20.0,64.0,29.0,24.0,50.0,17.0,71.0,60.0,24.0,32.0,46.0,49.0,13.0,66.0,57.0,74.0,46.0,3.0,1.0,22.0,44.0,1,16,25,41,10,0,39,8,4,34,14,10,5,28,5,62,14,6,3,12,4,24,87492096.0,853790.0,47505.86,131584.0
456,456,2021-03-01,41,93,32,26,73,8,62,24,5,9,12,45,8,10,62,24,5,34,34,14,36,15,24,75,20,18.0,68.0,18.0,54.0,32.0,23.0,47.0,16.0,70.0,64.0,29.0,36.0,47.0,48.0,15.0,73.0,59.0,78.0,49.0,4.0,1.0,20.0,45.0,1,18,49,31,18,0,62,10,1,9,13,6,2,65,9,52,22,10,1,8,4,22,89533211.0,2041115.0,46195.57,144526.0
457,457,2021-03-02,43,91,35,24,76,6,70,24,5,5,8,52,36,11,54,24,5,11,33,14,56,13,29,83,22,18.0,56.0,23.0,66.0,26.0,24.0,44.0,17.0,69.0,63.0,28.0,36.0,44.0,48.0,15.0,69.0,57.0,80.0,45.0,5.0,1.0,19.0,44.0,1,18,59,39,23,19,65,10,2,4,13,7,5,72,5,42,16,4,3,5,5,22,91992938.0,2459727.0,44880.43,157518.0
458,458,2021-03-03,38,88,41,27,67,7,70,25,6,9,12,51,66,13,57,21,4,28,31,16,55,9,26,70,21,18.0,58.0,12.0,66.0,31.0,24.0,44.0,19.0,70.0,62.0,27.0,51.0,46.0,46.0,16.0,64.0,58.0,76.0,49.0,3.0,1.0,21.0,44.0,1,19,69,44,14,19,65,9,3,21,13,12,5,69,14,57,15,2,4,4,5,22,94891257.0,2898319.0,43658.86,170167.0
459,459,2021-03-04,36,89,45,22,72,9,68,24,5,0,0,64,53,12,50,20,4,23,33,14,41,10,29,72,21,17.0,62.0,22.0,61.0,30.0,25.0,43.0,19.0,66.0,60.0,24.0,46.0,46.0,37.0,14.0,67.0,59.0,73.0,48.0,4.0,1.0,21.0,46.0,1,21,74,47,19,0,59,10,1,9,13,9,1,61,14,51,12,8,3,4,5,23,98090996.0,3199739.0,42504.0,169762.0
