,Date,MRNA_Open,MRNA_Close,MRNA_Difference,MRNA_Volume,JNJ_Open,JNJ_Close,JNJ_Difference,JNJ_Volume,BTNX_Open,BTNX_Close,BTNX_Difference,BTNX_Volume,DJIA_Open,DJIA_Close,DJIA_Difference,DJIA_Volume,PFE_Open,PFE_Close,PFE_Difference,PFE_Volume,AZN_Open,AZN_Close,AZN_Difference,AZN_Volume, NVAX_Open , NVAX_Close ,NVAX_Difference,NVAX_Volume,Total Doses Administered,Daily Increase,Number of Flights,Current Hospitalized COVID-19 Patients,Unnamed: 0,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake,toilet paper,stimulus,vaccines near me,vaccine side effects,how to get my taste back,anti-depressant,mental health,can dogs get covid,doritos locos tacos,best hikes near me,tiktok,jeff bezos net worth,what is ivermectin,what is mrna,bill gates population control,ubereats,instacart jobs,gig economy,stimmy,trump,biden,china
462,2021-10-01,358.33,341.09,17.24,34351300,161.53,160.47,1.06,8568300,251.0,254.79,-3.79,6885400,"33,930.70","34,326.46",-395.76,"427,580,000",42.52,42.93,-0.41,38483000,59.29,59.68,-0.39,6071500,190.91,181.6,9.31,17547800,401440726.0,1290835.0,206736.0,70494.29,670,31,81,31,24,59,14,52,29,7,5,4,100,9,9,51,13,3,19,34,13,61,3,25,71,10,20.0,52.0,32.0,71.0,34.0,25.0,38.0,22.0,63.0,56.0,8.0,10.0,47.0,27.0,21.0,93.0,46.0,60.0,41.0,20.0,1.0,25.0,50.0,1,2,17,17,66,43,60,7,3,48,13,12,22,28,0,58,15,4,0,2,3,23
463,2021-10-04,308.88,325.84,-16.96,23331500,159.99,159.22,0.77,8620700,234.93,248.9,-13.97,3719000,"34,312.96","34,002.92",310.04,"396,860,000",42.93,42.42,0.51,28906500,60.05,60.54,-0.49,6926100,166.81,178.27,-11.46,5747800,403403023.0,973235.0,177405.0,66364.57,673,49,85,32,20,65,17,50,28,8,9,12,37,8,9,43,15,3,29,53,14,45,5,24,61,11,24.0,70.0,6.0,58.0,32.0,25.0,39.0,17.0,69.0,61.0,18.0,32.0,47.0,35.0,17.0,63.0,51.0,74.0,49.0,19.0,1.0,21.0,44.0,1,2,18,14,24,0,69,12,2,32,13,12,17,29,5,44,12,13,0,2,3,22
464,2021-10-05,331.0,332.11,-1.11,11637500,159.86,159.58,0.28,5129000,253.95,250.12,3.83,2038500,"34,035.25","34,314.67",-279.42,"311,520,000",42.53,42.32,0.21,19342600,60.13,59.89,0.24,4139300,181.5,170.0,11.5,4599900,404408086.0,1005063.0,181512.0,65086.14,674,42,88,20,20,67,15,55,29,8,10,17,36,8,9,69,15,3,37,31,18,48,5,28,64,12,22.0,89.0,13.0,55.0,37.0,23.0,41.0,16.0,69.0,67.0,20.0,31.0,45.0,42.0,18.0,61.0,52.0,76.0,52.0,16.0,1.0,20.0,41.0,1,2,13,15,30,62,69,13,0,5,12,14,33,27,5,44,16,4,1,2,3,23
465,2021-10-06,318.71,302.42,16.29,17457400,159.87,159.91,-0.04,7312600,246.96,236.14,10.82,2434200,"34,198.96","34,416.99",-218.03,"322,170,000",42.06,42.02,0.04,30483800,59.64,59.86,-0.22,6688300,163.99,161.89,2.1,4912500,405427983.0,1019897.0,189058.0,63901.29,675,44,87,37,24,64,17,55,31,10,14,8,57,8,11,32,13,3,24,31,17,50,4,27,74,11,21.0,70.0,10.0,59.0,95.0,25.0,39.0,19.0,70.0,67.0,19.0,27.0,47.0,34.0,24.0,47.0,54.0,76.0,48.0,16.0,1.0,22.0,44.0,1,2,16,17,34,0,78,11,3,32,12,12,18,26,15,48,22,10,2,2,3,22
466,2021-10-07,295.46,309.36,-13.9,15791000,160.02,161.34,-1.32,5309200,235.8,246.57,-10.77,2585500,"34,509.72","34,754.94",-245.22,"273,290,000",42.52,42.74,-0.22,19778300,59.57,60.37,-0.8,3820400,163.25,165.68,-2.43,3159500,406424422.0,996439.0,198249.0,62900.86,676,40,84,44,19,66,16,55,31,9,10,9,39,12,8,83,14,3,37,30,15,40,4,26,74,11,19.0,58.0,23.0,58.0,43.0,25.0,38.0,19.0,70.0,63.0,15.0,21.0,49.0,35.0,20.0,58.0,50.0,67.0,46.0,14.0,1.0,22.0,47.0,1,2,18,17,25,21,71,12,0,15,13,11,35,36,16,50,15,5,0,2,3,52
467,2021-10-08,310.8,304.91,5.89,10620500,161.32,160.93,0.39,4343200,252.03,245.95,6.08,1913300,"34,757.57","34,746.25",11.32,"238,080,000",42.73,42.45,0.28,12770200,60.7,60.61,0.09,3113400,165.33,164.05,1.28,3283000,407556229.0,1131807.0,201562.0,61720.86,677,52,83,60,32,59,14,54,27,9,15,13,87,18,6,49,13,3,38,29,12,53,3,26,68,9,17.0,63.0,14.0,75.0,95.0,26.0,41.0,23.0,58.0,58.0,9.0,12.0,49.0,32.0,23.0,69.0,44.0,60.0,38.0,14.0,1.0,24.0,50.0,1,2,18,17,16,22,66,13,2,44,12,12,14,26,16,53,17,15,1,2,3,31
468,2021-10-11,299.32,305.1,-5.78,7625800,160.86,160.25,0.61,4101600,244.0,243.02,0.98,1244400,"34,723.79","34,496.06",227.73,"256,820,000",42.45,42.06,0.39,11984200,61.04,60.8,0.24,3753500,161.64,165.39,-3.75,2675200,409247728.0,847360.0,181367.0,58457.57,680,43,91,34,29,69,16,56,31,8,5,0,46,7,9,48,15,3,25,35,13,58,4,27,65,9,20.0,71.0,10.0,59.0,52.0,39.0,41.0,18.0,67.0,65.0,18.0,22.0,47.0,49.0,18.0,70.0,52.0,73.0,51.0,14.0,1.0,21.0,43.0,1,2,15,13,20,21,91,9,1,38,12,10,13,36,5,45,14,3,0,2,2,47
469,2021-10-12,313.04,311.13,1.9,10193200,160.0,157.69,2.31,6686400,247.73,243.77,3.96,1292000,"34,507.15","34,378.34",128.81,"319,010,000",42.16,41.85,0.31,16222300,60.79,60.27,0.52,2746200,166.02,163.22,2.8,2233600,410163831.0,916103.0,181111.0,57541.86,681,39,91,27,25,67,18,53,29,9,5,4,82,9,9,48,14,3,19,32,17,73,4,27,61,11,20.0,51.0,16.0,55.0,91.0,29.0,41.0,19.0,66.0,67.0,17.0,30.0,47.0,47.0,17.0,61.0,51.0,75.0,45.0,13.0,1.0,21.0,43.0,1,2,17,14,15,0,79,11,3,19,12,14,18,33,5,46,9,8,0,2,3,28
470,2021-10-13,314.9,321.5,-6.6,12770600,157.82,159.2,-1.38,6901100,247.07,249.4,-2.33,1437700,"34,372.71","34,377.81",-5.1,"316,220,000",41.75,41.42,0.33,28205700,60.01,60.45,-0.44,4452600,164.09,166.39,-2.3,4450300,411057740.0,893909.0,191916.0,56630.57,682,38,91,31,26,65,17,55,31,9,0,4,60,9,9,69,14,3,25,55,14,64,6,28,64,11,18.0,73.0,16.0,58.0,58.0,28.0,41.0,18.0,70.0,67.0,19.0,38.0,47.0,41.0,20.0,54.0,57.0,78.0,48.0,21.0,1.0,21.0,44.0,2,2,14,16,6,22,73,11,8,15,12,19,20,27,11,55,17,7,1,2,3,52
471,2021-10-14,329.0,331.88,-2.88,12851300,159.71,160.11,-0.4,4579200,253.13,250.33,2.8,1708700,"34,443.22","34,912.56",-469.34,"338,540,000",41.56,41.67,-0.11,17590300,60.39,59.67,0.72,5588900,170.01,169.74,0.27,2589800,411958911.0,901171.0,202454.0,55701.71,683,31,89,21,25,64,15,53,31,9,5,13,65,10,10,87,14,3,31,40,17,61,5,25,66,11,17.0,84.0,22.0,67.0,42.0,25.0,41.0,20.0,64.0,63.0,14.0,17.0,49.0,38.0,20.0,54.0,50.0,66.0,42.0,18.0,1.0,23.0,45.0,1,2,19,15,30,21,69,14,1,5,12,13,23,44,0,46,10,9,0,2,3,32
472,2021-10-15,341.01,324.21,16.8,17223200,161.03,161.3,-0.27,6912500,252.8,247.68,5.12,1653000,"35,023.63","35,294.76",-271.13,"327,870,000",41.9,41.49,0.41,23530800,60.27,60.22,0.05,3513200,170.0,161.95,8.05,3144200,412998444.0,1039533.0,207998.0,54947.71,684,44,81,38,24,58,13,52,28,9,5,0,50,12,9,56,14,3,6,33,12,59,3,28,70,9,15.0,45.0,14.0,68.0,87.0,23.0,42.0,22.0,65.0,59.0,10.0,17.0,48.0,33.0,26.0,74.0,45.0,58.0,45.0,17.0,1.0,26.0,46.0,2,2,16,16,36,43,64,10,3,19,13,11,26,21,10,58,7,8,1,2,3,24
473,2021-10-18,322.26,334.84,-12.58,8753700,160.25,160.12,0.13,7465500,245.34,261.09,-15.75,2011900,"35,221.02","35,258.61",-37.59,"312,640,000",41.45,41.32,0.13,21733000,59.78,59.29,0.49,4228600,161.61,166.25,-4.64,2634500,414576757.0,822874.0,192376.0,52683.57,687,38,90,64,28,66,18,58,28,9,15,13,55,8,9,73,14,3,6,27,17,49,4,28,61,10,19.0,60.0,18.0,63.0,43.0,42.0,42.0,16.0,72.0,70.0,20.0,36.0,49.0,35.0,19.0,81.0,54.0,77.0,49.0,16.0,1.0,22.0,42.0,1,1,15,14,20,0,68,8,3,37,12,9,17,35,5,50,9,5,1,2,2,25
474,2021-10-19,339.11,333.61,5.5,8561100,160.9,163.87,-2.97,10081300,273.0,262.85,10.15,3854500,"35,325.37","35,457.31",-131.94,"278,510,000",41.6,42.09,-0.49,17159800,59.56,60.17,-0.61,3404200,167.42,160.55,6.87,3314800,415389777.0,813020.0,198885.0,51713.43,688,43,89,73,24,67,17,59,29,11,0,0,87,10,10,69,15,2,25,32,17,39,4,31,73,12,18.0,63.0,17.0,54.0,100.0,34.0,38.0,16.0,72.0,73.0,20.0,33.0,49.0,37.0,20.0,55.0,57.0,76.0,45.0,15.0,1.0,21.0,41.0,1,1,18,14,20,43,70,7,3,29,12,9,22,40,11,47,20,8,0,3,3,24
475,2021-10-20,334.01,333.01,1.0,4983200,163.98,163.78,0.2,6003200,268.73,269.42,-0.69,2029200,"35,475.16","35,609.34",-134.18,"265,750,000",42.12,42.8,-0.68,22788300,60.29,60.63,-0.34,2981500,122.94,136.86,-13.92,30517000,416214356.0,824579.0,202587.0,50791.71,689,45,86,41,21,66,15,62,31,9,5,13,68,10,10,48,13,2,43,29,14,58,4,27,66,11,17.0,55.0,11.0,56.0,66.0,26.0,38.0,16.0,69.0,77.0,21.0,24.0,47.0,38.0,23.0,68.0,52.0,73.0,50.0,13.0,1.0,21.0,41.0,1,1,15,13,15,21,76,10,1,23,12,12,22,35,5,52,20,5,1,3,3,54
476,2021-10-21,337.21,339.57,-2.36,5597600,164.3,163.4,0.9,4524100,276.6,286.36,-9.76,2558800,"35,520.32","35,603.08",-82.76,"298,390,000",43.06,42.86,0.2,22142300,60.51,61.22,-0.71,2597500,138.0,138.79,-0.79,5634500,417060988.0,846632.0,198769.0,49926.14,690,40,86,37,22,65,12,59,29,9,10,13,68,9,8,73,13,2,19,28,15,49,3,24,68,11,15.0,61.0,14.0,60.0,36.0,25.0,38.0,18.0,67.0,78.0,19.0,26.0,47.0,44.0,21.0,62.0,53.0,68.0,44.0,11.0,1.0,23.0,41.0,1,1,12,13,10,0,69,12,7,23,12,8,17,37,10,49,10,5,2,3,3,34
477,2021-10-22,332.54,326.54,6.0,7780200,163.06,163.72,-0.66,4304300,294.78,278.34,16.44,3558900,"35,607.72","35,677.02",-69.3,"346,290,000",42.82,43.16,-0.34,17183000,61.89,61.79,0.1,3997400,138.46,134.56,3.9,3145700,418424074.0,1363086.0,203026.0,49091.43,691,41,75,45,27,59,13,57,27,8,15,17,46,12,6,56,13,2,25,29,13,72,3,25,80,9,15.0,48.0,8.0,65.0,58.0,23.0,39.0,22.0,63.0,63.0,14.0,13.0,50.0,31.0,25.0,87.0,51.0,57.0,40.0,11.0,1.0,25.0,45.0,1,1,21,13,20,0,61,10,0,38,12,8,22,36,21,58,12,1,1,4,3,24
478,2021-10-25,327.36,349.56,-22.2,9772200,163.72,164.08,-0.36,6715400,278.68,294.92,-16.24,2853000,"35,692.62","35,741.15",-48.53,"267,220,000",43.2,43.15,0.05,22846200,61.94,61.77,0.17,3144700,133.32,135.35,-2.03,3068700,421227560.0,1510953.0,174705.0,46912.43,694,47,87,37,26,67,17,52,28,10,5,0,81,9,11,58,14,2,37,26,16,100,5,23,64,9,18.0,56.0,13.0,57.0,64.0,23.0,40.0,16.0,67.0,70.0,19.0,28.0,50.0,59.0,24.0,64.0,51.0,76.0,50.0,12.0,1.0,20.0,40.0,1,1,20,12,0,21,66,7,0,10,12,13,12,37,5,45,11,8,0,3,3,22
479,2021-10-26,352.0,345.74,6.26,6673500,164.56,165.75,-1.19,6939100,295.51,292.39,3.12,2272400,"35,791.05","35,756.88",34.17,"321,910,000",43.33,43.56,-0.23,29729100,61.93,62.26,-0.33,2469700,135.05,134.99,0.06,2372000,422770221.0,1542661.0,182511.0,46300.57,695,41,92,37,24,71,17,54,28,9,5,8,61,9,12,72,14,2,37,27,14,93,5,25,60,11,16.0,76.0,14.0,56.0,53.0,24.0,38.0,16.0,69.0,72.0,22.0,30.0,50.0,49.0,26.0,65.0,56.0,77.0,49.0,12.0,1.0,22.0,39.0,1,1,24,15,29,0,68,12,1,14,14,20,21,36,5,50,22,5,0,3,3,25
480,2021-10-27,344.25,340.88,3.37,4716000,165.68,163.74,1.94,7018800,294.54,278.77,15.77,1914300,"35,835.43","35,490.69",344.74,"354,180,000",43.46,42.97,0.49,22317500,62.63,61.77,0.86,2513500,150.75,141.55,9.2,7972400,424374535.0,1604314.0,192384.0,45683.0,696,37,87,50,30,69,18,52,29,10,10,4,77,12,11,51,13,2,43,25,11,83,3,32,72,11,15.0,66.0,11.0,58.0,92.0,25.0,40.0,15.0,69.0,75.0,20.0,36.0,51.0,44.0,29.0,69.0,61.0,72.0,48.0,13.0,1.0,22.0,39.0,2,1,14,14,5,41,73,12,6,14,12,16,11,42,5,40,20,6,0,2,3,31
481,2021-10-28,343.1,347.92,-4.82,4738900,163.77,162.85,0.92,6278800,282.5,283.98,-1.48,1468500,"35,545.41","35,730.48",-185.07,"337,400,000",42.95,43.18,-0.23,18023400,62.03,62.19,-0.16,2529900,143.27,150.62,-7.35,3570700,425964933.0,1590398.0,190271.0,45090.14,697,49,84,20,23,67,17,58,28,9,5,4,49,11,11,80,13,2,43,27,17,66,5,26,61,11,14.0,71.0,26.0,66.0,38.0,23.0,41.0,16.0,65.0,71.0,18.0,28.0,54.0,39.0,27.0,61.0,52.0,61.0,45.0,10.0,1.0,23.0,41.0,1,1,19,13,15,62,69,5,5,15,12,13,19,39,10,54,11,7,1,2,3,50
482,2021-10-29,344.47,345.21,-0.74,4459000,162.35,162.88,-0.53,8526400,283.75,278.73,5.02,1462600,"35,712.28","35,819.56",-107.28,"399,400,000",43.09,43.74,-0.65,30257400,62.39,62.38,0.01,3951300,152.18,148.83,3.35,3004500,427731282.0,1766349.0,187891.0,44536.14,698,42,75,48,26,59,16,53,28,8,0,0,66,7,13,61,11,2,19,36,12,68,3,24,67,9,14.0,50.0,20.0,74.0,70.0,20.0,42.0,18.0,69.0,63.0,9.0,13.0,53.0,28.0,32.0,65.0,48.0,56.0,40.0,11.0,1.0,24.0,42.0,1,1,16,13,15,63,60,7,3,10,12,11,19,20,10,58,15,6,0,2,4,22
483,2021-11-01,334.99,337.17,-2.18,8662800,163.16,163.02,0.14,5846400,282.0,274.32,7.68,1798700,"35,833.65","35,913.84",-80.19,"292,880,000",44.14,43.64,0.5,32681500,62.19,62.46,-0.27,2819800,159.56,172.45,-12.89,10195000,430415377.0,1437902.0,181244.0,42989.57,701,51,86,28,24,65,14,51,28,11,20,13,47,11,15,46,14,2,44,28,12,69,4,24,61,9,19.0,70.0,15.0,56.0,68.0,23.0,41.0,19.0,73.0,68.0,21.0,29.0,50.0,44.0,25.0,57.0,52.0,81.0,51.0,11.0,1.0,22.0,38.0,1,1,17,12,26,0,71,6,2,19,12,12,14,35,5,55,14,0,0,3,6,38
484,2021-11-02,338.74,348.64,-9.9,5259400,163.7,165.59,-1.89,8450600,282.08,289.48,-7.4,2469800,"35,935.11","36,052.63",-117.52,"304,510,000",45.08,45.45,-0.37,69248000,62.94,63.56,-0.62,5455200,181.5,195.3,-13.8,9954200,431900368.0,1484991.0,184594.0,42496.43,702,47,84,58,19,68,15,51,31,12,0,4,52,16,19,65,13,2,18,30,18,90,5,28,64,11,19.0,67.0,11.0,55.0,72.0,22.0,42.0,16.0,71.0,72.0,20.0,31.0,50.0,44.0,26.0,70.0,56.0,75.0,48.0,9.0,1.0,21.0,39.0,1,1,15,13,25,62,77,11,2,19,12,13,12,38,15,53,18,3,0,2,6,40
485,2021-11-03,350.0,345.92,4.08,6447800,165.04,165.06,-0.02,6717800,293.53,295.41,-1.88,2416800,"36,059.09","36,157.58",-98.49,"262,540,000",45.52,44.82,0.7,44593100,63.95,63.83,0.12,3970100,198.15,195.2,2.95,6786300,433441572.0,1541204.0,190691.0,42082.29,703,42,86,23,20,68,13,57,29,13,5,8,41,13,13,50,14,2,48,26,16,56,4,25,67,10,18.0,72.0,19.0,57.0,69.0,26.0,42.0,17.0,75.0,72.0,23.0,35.0,46.0,40.0,26.0,61.0,50.0,77.0,50.0,11.0,1.0,20.0,40.0,1,1,37,15,19,0,75,11,5,9,12,12,15,42,0,40,15,6,0,2,4,42
486,2021-11-04,295.81,284.02,11.79,30967700,164.94,164.6,0.34,8224400,283.78,273.94,9.84,5055900,"36,107.46","36,124.23",-16.77,"307,640,000",44.29,43.85,0.44,38172500,63.79,63.83,-0.04,2811900,183.55,179.41,4.14,6363800,435058135.0,1616563.0,191750.0,41697.86,704,40,87,24,22,69,17,62,29,12,10,0,86,14,16,55,22,2,63,29,17,64,4,31,72,11,17.0,55.0,10.0,53.0,42.0,23.0,40.0,17.0,67.0,70.0,21.0,32.0,44.0,48.0,23.0,60.0,51.0,71.0,47.0,24.0,1.0,21.0,40.0,1,1,29,16,16,0,66,7,75,29,12,11,12,33,5,57,14,8,0,2,4,46
487,2021-11-05,241.57,236.99,4.58,59299200,162.48,163.43,-0.95,6214600,240.47,216.64,23.83,11602800,"36,268.75","36,327.95",-59.2,"344,600,000",48.09,48.61,-0.52,173753300,62.8,63.09,-0.29,4063200,160.01,159.19,0.82,12447700,436947229.0,1889094.0,199895.0,41352.71,705,31,78,31,28,62,17,60,28,9,15,17,40,11,10,71,33,2,0,31,15,54,4,25,60,9,16.0,53.0,22.0,59.0,86.0,26.0,43.0,22.0,72.0,64.0,9.0,20.0,45.0,35.0,26.0,77.0,47.0,57.0,39.0,31.0,1.0,24.0,41.0,1,1,32,15,46,22,64,10,60,15,12,9,39,48,0,62,13,7,1,2,4,22
488,2021-11-08,233.06,244.68,-11.62,14606800,163.68,162.87,0.81,5578800,232.18,242.6,-10.42,4834300,"36,416.46","36,432.22",-15.76,"284,400,000",48.61,48.33,0.28,57423300,63.66,62.99,0.67,4557000,162.57,173.02,-10.45,5027500,439968638.0,1446289.0,189867.0,40587.86,708,44,86,24,22,73,22,62,30,11,5,4,43,12,11,71,19,2,63,30,13,98,5,28,61,9,20.0,55.0,22.0,55.0,57.0,23.0,41.0,16.0,74.0,71.0,23.0,39.0,45.0,44.0,25.0,77.0,59.0,76.0,50.0,15.0,1.0,20.0,40.0,1,1,24,14,40,21,76,9,0,19,12,17,17,50,5,50,15,8,0,2,5,30
489,2021-11-09,246.07,236.85,9.22,10960300,162.61,162.51,0.1,6112800,251.66,226.37,25.29,5541700,"36,404.53","36,319.98",84.55,"258,020,000",48.33,47.3,1.03,29920400,62.94,62.7,0.24,3618200,167.24,169.3,-2.06,3288700,441586766.0,1618128.0,195032.0,40525.43,709,34,85,34,24,73,20,56,32,13,0,9,53,12,14,68,21,3,100,28,18,87,4,29,70,11,18.0,73.0,18.0,56.0,73.0,23.0,39.0,19.0,73.0,75.0,23.0,26.0,45.0,40.0,24.0,69.0,56.0,77.0,53.0,14.0,1.0,21.0,39.0,1,1,25,16,20,42,73,15,5,10,12,18,28,43,5,43,12,4,1,2,5,30
490,2021-11-10,230.1,228.96,1.14,9118500,162.53,164.27,-1.74,6225100,233.16,235.4,-2.24,4053700,"36,299.25","36,079.94",219.31,"278,390,000",47.4,49.02,-1.62,42696200,63.27,63.14,0.13,2519100,164.93,164.19,0.74,2683200,443332894.0,1746128.0,191570.0,40513.43,710,31,86,44,22,71,17,65,32,11,5,8,77,11,12,66,19,3,18,26,19,67,3,24,73,11,16.0,62.0,24.0,55.0,53.0,24.0,42.0,22.0,72.0,71.0,20.0,24.0,45.0,35.0,25.0,51.0,56.0,73.0,41.0,11.0,1.0,22.0,41.0,1,1,21,16,15,0,77,12,1,0,12,12,15,53,0,50,21,6,0,2,4,53
491,2021-11-11,227.67,225.82,1.85,8359400,163.49,163.06,0.43,4118800,237.44,235.89,1.55,2266200,"36,038.78","35,921.23",117.55,"270,320,000",49.23,50.18,-0.95,42370400,63.04,62.92,0.12,2452000,165.34,169.38,-4.04,2582000,444916650.0,1583756.0,181627.0,40575.86,711,33,84,43,25,68,18,53,31,12,0,0,51,9,15,76,17,3,24,33,18,61,3,23,69,10,17.0,65.0,20.0,57.0,45.0,27.0,45.0,19.0,69.0,67.0,18.0,23.0,46.0,37.0,24.0,62.0,55.0,73.0,46.0,11.0,1.0,21.0,41.0,1,1,24,16,24,41,67,6,3,27,13,10,9,33,10,53,23,7,0,2,3,30
492,2021-11-12,225.86,231.19,-5.33,6823500,167.43,165.01,2.42,18982100,233.5,238.14,-4.64,1733400,"35,963.78","36,100.31",-136.53,"293,180,000",50.42,49.73,0.69,27766700,60.34,58.8,1.54,14151800,169.59,169.89,-0.3,2587900,446885402.0,1968752.0,178163.0,40684.43,712,40,80,31,24,60,18,57,30,11,0,13,59,9,10,48,16,2,31,27,17,65,4,24,66,9,16.0,55.0,20.0,66.0,78.0,36.0,51.0,28.0,69.0,63.0,10.0,12.0,45.0,36.0,28.0,76.0,47.0,56.0,40.0,9.0,1.0,24.0,42.0,1,1,26,15,30,21,62,9,5,24,13,7,18,44,5,53,12,2,0,2,4,22
493,2021-11-15,230.82,235.07,-4.25,5665200,165.0,163.52,1.48,7496200,241.72,250.48,-8.76,2629200,"36,128.83","36,087.45",41.38,"280,660,000",49.73,49.65,0.08,27763200,59.92,59.78,0.14,7955700,171.83,172.45,-0.62,2512000,450155154.0,1532187.0,177433.0,41315.14,715,36,89,44,34,69,18,56,30,13,5,13,68,8,11,75,17,3,55,32,15,66,4,25,66,10,19.0,56.0,17.0,64.0,51.0,26.0,42.0,16.0,77.0,69.0,23.0,35.0,45.0,40.0,22.0,66.0,57.0,75.0,51.0,15.0,1.0,20.0,39.0,1,2,15,13,15,41,70,13,3,5,12,11,11,43,10,48,22,4,0,2,3,35
494,2021-11-16,234.01,234.28,-0.27,5332000,163.18,162.67,0.51,7594700,247.04,258.05,-11.01,3291700,"36,076.18","36,142.22",-66.04,"308,290,000",49.47,49.6,-0.13,31297200,57.6,57.63,-0.03,7974500,167.71,170.49,-2.78,3108500,451817138.0,1661984.0,185253.0,41638.71,716,43,94,38,24,75,21,64,32,15,5,0,52,14,13,79,19,3,70,28,15,81,5,31,66,10,19.0,71.0,20.0,55.0,89.0,26.0,41.0,18.0,78.0,75.0,25.0,24.0,44.0,39.0,23.0,64.0,57.0,81.0,48.0,15.0,1.0,21.0,39.0,1,1,22,15,18,20,79,6,2,18,15,9,23,39,5,55,17,3,1,2,3,33
495,2021-11-17,234.79,242.23,-7.44,8015800,162.87,163.28,-0.41,5414500,263.64,272.0,-8.36,2897300,"36,159.70","35,931.05",228.65,"358,310,000",49.94,50.87,-0.93,36889800,58.0,57.73,0.27,5216700,172.89,183.99,-11.1,6198700,453555005.0,1737867.0,191023.0,41995.29,717,47,89,39,25,72,18,59,32,16,5,8,47,10,11,50,17,3,24,30,16,53,4,31,70,12,19.0,55.0,20.0,54.0,42.0,25.0,42.0,20.0,73.0,71.0,26.0,39.0,45.0,42.0,23.0,60.0,49.0,75.0,48.0,13.0,1.0,22.0,37.0,1,1,20,17,29,20,75,9,3,5,13,10,22,47,15,42,15,5,0,2,3,50
496,2021-11-18,246.12,251.41,-5.29,7395600,163.45,162.4,1.05,6358700,277.28,274.06,3.22,2635700,"35,901.69","35,870.95",30.74,"435,080,000",51.1,51.41,-0.31,32872600,56.89,56.71,0.18,7955800,188.01,191.05,-3.04,4228900,455320922.0,1765917.0,188759.0,42468.86,718,42,86,34,30,67,18,57,32,14,5,13,62,11,13,68,17,3,56,37,16,56,4,28,69,11,17.0,49.0,33.0,58.0,35.0,25.0,45.0,21.0,68.0,67.0,17.0,33.0,44.0,33.0,21.0,60.0,48.0,65.0,46.0,10.0,1.0,22.0,38.0,1,1,18,17,40,42,70,11,3,15,13,10,18,32,5,48,13,17,1,2,3,31
497,2021-11-19,265.42,263.78,1.64,15624000,163.04,162.89,0.15,7620700,277.68,289.75,-12.07,4140100,"35,879.09","35,601.98",277.11,"408,840,000",51.96,50.8,1.16,47966200,57.31,56.66,0.65,4800700,192.59,192.34,0.25,3468100,457369907.0,2048985.0,195824.0,42959.71,719,39,82,24,26,63,18,48,29,11,10,9,49,8,10,68,17,3,19,38,13,48,3,25,64,9,17.0,48.0,16.0,59.0,74.0,24.0,46.0,28.0,75.0,63.0,9.0,7.0,44.0,31.0,29.0,75.0,45.0,53.0,41.0,8.0,1.0,24.0,38.0,1,1,20,14,26,0,61,9,1,15,12,5,10,31,10,52,20,3,0,2,4,23
498,2021-11-22,268.07,282.69,-14.62,13852800,161.03,159.7,1.33,7634500,298.0,321.71,-23.71,5616400,"35,631.41","35,619.25",12.16,"420,810,000",50.95,51.2,-0.25,27287900,56.62,56.55,0.07,5073500,199.31,207.99,-8.68,5647600,461017691.0,1790655.0,179359.0,44445.29,722,38,85,48,29,60,18,60,31,13,0,9,53,11,9,59,17,3,37,31,14,49,4,22,69,10,20.0,50.0,14.0,61.0,77.0,25.0,43.0,28.0,71.0,71.0,15.0,19.0,44.0,37.0,24.0,68.0,47.0,66.0,41.0,10.0,1.0,23.0,38.0,1,1,22,11,20,21,66,18,2,19,12,5,11,40,5,48,20,6,0,2,2,21
499,2021-11-23,277.74,276.38,1.36,6900200,159.52,160.69,-1.17,7734000,308.2,308.84,-0.64,4343100,"35,619.92","35,813.80",-193.88,"392,520,000",50.58,51.08,-0.5,24946200,56.35,56.73,-0.38,5827200,202.95,200.71,2.24,3313100,462786057.0,1768366.0,195774.0,44943.43,723,35,86,24,25,57,17,63,30,12,10,17,47,18,10,57,19,3,25,33,15,65,4,25,61,9,20.0,57.0,26.0,55.0,47.0,22.0,40.0,36.0,67.0,70.0,10.0,11.0,46.0,27.0,25.0,56.0,47.0,66.0,42.0,11.0,1.0,22.0,37.0,1,1,23,12,30,0,61,16,7,19,13,10,7,18,5,52,16,8,1,2,3,50
500,2021-11-24,273.01,273.39,-0.38,4760200,160.14,160.24,-0.1,5230900,295.0,304.76,-9.76,2393500,"35,752.31","35,804.38",-52.07,"280,960,000",51.18,50.89,0.29,18556800,56.3,56.34,-0.04,3166000,197.23,200.07,-2.84,2916300,464152843.0,1366786.0,191905.0,45047.57,724,33,69,62,31,50,19,62,31,12,15,4,30,17,10,68,17,3,19,31,14,82,2,20,69,7,16.0,42.0,17.0,64.0,37.0,22.0,43.0,75.0,69.0,67.0,8.0,9.0,39.0,30.0,26.0,61.0,43.0,46.0,33.0,10.0,1.0,20.0,31.0,1,1,14,13,35,0,48,13,2,19,13,7,12,21,0,47,8,1,0,2,3,27
