date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom
2020-12-08,35.0,84.0,62.0,30.0,76.0,14.0,71.0,32.0,10.0,13.0,28.0,51.0,5.0,21.0,65.0,22.0,9.0,56.0,31.0,15.0,25.0,11.0,24.0,71.0,26.0
2020-12-09,40.0,82.0,41.0,22.0,71.0,15.0,72.0,30.0,9.0,14.0,12.0,37.0,3.0,20.0,58.0,25.0,9.0,17.0,32.0,15.0,29.0,10.0,26.0,84.0,25.0
2020-12-10,51.0,85.0,53.0,27.0,75.0,14.0,66.0,30.0,10.0,9.0,8.0,48.0,5.0,19.0,43.0,20.0,9.0,22.0,35.0,15.0,33.0,9.0,26.0,74.0,25.0
2020-12-11,34.0,79.0,19.0,21.0,67.0,14.0,61.0,30.0,10.0,0.0,12.0,55.0,5.0,20.0,63.0,20.0,9.0,18.0,40.0,9.0,33.0,10.0,24.0,75.0,22.0
2020-12-12,34.0,71.0,41.0,28.0,54.0,14.0,61.0,28.0,8.0,20.0,17.0,17.0,1.0,14.0,39.0,22.0,7.0,25.0,38.0,6.0,26.0,6.0,20.0,73.0,13.0
2020-12-13,33.0,73.0,35.0,31.0,58.0,13.0,60.0,30.0,9.0,10.0,9.0,30.0,3.0,16.0,28.0,22.0,7.0,12.0,39.0,7.0,51.0,9.0,21.0,70.0,13.0
2020-12-14,38.0,85.0,44.0,28.0,68.0,15.0,57.0,29.0,9.0,9.0,8.0,48.0,1.0,33.0,36.0,20.0,9.0,22.0,31.0,14.0,16.0,13.0,21.0,78.0,21.0
2020-12-15,34.0,81.0,35.0,21.0,68.0,11.0,60.0,30.0,9.0,13.0,28.0,48.0,2.0,41.0,61.0,20.0,8.0,28.0,31.0,15.0,30.0,12.0,20.0,77.0,24.0
2020-12-16,37.0,79.0,45.0,24.0,66.0,14.0,57.0,31.0,10.0,5.0,12.0,58.0,6.0,26.0,57.0,24.0,8.0,29.0,32.0,17.0,32.0,8.0,23.0,72.0,24.0
2020-12-17,30.0,77.0,25.0,27.0,66.0,14.0,61.0,28.0,9.0,23.0,16.0,51.0,3.0,11.0,48.0,20.0,8.0,23.0,37.0,16.0,25.0,8.0,21.0,70.0,24.0
2020-12-18,36.0,72.0,37.0,24.0,55.0,14.0,62.0,29.0,9.0,5.0,29.0,38.0,3.0,12.0,44.0,20.0,9.0,18.0,44.0,12.0,32.0,9.0,23.0,79.0,21.0
2020-12-19,33.0,71.0,29.0,40.0,51.0,14.0,63.0,29.0,9.0,21.0,32.0,41.0,3.0,8.0,37.0,23.0,8.0,20.0,44.0,9.0,63.0,5.0,23.0,71.0,13.0
2020-12-20,36.0,70.0,39.0,26.0,51.0,16.0,58.0,32.0,11.0,16.0,9.0,7.0,3.0,6.0,39.0,23.0,8.0,7.0,37.0,6.0,53.0,9.0,21.0,69.0,13.0
2020-12-21,31.0,73.0,46.0,33.0,57.0,15.0,62.0,29.0,9.0,5.0,20.0,31.0,6.0,8.0,41.0,25.0,8.0,12.0,31.0,14.0,50.0,15.0,19.0,69.0,14.0
2020-12-22,34.0,75.0,40.0,28.0,55.0,14.0,63.0,31.0,10.0,5.0,8.0,26.0,4.0,11.0,44.0,28.0,8.0,24.0,35.0,12.0,53.0,14.0,23.0,70.0,14.0
2020-12-23,32.0,69.0,31.0,32.0,49.0,15.0,58.0,31.0,10.0,10.0,9.0,36.0,4.0,8.0,45.0,21.0,8.0,18.0,37.0,10.0,39.0,9.0,20.0,71.0,14.0
2020-12-24,33.0,61.0,42.0,26.0,45.0,14.0,51.0,29.0,8.0,15.0,22.0,24.0,1.0,4.0,29.0,23.0,7.0,38.0,38.0,8.0,47.0,7.0,24.0,64.0,14.0
2020-12-25,33.0,54.0,28.0,19.0,44.0,13.0,43.0,26.0,8.0,17.0,55.0,11.0,1.0,5.0,25.0,24.0,6.0,0.0,44.0,4.0,36.0,4.0,16.0,65.0,19.0
2020-12-26,28.0,70.0,34.0,30.0,50.0,13.0,62.0,29.0,9.0,22.0,28.0,22.0,3.0,6.0,38.0,33.0,6.0,27.0,40.0,9.0,49.0,6.0,22.0,64.0,11.0
2020-12-27,29.0,72.0,62.0,32.0,55.0,12.0,71.0,30.0,9.0,10.0,26.0,17.0,3.0,4.0,22.0,36.0,7.0,6.0,39.0,7.0,45.0,11.0,23.0,76.0,10.0
2020-12-28,38.0,81.0,23.0,23.0,54.0,14.0,66.0,32.0,11.0,9.0,12.0,19.0,3.0,12.0,37.0,37.0,8.0,24.0,37.0,12.0,49.0,17.0,26.0,72.0,11.0
2020-12-29,32.0,78.0,36.0,26.0,52.0,13.0,71.0,33.0,11.0,24.0,29.0,47.0,3.0,11.0,38.0,39.0,8.0,6.0,35.0,14.0,53.0,16.0,25.0,75.0,11.0
2020-12-30,35.0,79.0,36.0,26.0,55.0,16.0,64.0,33.0,9.0,0.0,17.0,31.0,4.0,11.0,33.0,40.0,8.0,6.0,37.0,13.0,53.0,13.0,23.0,74.0,11.0
2020-12-31,38.0,74.0,59.0,32.0,49.0,15.0,58.0,32.0,9.0,14.0,33.0,34.0,4.0,10.0,25.0,37.0,8.0,6.0,37.0,12.0,34.0,11.0,24.0,85.0,11.0
2021-01-01,32.0,64.0,46.0,32.0,44.0,11.0,52.0,28.0,8.0,5.0,18.0,13.0,2.0,7.0,33.0,42.0,6.0,26.0,45.0,7.0,61.0,6.0,23.0,69.0,11.0
2021-01-02,28.0,80.0,52.0,50.0,53.0,14.0,61.0,32.0,9.0,10.0,22.0,30.0,1.0,9.0,44.0,46.0,7.0,6.0,52.0,9.0,43.0,9.0,26.0,73.0,9.0
2021-01-03,35.0,84.0,58.0,38.0,53.0,12.0,62.0,33.0,9.0,29.0,22.0,26.0,2.0,7.0,39.0,46.0,7.0,18.0,44.0,6.0,47.0,16.0,22.0,74.0,11.0
2021-01-04,32.0,88.0,76.0,34.0,60.0,15.0,62.0,31.0,10.0,4.0,4.0,26.0,3.0,11.0,48.0,36.0,9.0,27.0,34.0,17.0,39.0,19.0,28.0,73.0,17.0
2021-01-05,42.0,85.0,40.0,28.0,63.0,14.0,63.0,32.0,10.0,18.0,23.0,44.0,2.0,12.0,49.0,31.0,7.0,38.0,32.0,20.0,43.0,17.0,25.0,73.0,21.0
2021-01-06,40.0,76.0,27.0,28.0,57.0,12.0,58.0,29.0,8.0,9.0,12.0,14.0,3.0,12.0,34.0,27.0,7.0,54.0,31.0,17.0,39.0,11.0,26.0,73.0,19.0
2021-01-07,30.0,84.0,52.0,20.0,59.0,13.0,57.0,30.0,8.0,4.0,4.0,38.0,3.0,13.0,29.0,23.0,6.0,22.0,35.0,14.0,33.0,12.0,22.0,75.0,21.0
2021-01-08,36.0,78.0,25.0,26.0,57.0,11.0,60.0,30.0,9.0,9.0,4.0,24.0,1.0,11.0,31.0,25.0,7.0,17.0,47.0,16.0,48.0,12.0,24.0,66.0,17.0
2021-01-09,29.0,77.0,30.0,30.0,48.0,12.0,62.0,28.0,8.0,15.0,0.0,16.0,2.0,8.0,43.0,30.0,6.0,0.0,46.0,9.0,47.0,8.0,22.0,81.0,11.0
2021-01-10,30.0,69.0,40.0,32.0,53.0,12.0,68.0,29.0,7.0,19.0,8.0,6.0,2.0,7.0,40.0,31.0,6.0,18.0,46.0,7.0,56.0,12.0,20.0,65.0,11.0
2021-01-11,32.0,85.0,39.0,26.0,60.0,13.0,64.0,27.0,8.0,0.0,16.0,26.0,3.0,12.0,38.0,27.0,7.0,44.0,36.0,14.0,57.0,14.0,25.0,71.0,21.0
2021-01-12,30.0,83.0,43.0,28.0,64.0,11.0,63.0,30.0,8.0,13.0,12.0,41.0,2.0,11.0,52.0,29.0,7.0,17.0,36.0,15.0,57.0,12.0,27.0,75.0,24.0
2021-01-13,35.0,87.0,60.0,30.0,67.0,13.0,65.0,30.0,8.0,0.0,20.0,24.0,1.0,8.0,42.0,28.0,7.0,23.0,36.0,16.0,59.0,11.0,26.0,77.0,24.0
2021-01-14,36.0,87.0,38.0,23.0,64.0,14.0,66.0,28.0,8.0,0.0,20.0,57.0,2.0,9.0,46.0,27.0,7.0,11.0,41.0,16.0,64.0,13.0,26.0,70.0,24.0
2021-01-15,27.0,78.0,22.0,28.0,60.0,12.0,63.0,27.0,6.0,13.0,28.0,45.0,3.0,12.0,34.0,29.0,6.0,67.0,40.0,14.0,61.0,11.0,23.0,76.0,18.0
2021-01-16,29.0,70.0,61.0,40.0,51.0,12.0,65.0,28.0,6.0,5.0,9.0,26.0,3.0,7.0,24.0,31.0,5.0,6.0,47.0,8.0,59.0,8.0,21.0,75.0,11.0
2021-01-17,29.0,72.0,47.0,34.0,51.0,11.0,64.0,26.0,6.0,10.0,25.0,29.0,1.0,7.0,38.0,32.0,5.0,18.0,46.0,8.0,67.0,13.0,21.0,67.0,11.0
2021-01-18,34.0,82.0,36.0,36.0,61.0,10.0,64.0,29.0,7.0,0.0,4.0,31.0,5.0,7.0,43.0,28.0,6.0,24.0,38.0,10.0,52.0,14.0,23.0,75.0,12.0
2021-01-19,33.0,88.0,34.0,30.0,67.0,9.0,64.0,29.0,6.0,9.0,24.0,42.0,4.0,11.0,59.0,29.0,6.0,34.0,38.0,16.0,42.0,15.0,26.0,83.0,24.0
2021-01-20,38.0,85.0,21.0,24.0,64.0,9.0,63.0,28.0,6.0,13.0,12.0,50.0,3.0,14.0,37.0,34.0,5.0,28.0,33.0,13.0,38.0,13.0,23.0,76.0,23.0
2021-01-21,31.0,88.0,28.0,31.0,66.0,10.0,61.0,27.0,6.0,9.0,8.0,38.0,6.0,13.0,40.0,26.0,6.0,22.0,32.0,15.0,38.0,13.0,23.0,78.0,23.0
2021-01-22,37.0,79.0,34.0,28.0,65.0,10.0,63.0,26.0,6.0,0.0,8.0,45.0,3.0,12.0,57.0,25.0,7.0,11.0,36.0,14.0,49.0,12.0,25.0,74.0,19.0
2021-01-23,27.0,72.0,48.0,37.0,53.0,11.0,68.0,26.0,6.0,25.0,13.0,23.0,3.0,10.0,48.0,32.0,6.0,43.0,54.0,7.0,68.0,8.0,24.0,76.0,11.0
2021-01-24,32.0,79.0,61.0,35.0,56.0,10.0,68.0,26.0,5.0,15.0,9.0,39.0,1.0,8.0,39.0,31.0,5.0,24.0,42.0,8.0,81.0,13.0,25.0,67.0,11.0
2021-01-25,32.0,93.0,21.0,30.0,71.0,13.0,67.0,25.0,6.0,9.0,12.0,35.0,2.0,12.0,48.0,26.0,7.0,33.0,34.0,14.0,59.0,17.0,24.0,76.0,22.0
2021-01-26,31.0,87.0,22.0,29.0,70.0,11.0,65.0,27.0,7.0,5.0,19.0,53.0,2.0,13.0,36.0,26.0,6.0,17.0,36.0,13.0,46.0,13.0,28.0,77.0,25.0
2021-01-27,32.0,90.0,33.0,26.0,69.0,10.0,66.0,26.0,7.0,18.0,19.0,62.0,4.0,12.0,55.0,24.0,5.0,28.0,37.0,17.0,53.0,12.0,24.0,76.0,24.0
2021-01-28,38.0,88.0,34.0,27.0,68.0,8.0,66.0,26.0,7.0,9.0,12.0,26.0,3.0,27.0,43.0,25.0,5.0,5.0,34.0,14.0,60.0,13.0,26.0,73.0,24.0
2021-01-29,35.0,83.0,50.0,30.0,68.0,11.0,63.0,25.0,5.0,5.0,4.0,27.0,2.0,28.0,61.0,22.0,5.0,28.0,36.0,15.0,54.0,12.0,21.0,74.0,18.0
2021-01-30,46.0,80.0,49.0,42.0,57.0,8.0,66.0,28.0,5.0,0.0,4.0,37.0,3.0,14.0,44.0,30.0,4.0,19.0,40.0,8.0,77.0,10.0,20.0,77.0,12.0
2021-01-31,28.0,79.0,66.0,31.0,60.0,9.0,62.0,26.0,7.0,10.0,13.0,34.0,3.0,12.0,35.0,30.0,4.0,6.0,45.0,7.0,55.0,12.0,25.0,81.0,12.0
2021-02-01,40.0,83.0,28.0,28.0,69.0,9.0,66.0,25.0,6.0,13.0,8.0,38.0,5.0,16.0,62.0,24.0,5.0,11.0,36.0,15.0,49.0,15.0,27.0,76.0,21.0
2021-02-02,38.0,91.0,37.0,26.0,68.0,9.0,67.0,25.0,6.0,9.0,4.0,38.0,4.0,12.0,45.0,24.0,4.0,33.0,35.0,16.0,55.0,12.0,28.0,81.0,23.0
2021-02-03,33.0,88.0,38.0,29.0,71.0,10.0,70.0,27.0,6.0,5.0,0.0,33.0,4.0,14.0,68.0,24.0,5.0,28.0,34.0,17.0,41.0,13.0,28.0,88.0,24.0
2021-02-04,30.0,85.0,47.0,28.0,72.0,11.0,66.0,27.0,7.0,5.0,4.0,36.0,4.0,14.0,66.0,25.0,5.0,28.0,33.0,16.0,42.0,10.0,27.0,89.0,24.0
2021-02-05,41.0,86.0,45.0,32.0,70.0,9.0,66.0,26.0,6.0,5.0,8.0,40.0,5.0,12.0,33.0,27.0,5.0,40.0,38.0,15.0,53.0,10.0,27.0,75.0,20.0
2021-02-06,28.0,81.0,28.0,35.0,56.0,11.0,66.0,28.0,6.0,5.0,9.0,53.0,5.0,11.0,42.0,26.0,4.0,25.0,52.0,6.0,47.0,8.0,22.0,81.0,12.0
2021-02-07,34.0,70.0,34.0,34.0,57.0,9.0,66.0,30.0,5.0,24.0,25.0,23.0,6.0,8.0,47.0,26.0,4.0,0.0,42.0,7.0,61.0,12.0,21.0,71.0,11.0
2021-02-08,40.0,82.0,30.0,29.0,68.0,10.0,61.0,27.0,6.0,9.0,4.0,44.0,3.0,10.0,48.0,23.0,4.0,33.0,43.0,14.0,59.0,13.0,25.0,77.0,18.0
2021-02-09,42.0,88.0,29.0,24.0,73.0,8.0,67.0,28.0,8.0,5.0,8.0,40.0,5.0,12.0,51.0,24.0,4.0,6.0,32.0,16.0,54.0,12.0,23.0,89.0,24.0
2021-02-10,34.0,92.0,41.0,31.0,74.0,10.0,66.0,26.0,6.0,13.0,4.0,51.0,3.0,12.0,38.0,22.0,5.0,28.0,35.0,17.0,52.0,10.0,24.0,88.0,30.0
2021-02-11,32.0,85.0,22.0,26.0,73.0,12.0,61.0,25.0,6.0,0.0,8.0,45.0,4.0,11.0,63.0,22.0,6.0,28.0,34.0,15.0,48.0,9.0,24.0,79.0,27.0
2021-02-12,39.0,78.0,58.0,24.0,66.0,8.0,65.0,25.0,5.0,0.0,0.0,49.0,5.0,11.0,55.0,21.0,6.0,18.0,34.0,13.0,76.0,11.0,24.0,72.0,19.0
2021-02-13,38.0,68.0,24.0,34.0,54.0,9.0,66.0,25.0,5.0,0.0,4.0,30.0,6.0,11.0,26.0,26.0,4.0,13.0,37.0,7.0,46.0,6.0,22.0,79.0,12.0
2021-02-14,27.0,73.0,31.0,32.0,56.0,8.0,63.0,22.0,5.0,5.0,4.0,26.0,3.0,10.0,30.0,25.0,4.0,19.0,39.0,8.0,51.0,11.0,19.0,78.0,11.0
2021-02-15,44.0,84.0,37.0,30.0,66.0,8.0,67.0,24.0,4.0,14.0,25.0,67.0,7.0,26.0,32.0,25.0,4.0,24.0,38.0,12.0,61.0,11.0,22.0,59.0,13.0
2021-02-16,43.0,84.0,33.0,29.0,69.0,7.0,74.0,24.0,4.0,5.0,12.0,46.0,5.0,22.0,65.0,25.0,4.0,47.0,34.0,15.0,49.0,13.0,22.0,67.0,19.0
2021-02-17,100.0,83.0,38.0,22.0,69.0,8.0,68.0,24.0,6.0,0.0,8.0,52.0,3.0,15.0,54.0,23.0,4.0,23.0,32.0,16.0,55.0,14.0,24.0,68.0,20.0
2021-02-18,87.0,82.0,51.0,28.0,73.0,7.0,72.0,25.0,5.0,9.0,4.0,52.0,3.0,13.0,48.0,23.0,4.0,11.0,31.0,14.0,50.0,11.0,24.0,74.0,21.0
2021-02-19,49.0,80.0,48.0,24.0,68.0,8.0,66.0,24.0,5.0,9.0,24.0,31.0,3.0,13.0,59.0,21.0,4.0,34.0,34.0,12.0,73.0,9.0,25.0,81.0,18.0
2021-02-20,44.0,80.0,18.0,34.0,60.0,9.0,71.0,25.0,5.0,0.0,13.0,31.0,3.0,10.0,50.0,27.0,4.0,7.0,41.0,10.0,57.0,7.0,23.0,85.0,12.0
2021-02-21,41.0,84.0,57.0,30.0,61.0,9.0,72.0,25.0,6.0,10.0,18.0,31.0,3.0,9.0,55.0,29.0,4.0,32.0,42.0,8.0,64.0,9.0,24.0,80.0,11.0
2021-02-22,42.0,94.0,43.0,23.0,76.0,8.0,76.0,24.0,6.0,0.0,8.0,41.0,5.0,12.0,56.0,24.0,5.0,33.0,31.0,15.0,45.0,13.0,25.0,78.0,18.0
2021-02-23,41.0,100.0,23.0,24.0,76.0,9.0,74.0,25.0,5.0,9.0,12.0,43.0,7.0,13.0,43.0,26.0,5.0,40.0,31.0,16.0,51.0,9.0,24.0,68.0,22.0
2021-02-24,48.0,92.0,66.0,27.0,74.0,9.0,72.0,25.0,6.0,18.0,8.0,30.0,5.0,12.0,55.0,23.0,4.0,28.0,30.0,16.0,64.0,12.0,28.0,81.0,22.0
2021-02-25,39.0,92.0,63.0,32.0,76.0,9.0,65.0,25.0,5.0,5.0,8.0,52.0,5.0,10.0,62.0,21.0,4.0,17.0,33.0,14.0,50.0,9.0,25.0,75.0,23.0
2021-02-26,30.0,84.0,19.0,32.0,71.0,9.0,65.0,23.0,5.0,5.0,4.0,40.0,5.0,13.0,44.0,20.0,4.0,23.0,35.0,14.0,41.0,10.0,24.0,79.0,18.0
2021-02-27,22.0,75.0,18.0,36.0,53.0,9.0,60.0,25.0,4.0,5.0,9.0,37.0,3.0,11.0,34.0,25.0,4.0,32.0,38.0,9.0,60.0,7.0,23.0,77.0,12.0
2021-02-28,35.0,80.0,42.0,31.0,60.0,9.0,60.0,25.0,4.0,5.0,9.0,41.0,7.0,9.0,46.0,27.0,4.0,13.0,40.0,9.0,59.0,11.0,26.0,78.0,11.0
2021-03-01,41.0,93.0,32.0,26.0,73.0,8.0,62.0,24.0,5.0,9.0,12.0,45.0,8.0,10.0,62.0,24.0,5.0,34.0,34.0,14.0,36.0,15.0,24.0,75.0,20.0
2021-03-02,43.0,91.0,35.0,24.0,76.0,6.0,70.0,24.0,5.0,5.0,8.0,52.0,36.0,11.0,54.0,24.0,5.0,11.0,33.0,14.0,56.0,13.0,29.0,83.0,22.0
2021-03-03,38.0,88.0,41.0,27.0,67.0,7.0,70.0,25.0,6.0,9.0,12.0,51.0,66.0,13.0,57.0,21.0,4.0,28.0,31.0,16.0,55.0,9.0,26.0,70.0,21.0
2021-03-04,36.0,89.0,45.0,22.0,72.0,9.0,68.0,24.0,5.0,0.0,0.0,64.0,53.0,12.0,50.0,20.0,4.0,23.0,33.0,14.0,41.0,10.0,29.0,72.0,21.0
2021-03-05,36.0,83.0,39.0,26.0,67.0,6.0,71.0,23.0,4.0,5.0,4.0,59.0,42.0,13.0,35.0,21.0,4.0,24.0,36.0,14.0,61.0,10.0,24.0,76.0,17.0
2021-03-06,31.0,75.0,43.0,38.0,55.0,8.0,71.0,23.0,4.0,10.0,0.0,41.0,29.0,11.0,23.0,27.0,4.0,7.0,42.0,9.0,50.0,8.0,26.0,66.0,11.0
2021-03-07,24.0,75.0,39.0,34.0,57.0,9.0,67.0,25.0,4.0,10.0,9.0,31.0,38.0,9.0,64.0,29.0,4.0,13.0,41.0,6.0,57.0,13.0,23.0,77.0,11.0
2021-03-08,36.0,87.0,48.0,25.0,71.0,9.0,71.0,23.0,6.0,5.0,4.0,46.0,32.0,11.0,43.0,20.0,4.0,29.0,34.0,13.0,55.0,13.0,28.0,70.0,16.0
2021-03-09,38.0,90.0,32.0,20.0,72.0,7.0,71.0,26.0,5.0,5.0,4.0,42.0,23.0,12.0,52.0,22.0,4.0,17.0,33.0,13.0,52.0,12.0,29.0,77.0,19.0
2021-03-10,40.0,83.0,49.0,29.0,69.0,9.0,66.0,25.0,5.0,9.0,8.0,62.0,23.0,16.0,49.0,20.0,4.0,11.0,29.0,14.0,44.0,13.0,26.0,67.0,18.0
2021-03-11,46.0,89.0,51.0,24.0,75.0,11.0,66.0,26.0,4.0,9.0,0.0,37.0,19.0,22.0,38.0,20.0,4.0,46.0,30.0,16.0,50.0,10.0,25.0,86.0,20.0
2021-03-12,31.0,86.0,61.0,24.0,65.0,8.0,59.0,24.0,5.0,9.0,16.0,43.0,10.0,14.0,43.0,19.0,4.0,40.0,31.0,11.0,48.0,10.0,25.0,79.0,15.0
2021-03-13,31.0,74.0,48.0,33.0,51.0,9.0,61.0,25.0,4.0,0.0,8.0,39.0,11.0,11.0,37.0,23.0,4.0,18.0,36.0,7.0,68.0,8.0,24.0,69.0,10.0
2021-03-14,35.0,73.0,54.0,36.0,56.0,7.0,57.0,27.0,4.0,0.0,13.0,29.0,10.0,12.0,43.0,25.0,4.0,18.0,39.0,7.0,67.0,12.0,23.0,76.0,10.0
2021-03-15,34.0,78.0,39.0,28.0,69.0,8.0,52.0,22.0,5.0,11.0,7.0,50.0,12.0,13.0,33.0,20.0,4.0,24.0,31.0,12.0,44.0,13.0,25.0,68.0,15.0
2021-03-16,32.0,86.0,54.0,24.0,68.0,9.0,58.0,22.0,5.0,4.0,7.0,46.0,9.0,15.0,53.0,21.0,4.0,14.0,31.0,13.0,35.0,12.0,26.0,73.0,16.0
2021-03-17,40.0,82.0,64.0,28.0,64.0,8.0,59.0,24.0,6.0,0.0,8.0,47.0,6.0,11.0,51.0,20.0,4.0,22.0,36.0,15.0,41.0,11.0,22.0,71.0,16.0
2021-03-18,32.0,85.0,27.0,33.0,66.0,10.0,59.0,25.0,5.0,0.0,8.0,38.0,5.0,9.0,39.0,31.0,4.0,11.0,36.0,15.0,57.0,9.0,24.0,72.0,17.0
2021-03-19,27.0,79.0,38.0,28.0,64.0,8.0,58.0,24.0,4.0,0.0,4.0,36.0,7.0,9.0,46.0,35.0,4.0,23.0,30.0,12.0,49.0,10.0,37.0,73.0,13.0
2021-03-20,37.0,68.0,42.0,32.0,48.0,7.0,59.0,26.0,4.0,0.0,13.0,40.0,5.0,7.0,26.0,27.0,3.0,19.0,32.0,5.0,63.0,6.0,29.0,75.0,9.0
2021-03-21,29.0,74.0,42.0,34.0,56.0,10.0,62.0,25.0,5.0,15.0,13.0,13.0,7.0,9.0,31.0,27.0,4.0,13.0,32.0,8.0,64.0,11.0,23.0,77.0,10.0
2021-03-22,41.0,89.0,35.0,24.0,68.0,7.0,69.0,25.0,4.0,18.0,12.0,75.0,7.0,15.0,54.0,23.0,4.0,40.0,31.0,12.0,43.0,14.0,26.0,70.0,15.0
2021-03-23,37.0,90.0,22.0,28.0,68.0,10.0,66.0,25.0,5.0,0.0,4.0,42.0,6.0,15.0,56.0,20.0,4.0,28.0,30.0,16.0,50.0,14.0,28.0,70.0,17.0
2021-03-24,37.0,88.0,58.0,26.0,69.0,9.0,57.0,25.0,5.0,4.0,8.0,52.0,11.0,16.0,46.0,21.0,4.0,16.0,31.0,14.0,40.0,11.0,25.0,72.0,17.0
2021-03-25,43.0,86.0,28.0,28.0,70.0,10.0,63.0,26.0,5.0,22.0,8.0,45.0,9.0,12.0,52.0,24.0,4.0,17.0,30.0,15.0,44.0,11.0,30.0,89.0,17.0
2021-03-26,42.0,80.0,32.0,30.0,67.0,9.0,59.0,26.0,5.0,0.0,4.0,46.0,7.0,9.0,41.0,19.0,4.0,29.0,28.0,12.0,47.0,10.0,26.0,83.0,13.0
2021-03-27,35.0,75.0,47.0,37.0,49.0,11.0,52.0,28.0,5.0,10.0,4.0,31.0,5.0,8.0,39.0,20.0,4.0,7.0,39.0,6.0,78.0,5.0,23.0,68.0,10.0
2021-03-28,36.0,74.0,57.0,28.0,56.0,8.0,60.0,27.0,5.0,5.0,9.0,20.0,7.0,9.0,60.0,21.0,4.0,26.0,38.0,8.0,65.0,11.0,24.0,67.0,10.0
2021-03-29,33.0,87.0,51.0,28.0,64.0,11.0,62.0,25.0,5.0,4.0,0.0,34.0,11.0,11.0,55.0,20.0,4.0,11.0,29.0,14.0,44.0,13.0,25.0,74.0,13.0
2021-03-30,37.0,87.0,42.0,30.0,66.0,9.0,62.0,27.0,6.0,5.0,8.0,55.0,13.0,11.0,67.0,19.0,4.0,18.0,26.0,15.0,58.0,15.0,28.0,78.0,15.0
2021-03-31,40.0,80.0,37.0,28.0,66.0,9.0,64.0,27.0,5.0,9.0,8.0,76.0,12.0,11.0,76.0,18.0,4.0,33.0,26.0,15.0,61.0,10.0,24.0,74.0,14.0
2021-04-01,40.0,81.0,26.0,28.0,64.0,9.0,59.0,27.0,5.0,14.0,4.0,46.0,9.0,13.0,44.0,18.0,4.0,18.0,29.0,16.0,44.0,10.0,25.0,78.0,13.0
2021-04-02,32.0,73.0,27.0,35.0,52.0,10.0,62.0,29.0,6.0,5.0,0.0,45.0,11.0,11.0,60.0,18.0,4.0,18.0,31.0,12.0,69.0,8.0,25.0,78.0,11.0
2021-04-03,34.0,70.0,44.0,36.0,48.0,10.0,68.0,28.0,5.0,5.0,9.0,24.0,10.0,6.0,48.0,19.0,3.0,0.0,35.0,6.0,99.0,6.0,30.0,68.0,8.0
2021-04-04,33.0,70.0,60.0,26.0,53.0,10.0,71.0,28.0,4.0,5.0,5.0,44.0,10.0,7.0,22.0,18.0,3.0,7.0,33.0,6.0,50.0,11.0,28.0,66.0,7.0
2021-04-05,34.0,89.0,56.0,26.0,68.0,10.0,69.0,28.0,5.0,0.0,4.0,57.0,9.0,10.0,58.0,18.0,4.0,18.0,35.0,13.0,52.0,14.0,29.0,75.0,13.0
2021-04-06,36.0,84.0,47.0,25.0,65.0,9.0,69.0,30.0,5.0,13.0,0.0,57.0,9.0,10.0,40.0,18.0,4.0,11.0,38.0,13.0,51.0,11.0,27.0,75.0,14.0
2021-04-07,35.0,86.0,38.0,28.0,64.0,10.0,60.0,32.0,5.0,4.0,4.0,63.0,13.0,13.0,68.0,18.0,4.0,5.0,31.0,17.0,41.0,11.0,27.0,78.0,15.0
2021-04-08,32.0,88.0,50.0,28.0,66.0,11.0,60.0,33.0,5.0,4.0,12.0,36.0,7.0,13.0,50.0,19.0,4.0,22.0,30.0,15.0,43.0,9.0,27.0,72.0,15.0
2021-04-09,34.0,77.0,53.0,22.0,64.0,10.0,58.0,30.0,5.0,4.0,4.0,77.0,5.0,8.0,45.0,16.0,3.0,17.0,29.0,14.0,44.0,10.0,30.0,79.0,12.0
2021-04-10,32.0,71.0,39.0,34.0,47.0,11.0,59.0,30.0,5.0,0.0,4.0,30.0,5.0,9.0,34.0,19.0,3.0,6.0,33.0,10.0,66.0,8.0,23.0,72.0,9.0
2021-04-11,30.0,80.0,56.0,33.0,57.0,13.0,64.0,29.0,5.0,5.0,13.0,34.0,7.0,6.0,33.0,20.0,4.0,13.0,35.0,8.0,70.0,11.0,28.0,72.0,9.0
2021-04-12,42.0,93.0,44.0,24.0,72.0,9.0,58.0,26.0,5.0,13.0,8.0,42.0,7.0,10.0,40.0,18.0,4.0,28.0,31.0,14.0,55.0,12.0,25.0,84.0,15.0
2021-04-13,49.0,90.0,38.0,29.0,72.0,11.0,58.0,30.0,7.0,9.0,16.0,39.0,6.0,11.0,58.0,17.0,4.0,28.0,32.0,13.0,57.0,11.0,28.0,73.0,16.0
2021-04-14,34.0,89.0,44.0,25.0,67.0,11.0,63.0,30.0,5.0,13.0,8.0,48.0,5.0,13.0,49.0,18.0,4.0,28.0,29.0,18.0,56.0,9.0,30.0,72.0,16.0
2021-04-15,38.0,86.0,44.0,27.0,69.0,9.0,60.0,29.0,6.0,0.0,0.0,60.0,6.0,12.0,59.0,17.0,3.0,28.0,29.0,13.0,53.0,10.0,29.0,78.0,15.0
