Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake
2021-05-07,41,73,32,30,63,11,54,26,4,9,8,47,9,9,52,30,3,12,25,13,58,9,28,75,12,13,75,21,62,57,24,40,25,76,58,10,12,50,32,32,74,56,59,34,5,1,25,58
2021-05-08,36,71,44,29,49,8,60,27,3,10,18,28,7,8,40,24,2,7,30,7,78,5,22,62,8,12,35,17,64,55,25,45,26,73,56,11,9,45,39,34,69,55,54,35,4,0,24,56
2021-05-09,38,68,44,26,53,10,52,26,4,5,4,17,8,5,25,23,2,7,39,6,80,8,26,60,7,15,71,19,55,52,27,43,18,70,62,22,34,50,39,32,58,61,69,45,6,1,22,54
2021-05-10,47,86,26,22,72,13,64,26,5,0,4,44,10,8,81,21,3,18,31,12,67,11,27,75,13,15,62,18,61,68,25,41,17,76,61,26,23,50,39,29,63,59,74,47,5,1,22,52
2021-05-11,36,85,22,28,69,9,62,27,6,0,0,61,11,9,55,19,3,18,29,14,70,13,28,77,14,14,69,17,55,53,25,39,18,69,62,26,32,47,41,27,59,58,75,44,4,1,22,49
2021-05-12,38,86,28,28,64,11,56,28,5,4,8,33,14,13,41,18,3,40,27,17,70,11,26,64,13,13,62,11,55,77,28,40,19,70,63,22,18,49,41,25,65,56,72,41,4,1,21,52
2021-05-13,38,80,26,28,63,9,58,27,5,0,12,46,28,11,65,16,2,11,24,12,81,8,25,78,13,13,54,13,57,31,26,40,20,67,62,21,19,51,42,25,59,59,62,40,5,1,22,56
2021-05-14,36,80,37,28,58,12,55,28,5,10,8,35,52,9,57,16,2,42,30,13,75,8,26,78,12,12,66,20,71,47,25,41,23,67,55,11,16,49,35,29,73,53,59,33,3,1,24,63
2021-05-15,31,69,23,28,50,12,60,29,4,5,0,43,38,11,56,16,2,7,32,8,84,4,22,71,7,11,62,18,74,78,26,46,28,76,54,10,13,47,33,26,54,53,56,37,4,1,28,59
2021-05-16,38,71,58,37,51,11,64,27,4,11,4,31,27,7,35,17,2,40,34,6,70,9,21,67,8,13,59,16,58,60,26,43,20,68,60,18,31,50,35,21,66,63,70,40,5,1,22,58
2021-05-17,44,85,23,26,66,11,59,28,4,9,12,50,32,9,64,15,2,29,28,15,63,10,26,78,12,13,71,14,62,36,27,42,16,69,61,19,19,51,38,23,62,56,72,44,4,1,22,58
2021-05-18,38,79,23,29,66,15,67,28,5,0,8,62,36,12,51,16,3,29,28,14,49,7,28,71,13,12,54,20,62,80,26,40,18,72,64,17,27,48,38,22,71,61,70,45,5,1,21,55
2021-05-19,41,85,34,24,64,13,60,27,5,9,4,44,26,9,43,14,2,11,29,16,58,7,27,69,13,12,62,23,61,37,27,41,21,63,61,17,32,49,37,19,70,59,71,42,3,1,20,57
2021-05-20,39,82,32,27,61,12,61,26,4,9,4,59,27,6,54,14,2,24,29,14,74,6,23,70,12,11,61,20,63,38,26,40,20,63,60,18,26,51,34,18,58,60,67,43,4,1,23,62
2021-05-21,35,77,42,25,60,13,62,25,4,0,8,22,12,9,45,15,2,18,30,11,49,7,24,69,11,11,62,24,64,69,28,43,22,67,54,9,9,51,30,18,66,56,58,35,4,1,25,68
2021-05-22,34,67,59,39,49,12,66,27,3,11,9,21,12,4,26,14,2,0,32,10,79,3,26,72,7,11,74,28,71,79,28,45,23,81,54,9,9,49,38,20,69,61,60,31,4,1,26,68
2021-05-23,40,71,51,37,56,12,65,26,3,10,0,17,11,6,58,13,2,7,33,9,75,8,26,64,7,12,76,23,62,51,29,44,19,69,60,16,26,52,35,16,50,63,67,41,5,1,25,67
2021-05-24,39,83,32,22,63,10,60,26,5,9,12,40,14,9,45,15,2,12,29,12,45,10,24,69,12,12,50,11,59,39,32,42,19,65,58,19,24,52,38,18,57,63,70,42,5,1,25,63
2021-05-25,40,84,26,27,64,13,65,28,4,0,8,25,13,8,48,16,2,24,29,15,43,8,23,68,13,11,62,11,60,63,28,41,17,61,67,18,26,50,40,19,44,67,70,39,3,1,24,59
2021-05-26,30,82,44,26,60,13,55,25,4,0,0,39,11,9,53,16,2,17,26,14,50,7,27,73,12,9,60,11,57,49,26,41,15,61,59,16,25,49,34,17,58,67,66,41,5,1,24,61
2021-05-27,32,80,42,27,58,11,56,24,4,5,4,37,10,9,56,14,2,41,27,12,60,7,25,61,12,9,61,27,62,30,26,42,18,60,56,16,13,52,36,15,51,67,60,36,4,1,23,64
2021-05-28,30,75,26,24,54,11,51,23,3,9,4,28,11,4,23,14,2,41,28,10,59,7,23,71,10,9,34,10,59,65,28,43,20,67,57,7,6,58,37,15,62,63,53,33,4,0,28,72
2021-05-29,26,70,39,29,46,10,63,23,4,0,5,21,15,6,37,15,2,7,32,6,78,5,22,65,6,9,72,24,66,34,37,48,22,69,54,9,12,51,40,15,68,59,52,36,4,1,26,78
2021-05-30,37,72,26,28,50,10,55,24,4,0,14,21,8,5,47,16,2,0,37,8,63,5,21,71,6,9,59,11,70,47,37,48,25,68,51,12,7,49,38,15,72,65,54,33,4,1,25,80
2021-05-31,33,74,22,29,53,13,58,25,3,5,0,21,6,5,35,17,2,20,33,7,67,5,22,67,5,10,69,14,58,36,29,42,19,61,55,14,11,52,39,13,48,62,63,38,5,1,24,69
2021-06-01,22,84,32,25,62,13,63,26,8,0,0,43,12,8,43,14,2,29,26,14,58,8,26,73,12,9,72,12,60,71,26,41,18,60,63,16,18,51,38,18,68,62,69,39,5,2,25,64
2021-06-02,42,82,40,26,60,9,60,25,9,4,0,48,8,11,52,14,2,6,26,14,72,6,26,72,12,9,70,15,54,48,28,43,19,60,60,16,16,49,37,17,61,68,71,42,5,2,25,64
2021-06-03,38,81,38,32,60,12,64,25,7,5,8,43,7,9,47,15,2,41,27,14,52,7,23,68,12,9,72,13,55,27,28,43,20,59,60,16,15,52,38,15,67,69,70,38,4,1,25,68
2021-06-04,41,82,50,28,55,9,59,25,5,0,8,48,10,7,56,14,2,18,28,13,56,7,22,75,11,9,63,25,71,64,29,45,19,59,53,8,9,51,33,15,80,68,61,36,5,1,28,79
2021-06-05,31,71,33,23,49,13,59,26,4,5,9,14,9,10,49,14,2,7,29,7,82,5,25,67,7,9,76,17,68,28,28,47,22,63,51,10,11,47,37,14,59,74,59,37,4,1,26,78
2021-06-06,38,77,25,29,50,12,65,24,3,0,0,31,5,8,37,13,2,7,32,7,75,9,25,68,6,9,57,17,55,43,26,46,18,58,55,14,17,50,42,13,63,67,68,31,5,1,24,67
2021-06-07,34,83,28,29,57,11,57,24,4,0,0,27,6,7,58,14,2,40,26,12,65,8,22,64,11,9,70,16,55,51,26,45,17,58,56,16,17,52,36,15,63,65,72,38,4,1,24,65
2021-06-08,39,84,41,25,55,11,59,25,4,5,0,27,7,11,73,15,2,12,31,13,61,9,25,62,12,9,58,13,61,67,27,42,16,61,61,16,11,50,39,13,58,71,74,37,4,2,24,62
2021-06-09,30,80,35,29,57,12,60,25,3,5,4,43,5,11,63,13,2,29,26,13,41,8,23,77,12,9,79,19,58,37,28,41,18,58,60,15,13,51,44,13,66,70,72,37,5,3,24,65
2021-06-10,39,82,42,29,59,10,65,26,4,0,4,37,4,9,50,14,2,18,26,14,50,7,25,63,12,10,62,27,55,28,27,43,17,56,58,14,12,53,40,15,67,61,68,38,5,3,26,70
2021-06-11,31,70,33,26,52,13,60,26,3,0,4,61,5,8,40,12,2,12,26,11,47,7,22,64,11,8,70,9,65,83,28,44,20,58,60,8,9,49,40,14,75,65,56,31,5,2,25,75
2021-06-12,31,71,33,36,50,11,57,28,4,0,5,45,6,5,37,13,2,13,30,8,67,4,19,70,7,9,72,25,66,34,29,49,21,60,56,9,10,48,37,16,73,70,56,33,5,2,26,80
2021-06-13,33,80,14,34,53,10,57,28,3,0,0,33,8,5,49,14,2,6,30,6,82,6,25,59,6,10,65,12,58,44,29,44,17,58,57,12,14,52,38,15,50,72,68,36,5,2,25,71
2021-06-14,48,82,44,28,57,10,57,25,5,9,12,73,11,8,67,13,2,17,28,12,49,8,26,75,11,9,76,26,57,40,29,43,16,58,60,12,16,52,46,16,47,67,71,38,5,2,23,67
2021-06-15,39,80,48,29,54,13,61,26,3,5,0,74,10,11,51,13,2,29,29,14,54,10,28,63,12,10,64,15,63,67,28,42,17,59,64,11,15,51,40,15,59,66,70,39,5,2,25,66
2021-06-16,38,82,61,27,57,10,60,26,4,9,12,40,11,8,37,15,2,58,28,14,57,7,26,73,11,9,78,20,55,44,32,43,17,58,64,10,20,51,39,16,72,68,70,39,4,2,24,67
2021-06-17,36,80,33,18,57,13,59,26,3,0,0,47,8,63,58,13,2,30,30,14,43,5,25,67,11,9,67,27,54,36,29,43,19,57,57,11,14,54,40,16,52,68,66,39,4,1,27,71
2021-06-18,41,73,33,31,54,9,62,25,4,5,0,32,10,38,40,12,2,30,25,9,55,5,24,65,9,9,55,31,59,74,30,45,22,59,60,7,13,51,41,14,55,68,55,34,5,1,27,79
2021-06-19,30,69,33,32,50,12,59,24,3,11,19,21,5,15,33,13,2,27,30,8,50,4,26,72,6,9,63,17,63,43,30,48,23,60,52,7,8,47,36,13,62,68,52,35,9,1,25,78
2021-06-20,33,70,30,24,50,12,57,26,4,5,0,11,4,15,26,12,2,20,36,7,73,6,20,67,6,9,58,16,52,56,28,42,16,55,57,11,11,51,53,13,55,69,67,34,8,1,22,70
2021-06-21,36,84,16,24,55,13,62,24,4,14,8,43,5,12,41,14,2,29,32,14,51,10,24,61,10,10,78,21,53,38,28,43,18,59,60,13,17,52,60,15,60,66,68,40,7,1,25,70
2021-06-22,41,86,16,24,57,14,62,24,5,9,0,38,10,13,34,15,2,24,32,13,63,6,26,73,11,10,66,12,56,66,28,42,18,62,63,15,11,52,43,15,69,64,67,37,11,1,25,67
2021-06-23,38,79,32,21,54,10,64,24,3,0,4,49,6,11,31,15,2,18,27,15,45,5,25,72,11,10,86,17,59,33,29,44,18,59,60,12,11,53,40,12,62,61,72,37,12,1,26,70
2021-06-24,35,81,27,22,53,12,57,27,4,9,17,29,4,10,46,14,2,12,30,15,50,7,27,68,11,8,61,32,65,30,27,44,15,54,56,9,12,53,35,13,48,64,68,36,9,1,23,70
2021-06-25,30,75,36,27,48,10,55,24,4,14,4,48,7,9,44,11,2,6,26,10,43,5,20,67,9,9,45,22,61,53,31,47,22,57,51,8,10,52,45,13,69,67,57,32,9,1,26,80
2021-06-26,30,70,26,29,43,12,57,25,4,5,5,28,5,6,94,14,1,0,31,8,59,4,23,72,6,9,61,19,64,91,31,48,20,63,55,7,13,50,51,13,60,73,54,34,9,1,29,84
2021-06-27,34,70,22,28,49,11,54,26,4,0,0,11,6,6,81,15,1,14,32,8,52,6,22,69,6,10,75,24,57,34,28,45,19,55,54,11,12,54,66,13,52,84,69,35,9,1,23,80
2021-06-28,37,87,23,28,58,10,57,25,4,0,0,25,6,9,48,15,2,36,31,14,75,9,26,67,10,11,81,13,50,31,28,44,17,58,60,11,10,54,67,14,82,83,70,39,8,1,26,77
2021-06-29,30,81,26,23,51,14,60,26,3,14,8,66,7,13,42,15,2,12,28,15,49,7,26,67,11,10,77,19,55,55,28,43,17,59,62,14,11,52,59,12,62,72,71,37,13,1,24,69
2021-06-30,25,82,13,26,53,13,60,24,4,5,0,52,8,10,53,16,2,23,28,15,41,6,21,70,10,10,76,10,54,53,26,41,17,56,61,13,12,53,57,12,54,64,66,35,7,1,26,68
2021-07-01,33,77,38,22,53,9,52,25,4,0,12,48,4,11,30,13,2,23,26,12,45,8,23,71,9,10,63,11,57,30,33,40,18,56,58,12,12,53,69,11,75,60,66,35,7,1,25,76
2021-07-02,26,75,46,35,50,12,59,23,3,14,13,41,4,8,38,12,2,24,32,10,59,7,23,68,8,9,65,26,66,70,33,45,20,58,54,8,11,52,74,12,70,63,56,31,7,1,28,87
2021-07-03,28,73,15,31,43,11,51,24,3,0,0,39,3,8,51,12,1,7,32,8,58,6,22,71,5,10,56,20,63,57,32,44,22,55,52,7,14,54,62,11,72,68,54,35,6,1,25,98
2021-07-04,36,79,27,28,50,9,50,26,4,0,0,19,3,6,40,12,1,7,39,6,58,6,22,78,5,10,71,16,59,58,33,48,20,58,50,8,17,57,51,11,56,67,57,33,6,1,24,98
2021-07-05,39,82,37,28,46,10,53,24,3,0,9,32,3,5,53,13,2,7,45,9,63,6,20,71,6,12,86,18,55,45,29,44,17,55,56,12,14,57,57,13,62,67,63,40,8,1,24,78
2021-07-06,33,83,39,26,54,14,57,28,4,0,4,53,4,8,33,14,2,18,40,12,54,9,22,65,10,13,76,16,56,66,28,43,16,57,62,13,15,53,52,12,65,63,69,35,7,1,24,71
2021-07-07,38,80,25,22,54,12,65,26,4,0,8,72,5,11,38,13,2,34,33,14,44,9,23,71,10,13,60,18,58,34,28,43,17,56,58,10,13,54,46,11,49,62,72,34,5,1,25,71
2021-07-08,51,85,26,29,55,13,56,27,4,0,0,50,4,8,58,13,2,12,36,12,69,8,20,73,10,14,68,18,55,29,29,45,17,58,57,10,7,54,54,11,57,62,69,40,7,1,23,74
2021-07-09,33,79,30,26,52,13,54,26,4,5,0,25,5,6,40,14,2,18,34,12,52,6,23,73,9,13,72,20,62,65,31,45,21,56,51,7,9,52,50,11,52,66,61,35,9,1,26,82
2021-07-10,37,74,29,35,47,13,52,26,4,5,5,39,4,4,42,15,2,7,40,8,76,3,22,77,5,12,63,26,59,42,36,53,21,59,49,7,5,49,76,14,62,56,57,35,7,1,29,79
2021-07-11,37,76,51,32,51,14,57,28,5,16,9,10,3,6,40,14,2,13,42,6,42,6,19,74,5,14,77,14,56,55,32,45,19,59,57,11,6,54,44,10,63,67,68,38,8,1,25,75
2021-07-12,40,87,29,30,55,17,60,27,5,0,4,37,4,10,62,14,2,0,42,13,53,7,22,91,10,14,84,25,52,44,31,46,17,60,58,10,14,51,50,10,78,62,72,39,8,1,25,69
2021-07-13,32,88,23,31,57,14,60,27,4,0,0,47,3,8,60,14,2,24,36,15,57,6,26,82,10,15,95,15,64,63,31,43,18,58,60,13,15,52,46,11,63,62,76,37,8,1,24,67
2021-07-14,42,80,38,28,54,14,60,29,5,9,4,58,3,10,51,14,2,12,33,14,41,7,22,86,10,16,61,23,56,37,31,43,16,55,55,11,17,52,45,10,65,61,72,37,8,1,26,68
2021-07-15,29,81,10,26,53,12,53,28,5,9,4,50,5,7,43,13,2,29,32,12,56,7,23,79,10,16,75,19,58,27,29,42,19,56,59,14,15,52,39,10,64,61,68,37,8,1,25,72
2021-07-16,40,74,13,28,51,12,59,28,5,0,4,53,16,9,31,12,2,30,32,12,58,4,25,75,8,16,67,20,60,70,30,45,20,59,52,8,9,51,41,10,82,66,66,38,8,1,28,79
2021-07-17,41,72,33,33,44,13,57,28,3,0,0,35,16,7,32,12,2,0,39,7,47,3,22,77,5,18,70,23,65,48,31,47,20,60,48,8,16,49,46,11,67,61,58,36,8,1,28,80
2021-07-18,30,74,40,32,53,11,49,28,4,0,0,31,10,6,30,16,2,7,39,7,63,7,25,79,6,21,78,15,63,48,29,44,18,58,55,11,11,52,48,9,66,63,70,40,11,1,28,73
2021-07-19,34,82,35,27,55,12,54,29,4,0,4,31,17,9,33,13,3,29,33,13,46,8,25,73,10,22,67,24,55,44,29,41,15,56,57,13,12,52,49,12,69,61,67,39,10,2,22,67
2021-07-20,34,82,49,28,55,14,61,28,5,0,0,28,17,9,45,15,3,18,34,14,48,7,21,73,10,23,90,12,62,66,28,43,17,57,64,16,8,51,44,10,49,61,73,37,9,1,25,66
2021-07-21,36,81,19,30,54,14,59,29,5,5,0,46,15,9,65,13,3,12,32,16,48,4,25,77,10,25,64,16,58,40,29,43,16,56,60,13,11,49,45,9,65,61,70,41,10,1,24,68
2021-07-22,41,82,46,30,53,13,60,29,5,5,18,41,14,8,70,12,3,45,33,13,65,6,25,73,10,23,71,16,57,30,27,42,15,50,56,13,11,51,59,9,65,60,70,39,11,1,24,71
2021-07-23,45,78,30,26,49,13,55,28,5,0,5,55,12,8,51,12,3,21,32,13,48,5,23,70,8,23,70,17,65,68,28,48,22,61,55,8,5,49,100,11,57,62,58,35,13,1,29,79
2021-07-24,30,74,11,32,47,17,60,29,6,5,19,25,14,8,49,19,3,27,36,8,76,4,22,91,5,25,54,20,64,41,29,52,23,63,49,9,8,48,92,10,56,72,59,37,13,1,28,78
2021-07-25,40,71,33,19,50,15,61,29,6,5,14,39,17,8,40,23,2,7,39,8,72,5,23,74,5,28,73,12,66,55,26,51,18,63,54,13,14,54,89,11,53,72,73,37,12,1,25,71
2021-07-26,49,84,23,25,55,15,55,31,5,14,12,68,20,10,54,14,3,53,37,14,56,6,28,69,9,30,69,14,63,39,30,47,16,63,56,14,10,51,73,9,65,71,70,37,14,2,26,68
2021-07-27,26,82,42,21,53,14,60,30,6,0,0,43,39,8,43,13,3,23,34,14,45,8,22,72,9,32,72,18,63,68,28,48,14,60,66,15,11,51,73,11,69,71,76,47,15,2,25,65
2021-07-28,33,88,52,28,54,16,64,32,6,9,16,22,65,7,40,14,3,29,30,15,62,6,23,70,9,32,86,11,64,56,28,45,17,58,60,14,13,50,74,11,61,72,71,40,16,2,26,64
2021-07-29,40,83,45,34,52,15,57,32,5,14,16,68,52,10,37,12,3,58,31,14,46,5,23,66,9,31,68,14,61,33,27,47,18,58,60,13,11,51,68,11,61,62,65,41,17,2,24,65
2021-07-30,47,77,10,36,48,14,54,30,5,9,12,52,43,6,23,10,3,23,30,11,43,5,23,71,8,32,72,29,70,73,28,47,20,61,58,9,11,49,67,11,63,64,57,42,15,2,28,73
2021-07-31,34,72,29,31,45,14,53,30,5,5,0,34,33,8,34,11,3,19,32,8,60,4,23,72,5,34,63,23,72,44,28,48,20,63,55,9,9,47,74,12,57,63,55,41,15,2,28,72
2021-08-01,32,76,65,25,49,15,75,31,6,0,5,21,26,6,48,13,3,26,39,8,48,7,22,60,5,38,75,12,62,49,25,43,16,59,57,13,7,52,81,9,63,60,67,40,18,2,25,67
2021-08-02,32,83,42,25,52,14,58,31,5,0,4,78,50,11,40,13,4,41,32,14,53,7,25,68,9,40,87,18,65,35,26,45,15,56,58,12,10,49,98,10,74,56,68,46,19,3,25,63
2021-08-03,41,85,35,27,52,16,55,31,5,5,4,40,53,10,52,13,4,35,30,15,51,7,22,75,10,41,77,10,67,76,26,45,17,60,67,11,10,51,84,10,74,64,76,44,20,2,26,62
2021-08-04,38,88,36,24,52,16,57,33,6,9,8,57,43,8,41,12,4,36,32,16,48,6,22,77,10,39,69,24,62,37,28,46,16,57,59,14,12,51,71,13,67,62,73,47,21,3,27,63
2021-08-05,36,89,43,27,48,14,58,34,6,14,17,47,35,6,38,13,4,30,34,14,43,5,24,77,9,38,84,16,67,34,29,43,16,57,59,11,12,53,74,12,45,58,71,44,21,3,29,70
2021-08-06,32,77,20,36,51,13,59,30,6,0,4,58,35,9,62,11,4,25,30,13,63,6,22,70,8,38,70,30,72,69,26,45,20,59,57,10,8,52,72,13,72,56,55,42,20,2,38,72
2021-08-07,38,73,33,31,44,17,52,33,6,5,9,28,23,7,35,14,3,13,37,7,60,4,23,64,5,37,74,17,69,43,31,48,20,63,49,10,7,49,76,12,69,57,56,43,19,2,32,71
2021-08-08,40,73,58,38,47,17,86,35,6,5,9,28,22,6,51,13,4,20,35,8,53,5,24,64,5,41,74,15,62,50,27,43,16,54,59,13,15,51,62,10,75,60,61,41,26,2,32,67
2021-08-09,29,84,55,33,49,18,54,32,6,9,12,31,41,9,33,13,4,29,34,15,62,6,26,70,9,42,77,18,59,35,26,43,17,55,60,12,16,49,46,13,69,65,68,46,37,3,32,61
2021-08-10,34,84,27,32,52,18,54,33,6,5,4,48,38,8,37,14,5,36,40,15,63,5,22,81,9,39,86,15,62,63,26,42,16,55,64,13,16,51,42,14,67,68,72,45,33,3,30,59
2021-08-11,32,83,35,33,54,14,58,33,6,9,4,25,44,10,42,13,4,29,32,15,63,5,25,63,9,41,73,20,57,36,27,43,16,54,60,15,18,51,45,13,91,61,69,49,37,3,32,59
2021-08-12,26,86,23,30,54,13,56,33,6,0,8,70,34,10,55,12,4,30,33,12,66,5,24,68,10,39,92,18,65,33,25,41,14,54,60,8,13,52,40,14,69,61,68,48,36,3,32,64
2021-08-13,32,80,51,35,57,15,49,32,6,5,9,36,43,10,37,11,4,37,32,12,49,6,23,67,9,40,67,25,73,87,26,44,20,60,57,10,11,52,35,15,86,65,61,43,36,2,34,71
2021-08-14,30,76,33,34,49,14,53,35,6,11,23,25,31,10,42,12,4,7,37,8,62,3,23,69,6,39,70,16,73,42,30,45,20,59,52,11,9,51,39,14,70,56,54,43,33,2,33,70
2021-08-15,32,79,29,30,49,17,81,35,6,5,9,32,26,13,40,12,4,13,36,9,62,5,21,72,6,42,89,10,58,49,55,41,17,56,59,12,11,52,44,14,63,61,67,44,35,3,30,62
2021-08-16,34,86,13,23,57,17,51,35,6,10,13,35,30,12,36,13,4,30,30,12,68,7,23,72,10,41,76,19,58,43,61,39,14,56,60,12,16,51,42,12,76,57,67,45,39,3,27,60
2021-08-17,36,83,32,29,53,14,55,33,6,9,4,37,39,8,41,12,5,41,31,13,45,5,22,62,11,42,98,16,65,67,40,39,17,57,66,10,13,49,43,10,59,61,73,48,39,3,25,59
2021-08-18,42,85,45,31,50,15,58,35,7,14,12,46,40,8,43,11,5,29,30,14,45,6,21,75,11,42,60,20,66,37,35,38,16,63,61,11,13,49,38,12,56,55,69,47,38,3,26,57
2021-08-19,31,86,42,22,50,17,57,35,6,14,16,25,41,8,51,13,5,17,32,14,45,7,24,68,10,41,66,22,64,39,33,39,15,57,59,10,13,52,37,16,77,56,64,45,38,3,26,60
2021-08-20,37,85,49,23,46,18,55,34,7,0,8,31,32,6,39,11,4,29,33,10,42,5,23,63,9,42,71,33,73,85,32,43,16,63,56,7,10,50,32,14,78,55,58,43,58,3,30,64
2021-08-21,18,73,29,44,47,17,60,34,6,26,18,31,22,6,27,12,4,20,36,8,61,3,25,66,5,41,79,18,72,43,31,45,22,68,55,8,11,46,37,14,67,55,57,50,48,2,30,62
2021-08-22,30,73,47,31,42,17,82,35,6,21,9,38,21,6,27,13,4,7,41,9,49,5,23,71,6,45,85,12,62,40,28,41,14,60,59,11,15,49,36,16,59,58,64,48,56,3,26,58
2021-08-23,35,85,43,27,53,14,60,33,7,5,4,47,29,9,46,13,5,30,33,13,43,8,23,76,10,45,74,21,68,28,32,39,15,59,60,13,18,49,41,14,59,61,66,50,61,3,24,58
2021-08-24,30,89,28,29,53,18,51,35,6,10,9,54,26,8,43,14,5,19,30,16,36,6,23,65,12,43,95,22,62,72,29,39,15,61,70,13,18,47,37,12,70,70,72,47,52,3,22,54
2021-08-25,29,90,38,28,53,17,54,33,7,0,4,40,30,8,39,14,5,35,28,18,48,4,27,67,11,44,64,16,58,35,28,39,16,62,64,12,17,49,43,12,69,67,67,48,66,3,26,55
2021-08-26,32,86,47,30,58,17,58,34,5,10,8,58,43,8,40,18,5,49,34,15,54,6,24,71,12,41,61,25,64,33,30,38,16,57,62,13,23,50,39,14,57,60,61,53,62,2,24,58
2021-08-27,22,82,23,22,50,15,47,33,6,5,0,70,32,7,42,25,5,24,38,11,53,5,25,75,10,40,85,23,71,85,26,43,19,66,68,9,18,50,37,18,76,54,60,49,57,2,29,63
2021-08-28,35,75,25,24,42,17,50,35,5,10,5,52,20,6,37,19,4,40,34,7,74,2,23,74,6,39,68,21,73,30,27,44,22,66,57,7,15,43,38,17,80,51,55,47,49,2,30,62
2021-08-29,29,72,21,36,50,17,83,37,7,0,9,27,15,5,37,17,4,32,35,8,40,5,21,66,6,43,74,23,61,52,28,39,14,62,63,12,20,47,34,13,60,56,67,48,66,2,25,61
2021-08-30,23,86,38,26,66,16,53,36,7,14,4,36,21,8,48,18,5,6,33,14,62,8,22,61,11,41,75,14,63,39,28,39,18,63,66,13,17,47,40,14,56,57,63,47,60,3,24,63
2021-08-31,41,90,30,25,75,18,56,35,7,5,8,32,28,7,48,16,5,24,30,13,45,6,19,65,12,40,100,22,66,77,26,38,16,65,69,13,20,45,37,16,58,56,71,50,60,3,22,57
2021-09-01,38,84,46,26,58,15,51,35,7,9,8,53,21,8,43,16,5,30,28,19,36,5,22,60,12,39,67,16,56,42,32,39,13,64,65,13,21,48,40,20,74,58,69,52,100,3,22,58
2021-09-02,29,84,48,26,52,15,52,36,6,5,8,71,16,8,43,14,5,43,32,12,51,6,23,71,11,38,75,13,63,30,29,38,15,62,60,13,20,49,39,19,54,50,65,49,76,2,24,56
2021-09-03,28,77,39,31,49,15,48,33,7,15,4,47,14,8,62,13,4,25,31,13,29,5,21,57,9,36,63,22,76,83,28,41,18,61,56,8,12,48,31,25,57,51,56,47,74,1,28,64
2021-09-04,26,69,28,47,42,16,45,35,7,11,15,34,14,6,40,14,4,15,35,9,70,3,21,65,6,36,48,22,69,42,27,42,21,65,53,7,10,46,31,21,72,55,50,46,67,2,26,66
2021-09-05,27,76,52,39,46,18,87,33,6,0,5,49,11,3,40,16,4,14,39,9,67,5,22,61,6,36,65,19,77,45,28,45,19,68,55,10,18,46,38,18,48,58,55,46,62,2,29,61
2021-09-06,31,80,26,37,50,16,51,35,5,16,0,36,10,5,31,16,4,20,39,9,74,5,21,58,6,43,73,20,60,43,26,39,14,67,59,14,18,49,37,17,71,53,66,48,74,2,22,53
2021-09-07,43,97,45,23,58,18,56,36,7,5,13,82,14,8,63,15,5,37,40,14,47,7,22,67,12,41,75,15,55,92,26,38,17,67,67,14,15,50,40,16,64,58,72,49,81,2,23,52
2021-09-08,32,89,34,24,59,18,55,34,8,5,8,51,16,9,44,14,4,30,54,19,47,7,24,65,12,39,93,27,55,41,29,39,16,67,63,16,29,47,36,18,62,53,64,49,65,2,21,49
2021-09-09,37,88,48,28,54,16,52,34,7,5,4,68,20,9,60,17,4,56,55,16,31,6,27,64,12,34,69,16,68,32,33,42,16,61,63,15,27,48,33,18,64,49,71,54,49,2,21,50
2021-09-10,36,85,46,27,51,19,54,31,7,15,18,44,31,6,38,14,4,6,36,13,55,4,23,68,10,31,78,18,77,85,58,42,19,63,56,10,10,47,34,24,58,51,55,43,31,1,25,54
2021-09-11,31,75,27,34,50,17,54,31,5,17,19,33,19,6,63,15,3,28,44,11,32,3,25,65,6,31,70,17,78,44,42,46,21,69,53,9,17,47,37,21,74,48,56,42,30,2,26,51
2021-09-12,40,74,34,32,53,18,88,32,7,0,9,36,11,5,45,15,3,20,39,8,89,5,23,54,6,36,75,20,66,61,31,45,16,72,63,14,23,49,41,16,69,52,68,53,35,2,22,50
2021-09-13,31,96,41,26,59,17,55,34,7,0,0,46,20,9,43,14,4,37,30,13,30,7,25,70,12,36,61,14,58,38,26,40,15,68,59,16,22,47,37,14,56,52,72,51,33,2,21,47
2021-09-14,40,93,24,25,55,17,54,34,7,24,13,55,20,9,42,13,4,24,30,15,46,5,26,61,12,33,70,19,57,91,27,38,15,71,71,16,24,48,45,17,60,51,78,53,32,2,21,46
2021-09-15,44,93,37,25,100,18,57,33,9,5,4,57,20,8,61,14,4,42,28,19,52,6,28,74,12,31,70,18,65,41,25,40,17,69,63,17,19,48,43,21,58,55,78,48,30,2,23,47
2021-09-16,33,88,31,29,61,14,56,31,8,19,4,42,15,9,50,14,4,12,31,17,56,5,25,70,11,29,71,27,59,43,28,39,15,67,63,14,26,49,39,19,56,52,71,48,34,2,24,50
