Date,alcoholism,anxiety,athleisure,cutting hair,depression,dry cough,eczema,fever,flu symptoms,lack of smell,lack of taste,long-term care,mask mandates,obamacare,opiods,peloton,quarantine,short-term disability,star trek,telehealth,teslas,unemployment insurance,vaping,xanax,zoom,covid symptoms,hospitals near me,baconator,helmet,aluminium,plane,age,hen,table,digital,mutation,oppose,city,athlete,prediction,tumble,stroke,diabetes,lungs,ivermectin,hydroxychloroquine,bleach,lake
2020-08-14,28,76,62,33,55,10,60,28,3,4,11,31,6,8,42,14,10,21,36,19,37,17,23,83,35,26,52,30,73,22,21,46,21,69,59,6,15,52,29,8,63,63,54,34,1,4,31,81
2020-08-15,36,74,67,42,53,12,59,29,3,0,12,13,5,10,38,18,8,12,41,11,47,9,22,87,14,26,58,37,73,27,23,54,21,74,60,9,14,45,31,10,70,66,57,34,2,3,32,78
2020-08-16,41,79,37,38,57,10,62,28,3,0,0,19,5,8,34,18,9,6,45,11,34,16,20,72,17,30,61,20,69,30,23,46,18,68,66,15,18,49,37,8,61,60,66,35,1,4,27,69
2020-08-17,36,84,40,29,57,9,51,28,4,4,25,49,5,11,54,16,10,20,35,19,57,21,20,74,56,28,53,20,62,27,21,43,15,68,65,13,21,48,36,8,62,58,64,36,2,4,25,64
2020-08-18,30,80,31,28,59,9,57,27,4,4,7,48,8,11,39,17,10,35,34,21,44,18,20,83,52,27,48,22,56,24,23,45,17,65,70,11,22,46,34,8,65,57,65,36,1,3,25,62
2020-08-19,35,81,45,26,57,9,53,25,5,0,4,34,6,14,46,15,10,25,36,18,37,16,18,70,53,26,50,19,66,25,23,45,16,69,69,13,16,46,35,9,73,58,63,38,2,3,26,63
2020-08-20,37,83,51,30,82,9,55,27,4,4,4,43,5,12,52,16,9,30,34,19,49,17,19,73,54,26,56,29,60,32,24,44,17,67,64,10,21,48,37,8,60,58,65,39,2,2,26,64
2020-08-21,35,79,43,24,84,9,54,27,4,4,4,21,6,12,40,14,9,15,35,14,43,16,22,76,43,23,73,46,72,25,24,47,20,68,57,9,16,46,34,8,53,58,65,38,3,2,31,76
2020-08-22,32,75,51,36,64,10,55,27,3,19,17,41,5,8,28,16,8,18,40,10,45,11,23,74,16,23,60,33,75,29,24,50,21,72,56,8,16,44,37,10,61,62,61,38,5,3,32,74
2020-08-23,43,83,34,41,61,12,65,27,4,5,8,38,5,7,44,16,9,30,41,6,60,17,24,81,20,27,62,23,62,26,22,43,17,69,65,11,19,47,43,8,65,58,66,36,4,4,24,62
2020-08-24,35,86,39,32,59,9,55,25,4,8,3,44,5,12,38,16,11,10,33,18,44,21,29,76,76,26,55,23,58,32,23,43,17,69,67,11,23,46,42,8,66,59,63,37,4,3,26,57
2020-08-25,33,83,52,26,60,8,48,26,3,4,7,34,5,10,46,15,11,15,35,27,44,19,100,70,59,25,51,25,61,31,22,45,17,72,67,14,14,48,38,9,79,58,64,35,4,2,27,60
2020-08-26,31,82,88,30,62,8,53,26,4,0,14,44,4,12,48,16,10,39,32,17,50,16,49,70,56,23,52,31,56,32,23,45,17,70,69,15,32,46,44,8,60,61,65,37,3,2,24,77
2020-08-27,31,79,48,25,59,10,49,25,3,11,17,28,4,11,34,14,8,14,32,18,67,15,32,69,52,23,51,28,60,34,25,47,16,71,67,13,32,47,36,8,66,55,61,37,2,2,26,63
2020-08-28,38,78,40,25,64,6,50,24,3,4,18,35,6,10,39,16,8,36,33,14,64,13,23,65,44,24,50,30,73,34,24,51,22,70,58,8,17,46,32,8,65,58,54,32,2,2,30,69
2020-08-29,28,74,48,42,55,10,55,25,3,4,0,39,3,9,24,16,7,34,38,8,42,8,22,73,16,25,54,43,77,33,23,48,22,75,61,11,13,42,34,9,58,64,54,33,2,2,33,68
2020-08-30,32,76,36,37,57,10,54,26,3,0,29,38,5,9,39,19,7,12,39,7,67,17,24,74,18,28,61,19,65,32,26,44,16,77,68,14,22,45,36,9,78,56,65,38,2,2,24,59
2020-08-31,37,83,47,25,64,8,50,26,5,0,3,67,2,12,51,16,8,34,29,17,43,17,21,64,60,26,56,28,61,32,26,44,16,74,70,15,27,45,41,8,75,80,64,46,2,2,24,55
2020-09-01,41,82,27,27,64,8,49,27,4,15,3,41,5,12,51,17,8,24,30,19,48,13,22,70,66,27,60,24,66,34,26,42,18,79,69,14,28,45,39,9,72,88,66,37,1,2,25,55
2020-09-02,38,84,46,27,63,10,52,26,4,4,0,54,4,9,54,20,8,19,33,18,43,14,20,73,59,25,59,36,67,28,25,43,16,76,68,16,29,46,39,10,77,62,70,40,1,2,24,57
2020-09-03,33,82,45,24,64,11,52,26,6,4,10,35,3,9,43,21,7,28,33,16,44,12,24,73,57,25,50,27,72,37,25,42,18,74,67,14,33,47,47,8,71,55,61,41,1,1,26,62
2020-09-04,38,80,39,28,61,8,52,26,5,0,0,38,5,9,41,17,7,20,32,14,62,12,22,73,43,25,70,43,79,28,24,45,20,72,60,8,15,46,31,10,74,61,58,35,1,2,29,79
2020-09-05,30,79,47,32,55,9,54,27,4,5,4,32,6,9,21,18,7,12,37,9,40,7,21,82,14,25,70,46,79,30,25,46,22,75,57,10,16,45,36,9,63,57,57,33,1,1,31,88
2020-09-06,38,75,44,33,57,9,54,26,5,0,13,38,3,8,31,16,7,18,39,8,37,10,21,76,14,26,70,29,74,31,25,48,21,83,63,12,19,45,37,9,54,63,56,42,2,2,30,81
2020-09-07,37,82,61,39,64,11,57,26,4,4,8,45,3,10,36,17,7,17,40,9,53,12,22,81,18,27,49,22,62,31,24,43,17,79,68,15,28,49,34,10,71,58,62,39,1,2,24,62
2020-09-08,37,85,30,33,62,8,57,25,5,4,0,30,2,12,45,41,9,19,54,17,31,15,23,68,67,27,59,20,58,32,25,43,16,80,69,14,36,49,39,9,73,55,67,40,1,2,22,58
2020-09-09,38,89,38,23,66,9,52,26,5,15,10,28,6,10,52,42,8,19,42,15,39,16,23,77,61,25,49,25,61,27,27,41,16,78,69,19,38,49,44,10,62,56,68,45,1,2,23,51
2020-09-10,29,82,49,21,67,10,51,26,5,14,19,44,3,11,39,38,7,14,33,19,37,12,23,72,57,24,46,23,66,38,45,42,15,77,65,15,30,55,41,10,62,55,64,43,1,1,24,52
2020-09-11,35,81,32,28,68,10,50,26,6,4,0,28,2,9,53,37,7,24,32,14,33,11,20,71,46,23,73,28,82,28,33,46,20,73,60,10,16,45,38,12,54,56,58,39,1,2,28,60
2020-09-12,30,77,55,35,72,9,57,26,4,0,8,34,4,11,39,31,6,12,40,7,40,11,21,77,17,24,50,30,99,33,27,50,22,78,60,14,21,42,33,11,53,54,56,38,1,1,29,53
2020-09-13,31,76,44,26,66,8,50,27,5,0,8,30,3,9,38,27,7,11,41,7,51,11,25,78,18,28,59,20,71,31,29,45,18,84,66,18,39,46,44,10,67,54,68,40,1,1,24,50
2020-09-14,40,91,37,27,71,10,54,26,5,0,7,73,2,17,39,26,7,24,35,19,37,16,23,73,54,26,62,21,67,30,27,45,16,81,65,17,38,46,44,10,55,51,67,45,1,1,23,48
2020-09-15,33,84,45,25,71,8,54,25,6,8,3,40,3,11,39,27,8,19,31,17,48,14,23,66,53,25,54,25,64,37,27,42,15,79,74,19,41,45,45,9,64,53,65,46,1,2,25,46
2020-09-16,35,85,51,24,69,7,54,26,7,8,14,58,5,13,59,23,7,19,31,15,36,11,21,70,54,24,56,18,64,36,26,43,15,78,94,18,40,43,42,12,73,58,68,42,1,2,24,44
2020-09-17,38,84,47,22,73,9,57,26,5,7,7,69,4,17,46,20,7,14,32,17,28,10,21,68,51,23,48,30,64,33,26,44,19,86,70,21,43,45,34,10,77,54,64,41,1,1,24,47
2020-09-18,32,79,40,29,74,9,55,26,6,0,0,39,4,12,57,19,6,15,31,13,35,11,20,79,44,23,59,29,71,26,24,49,24,77,62,9,38,44,28,13,69,56,59,34,1,1,29,53
2020-09-19,35,71,33,25,52,8,57,25,6,5,8,28,5,18,27,20,6,18,38,8,34,7,21,72,15,24,48,35,79,26,24,50,25,79,60,14,43,44,35,11,73,51,54,38,1,1,27,51
2020-09-20,30,73,39,36,60,9,53,26,5,0,4,34,3,16,37,20,6,17,41,8,50,12,23,87,14,28,57,24,67,29,26,46,16,85,65,20,54,46,42,9,64,52,63,42,2,1,24,45
2020-09-21,41,83,45,23,77,9,56,27,6,15,24,28,4,20,58,21,7,19,33,16,48,14,23,70,45,27,52,18,70,30,24,43,19,83,65,20,53,45,37,9,69,56,68,42,1,1,21,44
2020-09-22,39,83,49,28,69,9,57,27,7,7,13,62,5,27,41,24,8,23,31,16,55,13,21,72,46,27,49,27,63,37,25,44,17,83,67,20,48,46,42,10,59,58,67,46,1,1,23,45
2020-09-23,36,85,30,29,73,11,58,27,7,4,3,31,4,21,56,23,8,14,29,16,62,13,23,75,47,25,60,31,61,28,26,44,17,85,68,25,43,45,40,11,66,54,71,48,1,1,23,44
2020-09-24,40,81,42,23,72,8,54,27,6,4,0,47,4,19,61,20,7,14,34,18,55,11,24,69,46,24,62,23,63,32,25,45,16,78,65,37,43,47,67,10,64,85,69,44,1,1,24,50
2020-09-25,37,82,45,27,64,12,60,26,5,4,8,42,4,19,60,18,7,16,42,14,44,10,25,83,33,25,58,26,76,36,23,50,20,71,57,23,32,46,37,12,59,71,61,37,1,1,28,57
2020-09-26,37,81,66,36,55,10,53,26,6,5,13,43,7,19,57,19,6,6,40,8,67,9,21,75,13,24,62,25,78,31,22,49,21,75,56,18,41,43,36,11,63,59,59,31,1,1,31,51
2020-09-27,38,76,75,33,58,10,53,25,7,10,4,22,6,33,47,20,6,6,38,7,47,13,22,77,13,28,64,22,68,31,22,44,17,79,63,19,39,46,40,10,76,57,64,41,1,2,23,49
2020-09-28,33,90,52,26,67,11,51,27,8,8,11,57,4,23,62,20,7,21,32,14,44,14,25,76,31,26,54,12,66,31,23,45,17,83,64,20,41,47,45,10,60,59,69,43,2,1,23,45
2020-09-29,43,89,40,24,71,11,53,27,8,0,7,33,3,21,49,22,8,26,30,17,60,13,23,71,38,25,51,22,58,34,23,50,16,78,66,21,43,44,39,11,58,58,70,42,1,1,25,42
2020-09-30,35,81,47,23,68,9,52,25,8,4,4,38,4,58,69,17,6,5,29,17,45,12,21,73,36,25,51,25,61,40,23,43,19,78,65,23,54,44,44,12,55,55,71,41,1,1,20,44
2020-10-01,43,84,60,26,69,8,48,24,8,12,11,50,7,25,54,16,6,26,33,16,48,12,25,75,35,41,43,21,60,32,28,55,19,74,61,19,43,45,40,14,57,54,68,43,2,12,33,45
2020-10-02,40,76,29,24,63,8,55,30,10,4,11,50,5,21,38,16,9,21,36,12,41,9,24,66,30,39,65,29,69,29,26,52,21,69,56,9,24,44,34,14,65,58,57,37,1,6,30,50
2020-10-03,26,68,62,29,51,13,48,32,11,0,22,23,4,16,54,18,6,12,38,7,44,6,19,76,13,39,48,28,82,36,26,49,22,78,59,12,24,43,34,12,63,50,55,40,1,3,28,47
2020-10-04,39,76,34,30,58,10,53,31,9,0,4,42,5,15,45,18,6,6,38,8,41,13,23,72,12,39,70,31,64,32,25,45,19,83,65,18,38,46,41,10,64,55,71,47,1,2,24,45
2020-10-05,39,86,66,26,75,9,60,31,11,8,15,36,5,19,66,18,8,21,30,17,37,15,21,65,33,36,54,17,64,40,23,45,18,80,62,21,41,49,42,10,64,55,70,44,1,2,23,43
2020-10-06,46,86,46,28,74,11,53,30,10,8,4,46,7,22,46,18,8,20,31,13,47,12,22,77,35,35,64,16,60,33,24,45,18,78,62,20,45,46,47,11,63,55,73,46,1,2,24,43
2020-10-07,32,90,15,24,71,14,57,31,11,4,7,64,3,19,52,19,8,42,34,16,50,12,23,73,36,32,66,20,59,38,24,49,17,79,63,21,96,44,33,11,49,58,69,47,1,2,22,43
2020-10-08,43,82,46,24,66,12,59,28,12,12,14,41,5,31,55,16,7,5,32,17,47,9,23,75,35,31,85,22,63,32,22,45,22,72,61,17,48,48,35,11,50,59,71,47,1,1,23,51
2020-10-09,39,81,53,30,63,11,57,28,11,0,13,57,6,21,73,17,6,30,43,11,38,11,22,89,22,29,51,27,72,32,20,45,21,66,56,10,19,45,34,12,58,51,60,37,1,1,28,53
2020-10-10,29,69,54,38,57,10,58,27,9,11,9,38,3,16,39,17,6,26,43,9,53,5,20,75,11,30,59,21,79,28,19,47,22,66,58,11,28,47,34,11,82,48,63,36,1,1,30,49
2020-10-11,33,78,47,32,65,9,58,27,8,10,14,34,2,18,48,18,6,20,46,9,66,12,19,81,11,31,64,21,64,37,20,47,19,70,58,18,45,47,39,11,49,54,73,45,2,1,24,46
2020-10-12,34,86,61,31,70,10,58,26,9,14,12,80,5,41,46,20,6,6,37,14,29,12,23,76,19,32,71,13,65,33,21,43,18,73,63,18,45,45,43,10,63,56,74,49,2,1,28,42
2020-10-13,48,86,26,25,72,12,57,27,9,9,8,53,5,42,47,19,7,18,34,11,45,13,25,71,25,31,60,15,63,38,22,43,17,73,64,21,42,47,41,10,57,63,72,48,2,1,22,43
2020-10-14,37,84,46,26,69,11,51,30,9,0,4,44,3,40,43,19,7,24,38,13,37,11,23,86,26,32,64,21,62,23,22,45,19,75,66,21,40,46,41,11,57,59,71,43,1,1,20,43
2020-10-15,36,85,39,22,69,11,54,28,9,14,20,40,3,30,41,18,7,29,43,15,36,10,22,81,25,30,49,11,63,31,23,43,19,70,59,17,40,48,36,12,52,53,67,45,1,1,22,46
2020-10-16,42,77,54,22,63,10,50,25,7,5,17,54,6,23,48,21,7,0,54,12,63,10,21,75,21,29,66,23,74,23,22,45,21,73,58,10,17,47,31,15,57,50,60,39,1,1,28,49
2020-10-17,46,69,33,32,53,10,57,27,9,5,14,71,6,21,40,22,6,7,57,6,48,6,20,77,11,29,60,15,78,27,22,47,23,74,55,11,18,44,36,12,73,53,57,39,1,1,28,45
2020-10-18,36,75,47,30,62,10,56,26,8,11,14,28,7,17,37,22,6,0,49,9,45,9,20,70,11,34,58,15,66,38,22,44,16,76,58,19,38,49,36,12,53,59,75,43,1,1,22,42
2020-10-19,35,90,33,26,76,11,62,27,9,9,13,56,3,21,74,20,8,24,39,16,37,15,26,79,25,34,58,15,65,36,23,43,17,75,63,21,45,50,41,12,52,55,76,51,1,1,23,42
2020-10-20,36,88,53,22,73,12,55,29,10,10,17,57,5,22,35,21,9,18,39,15,58,11,28,78,39,35,63,19,61,39,23,44,18,76,63,19,46,48,44,12,56,56,74,49,1,1,23,41
2020-10-21,33,88,47,22,78,13,59,28,10,0,13,50,4,22,65,21,8,24,36,17,32,12,23,89,33,32,57,21,56,31,23,43,17,72,62,20,47,45,38,13,39,56,72,48,1,1,22,44
2020-10-22,37,85,56,28,72,12,61,27,9,0,0,47,3,24,62,19,7,35,39,14,42,11,22,89,27,31,67,11,60,33,22,45,19,73,60,22,68,47,35,16,57,53,70,44,1,1,24,47
2020-10-23,41,80,31,27,67,9,56,26,9,19,9,49,4,57,60,17,6,30,37,15,36,8,20,79,21,28,57,26,77,25,24,45,24,70,56,10,22,48,28,17,71,51,56,40,1,1,24,47
2020-10-24,37,69,30,32,56,10,46,26,7,5,0,46,5,20,40,20,6,7,41,6,56,5,21,78,12,30,55,15,80,33,23,50,22,73,56,14,23,46,34,15,64,49,55,37,1,1,28,42
2020-10-25,29,75,36,30,61,12,48,26,8,5,9,31,5,18,39,20,6,7,42,10,41,12,25,80,13,34,64,19,67,39,22,46,20,73,59,16,44,48,36,13,61,55,67,47,1,1,22,40
2020-10-26,41,84,19,20,68,12,51,26,9,5,12,34,5,29,60,19,7,11,34,14,64,14,26,78,23,37,65,16,63,36,22,47,19,75,61,21,43,49,39,15,59,58,71,48,1,1,22,39
2020-10-27,43,84,46,19,70,11,60,27,10,0,0,73,4,44,33,21,8,47,35,14,34,11,19,83,25,36,42,30,62,26,21,45,17,69,63,20,34,49,34,16,49,56,71,49,1,1,22,37
2020-10-28,48,81,62,18,70,11,58,27,8,0,8,56,4,27,63,20,8,18,33,16,28,9,23,81,26,36,85,33,61,31,22,44,16,70,68,24,39,50,34,16,56,61,71,46,1,1,24,39
2020-10-29,45,83,45,20,68,12,57,30,9,9,17,34,6,21,51,18,8,29,38,17,33,9,25,66,25,34,47,24,66,33,19,43,15,73,59,21,54,53,34,19,56,50,69,45,2,1,26,38
2020-10-30,37,77,24,20,63,11,56,27,9,10,17,35,5,17,26,19,7,36,44,12,28,9,22,78,22,34,61,38,77,30,18,45,19,64,59,13,18,51,31,24,59,50,57,39,1,1,25,40
2020-10-31,25,70,42,34,53,14,55,27,7,16,29,44,5,19,38,19,7,7,46,8,38,4,23,79,11,36,54,22,75,33,19,48,21,73,60,13,22,42,29,22,50,52,58,33,1,1,23,38
2020-11-01,35,72,49,33,60,11,54,28,8,6,19,36,4,24,46,20,7,20,46,6,38,11,21,81,11,42,56,19,54,35,22,45,18,74,62,23,40,46,36,29,64,55,69,46,1,1,21,38
2020-11-02,34,95,52,38,76,12,58,28,10,9,33,38,4,36,68,20,8,35,77,15,37,13,24,73,22,41,42,25,54,26,18,47,16,65,61,20,44,43,31,57,50,54,68,43,1,1,19,37
2020-11-03,34,84,38,31,65,13,65,28,9,0,12,39,7,31,52,16,6,57,34,14,27,9,22,81,19,25,34,13,33,19,12,34,10,41,38,16,21,28,20,100,34,33,44,27,1,1,13,23
2020-11-04,23,54,12,16,43,8,41,18,5,18,8,54,3,22,30,10,4,19,19,11,9,6,14,63,14,30,36,10,39,26,15,36,13,53,48,20,31,31,28,27,51,39,56,33,1,1,15,27
2020-11-05,27,60,21,14,51,9,47,22,8,0,18,22,4,23,43,13,4,21,26,12,27,7,16,53,17,32,44,26,45,22,16,42,15,57,50,22,31,34,25,18,49,42,53,36,1,1,18,31
2020-11-06,41,62,13,17,56,11,54,25,7,4,17,28,3,24,40,14,5,24,31,11,29,5,19,71,14,32,36,29,55,28,16,49,19,58,52,14,17,35,24,18,61,41,47,33,1,1,22,36
2020-11-07,25,57,34,23,49,10,43,25,6,18,20,26,4,24,33,14,5,17,35,8,33,4,15,70,9,36,66,32,69,30,19,65,22,70,56,13,23,39,32,12,71,45,49,35,2,1,24,38
2020-11-08,35,68,51,33,57,13,47,27,8,10,26,32,4,29,29,17,6,6,38,11,28,8,21,67,11,43,58,20,65,32,19,49,17,76,64,26,41,42,35,9,62,54,72,50,2,1,22,40
2020-11-09,35,83,25,31,74,14,57,30,9,18,16,51,8,33,39,24,7,39,33,17,32,10,23,83,21,45,73,32,59,40,20,45,18,73,69,25,38,41,31,10,61,57,75,49,2,1,22,38
2020-11-10,46,82,22,21,72,12,58,31,10,18,16,48,7,100,65,26,8,34,32,15,23,11,25,83,25,46,61,18,58,29,20,44,20,69,68,22,30,42,33,10,61,52,72,47,2,1,21,36
2020-11-11,39,83,25,21,69,13,54,32,11,27,24,30,7,63,58,23,8,38,39,13,34,9,23,75,21,46,81,10,58,37,22,47,20,74,100,24,27,42,36,11,56,52,74,50,1,1,21,37
2020-11-12,37,81,37,21,74,13,56,29,10,4,12,32,13,36,50,22,8,11,36,17,38,7,25,72,27,46,60,34,62,28,22,44,20,70,83,27,41,42,30,11,62,54,73,52,2,1,21,38
2020-11-13,45,80,44,30,67,11,54,29,8,14,12,46,10,32,43,20,10,11,49,18,35,7,23,74,22,47,63,25,75,26,24,47,25,70,74,15,13,40,29,13,75,48,69,40,2,1,25,39
2020-11-14,40,74,43,33,59,11,55,30,10,11,4,18,10,22,38,21,9,20,46,6,32,7,27,79,12,48,55,34,79,29,25,50,26,73,73,14,20,37,30,12,84,49,61,44,2,1,25,38
2020-11-15,42,76,50,28,60,13,54,30,10,26,23,27,13,18,41,26,9,6,46,9,44,10,24,78,12,53,76,9,62,32,20,48,22,75,72,25,38,42,36,9,65,57,73,47,1,1,24,37
2020-11-16,49,89,51,22,81,13,58,31,11,9,33,61,10,23,38,23,11,28,36,17,35,13,24,77,24,55,66,25,59,28,21,45,23,73,69,24,47,39,36,10,73,64,76,51,2,1,22,35
2020-11-17,47,87,50,26,78,14,62,32,11,9,12,42,11,20,48,23,11,22,35,18,37,13,26,78,27,55,63,23,63,29,20,47,23,73,70,27,40,40,32,10,63,59,78,53,2,1,22,36
2020-11-18,48,87,29,21,75,15,62,34,12,14,13,44,13,22,53,24,10,18,33,20,31,10,24,86,28,52,68,22,60,37,21,47,24,72,76,27,34,41,42,12,56,56,76,48,2,1,21,35
2020-11-19,40,82,41,29,70,16,65,31,9,5,16,49,13,19,56,20,9,17,34,20,33,9,27,81,27,52,64,23,65,32,22,49,25,74,70,25,43,42,31,12,75,49,72,53,2,1,22,37
2020-11-20,34,79,53,30,70,13,60,32,10,14,13,38,6,19,43,22,9,24,42,15,32,7,23,78,23,51,60,39,77,27,21,49,31,74,65,13,23,42,29,17,51,48,59,42,2,2,24,39
2020-11-21,35,71,51,31,57,16,66,31,10,11,23,28,7,14,43,23,8,20,41,9,43,5,21,88,13,48,62,18,84,25,20,51,37,81,70,12,12,37,26,12,53,52,54,38,2,1,24,36
2020-11-22,23,69,39,35,55,13,57,31,10,10,9,30,7,11,55,26,8,13,48,10,28,12,21,73,12,54,69,33,66,38,20,48,31,75,70,20,24,44,29,10,81,46,71,49,2,1,22,37
2020-11-23,40,82,36,26,65,16,55,31,12,33,25,47,5,17,47,23,9,11,35,14,39,14,23,80,21,52,60,22,65,28,21,45,33,72,70,21,33,41,29,12,59,51,69,44,2,1,22,36
2020-11-24,34,81,76,24,67,15,60,32,10,14,21,48,8,18,40,24,9,12,35,16,41,10,25,76,21,51,45,22,58,41,20,46,48,69,70,16,20,40,29,14,56,45,62,47,2,1,21,35
2020-11-25,38,78,61,32,58,15,58,32,8,10,22,32,9,15,29,22,11,18,33,11,48,8,22,66,15,46,51,7,76,32,17,47,100,72,80,8,6,33,23,14,52,45,51,37,1,1,19,31
2020-11-26,33,55,49,24,48,13,45,29,8,15,13,30,5,8,24,25,8,0,45,6,46,5,20,74,18,42,47,16,81,29,18,47,27,73,85,10,10,37,28,14,75,43,49,36,2,1,18,36
2020-11-27,32,60,78,26,48,15,51,28,8,10,13,30,5,10,30,31,8,6,47,8,47,6,21,65,11,45,45,10,92,33,20,50,22,80,74,8,14,37,27,16,67,45,53,39,2,1,23,38
2020-11-28,32,69,86,29,52,14,55,28,8,5,9,33,3,13,32,28,8,0,42,9,38,5,21,74,10,47,47,19,77,30,20,58,23,80,69,9,13,36,29,12,57,48,56,37,2,1,22,35
2020-11-29,35,70,55,40,58,14,58,28,9,5,9,33,4,14,35,26,9,18,41,10,39,8,19,78,11,50,57,18,74,35,18,45,16,77,80,18,27,41,30,11,57,53,64,42,2,1,20,35
2020-11-30,45,84,54,28,68,15,57,29,10,4,16,61,3,20,43,26,10,5,32,15,28,14,23,72,23,49,77,35,69,39,19,43,16,72,73,24,38,40,33,13,77,52,68,47,2,1,21,33
2020-12-01,39,82,47,30,73,14,58,30,11,14,28,68,4,20,35,25,10,17,32,17,36,10,27,68,26,47,61,54,63,30,20,45,17,70,72,24,30,40,39,13,75,49,69,51,2,2,21,34
2020-12-02,40,80,44,31,69,14,58,31,11,9,16,54,4,22,39,23,15,17,35,15,28,11,24,70,26,47,66,36,67,34,22,46,17,70,72,23,31,42,40,12,55,55,74,50,2,1,20,34
2020-12-03,33,84,40,32,73,13,66,29,11,22,12,36,5,21,47,23,12,34,32,20,32,9,26,70,26,45,49,60,68,35,22,45,17,73,69,22,37,42,35,12,58,51,67,52,6,1,20,36
2020-12-04,38,80,70,38,74,15,66,29,9,9,28,43,11,17,50,22,10,0,40,15,24,10,25,77,24,45,39,60,86,34,21,49,21,73,68,13,20,42,29,16,87,51,60,45,4,1,22,39
2020-12-05,33,73,46,32,57,12,63,29,10,10,18,43,3,14,51,25,8,13,43,11,55,5,23,71,13,45,46,66,81,26,21,49,23,76,71,13,17,36,29,12,60,52,56,47,3,1,22,35
2020-12-06,43,73,59,35,58,14,58,29,9,15,26,49,7,14,39,25,8,12,40,8,41,9,24,71,12,49,69,40,75,27,21,49,19,78,74,25,34,44,34,11,83,64,70,49,3,1,20,36
2020-12-07,45,84,62,32,80,13,65,30,12,18,28,51,7,22,67,21,10,45,35,18,20,12,24,73,24,49,56,44,74,31,21,45,16,77,70,24,36,40,39,11,63,60,70,51,9,1,22,35
2020-12-08,35,84,62,30,76,14,71,32,10,13,28,51,5,21,65,22,9,56,31,15,25,11,24,71,26,47,73,41,67,32,21,44,19,75,72,25,43,40,37,12,62,58,69,53,17,1,20,35
2020-12-09,40,82,41,22,71,15,72,30,9,14,12,37,3,20,58,25,9,17,32,15,29,10,26,84,25,46,43,36,67,36,22,43,16,71,74,24,44,39,45,13,61,56,69,49,22,1,20,37
2020-12-10,51,85,53,27,75,14,66,30,10,9,8,48,5,19,43,20,9,22,35,15,33,9,26,74,25,44,56,45,74,30,22,44,18,69,72,22,40,41,41,12,68,55,67,47,19,1,20,36
2020-12-11,34,79,19,21,67,14,61,30,10,0,12,55,5,20,63,20,9,18,40,9,33,10,24,75,22,43,56,50,100,27,21,45,22,71,74,12,14,40,33,15,77,45,61,40,15,1,21,38
2020-12-12,34,71,41,28,54,14,61,28,8,20,17,17,1,14,39,22,7,25,38,6,26,6,20,73,13,43,45,45,90,33,22,48,21,74,69,11,17,39,28,13,66,52,54,41,17,1,23,35
2020-12-13,33,73,35,31,58,13,60,30,9,10,9,30,3,16,28,22,7,12,39,7,51,9,21,70,13,46,53,25,78,33,22,43,16,69,71,21,28,42,34,10,56,48,63,47,18,1,20,35
2020-12-14,38,85,44,28,68,15,57,29,9,9,8,48,1,33,36,20,9,22,31,14,16,13,21,78,21,45,59,39,75,32,21,41,17,68,74,29,40,41,35,11,57,54,68,43,17,2,25,35
2020-12-15,34,81,35,21,68,11,60,30,9,13,28,48,2,41,61,20,8,28,31,15,30,12,20,77,24,45,51,24,67,33,23,42,19,71,73,28,44,42,29,13,58,54,62,47,15,4,24,34
2020-12-16,37,79,45,24,66,14,57,31,10,5,12,58,6,26,57,24,8,29,32,17,32,8,23,72,24,45,54,45,67,26,23,42,16,68,72,28,36,42,32,13,55,48,65,45,16,2,20,36
2020-12-17,30,77,25,27,66,14,61,28,9,23,16,51,3,11,48,20,8,23,37,16,25,8,21,70,24,46,55,22,64,26,24,44,18,65,69,23,35,43,34,16,55,46,62,49,12,2,20,37
2020-12-18,36,72,37,24,55,14,62,29,9,5,29,38,3,12,44,20,9,18,44,12,32,9,23,79,21,44,59,45,86,25,23,47,23,62,70,22,15,41,24,18,57,47,53,43,11,2,23,38
2020-12-19,33,71,29,40,51,14,63,29,9,21,32,41,3,8,37,23,8,20,44,9,63,5,23,71,13,46,62,41,83,25,24,49,26,65,64,52,11,39,30,14,52,46,52,40,12,1,25,36
2020-12-20,36,70,39,26,51,16,58,32,11,16,9,7,3,6,39,23,8,7,37,6,53,9,21,69,13,49,58,40,76,22,22,47,21,57,64,100,15,43,28,12,56,45,59,41,12,2,20,37
2020-12-21,31,73,46,33,57,15,62,29,9,5,20,31,6,8,41,25,8,12,31,14,50,15,19,69,14,49,67,35,68,28,24,45,24,57,67,66,14,43,30,16,54,47,56,44,11,1,22,37
2020-12-22,34,75,40,28,55,14,63,31,10,5,8,26,4,11,44,28,8,24,35,12,53,14,23,70,14,49,69,44,73,30,23,42,23,51,67,36,9,42,26,15,62,44,61,43,11,2,21,36
2020-12-23,32,69,31,32,49,15,58,31,10,10,9,36,4,8,45,21,8,18,37,10,39,9,20,71,14,48,54,26,63,31,20,42,34,50,66,21,9,39,26,12,59,43,53,35,9,1,21,35
2020-12-24,33,61,42,26,45,14,51,29,8,15,22,24,1,4,29,23,7,38,38,8,47,7,24,64,14,41,35,50,83,24,22,45,56,45,79,14,6,33,21,14,70,44,40,35,7,1,17,32
